phage_id	H-10	H-118	H-119	H-120	H-124	H-147	H-161	H-169	H-193	H-314	O-121	O-122	O-123	O-152	O-39	O-418	O-420	O-434	O-445	O-90	OMC-124	OMC-125	OMC-126	OMC-288	OMC-446	OMC-55	OMC-64	OMC-87
uvig_51406	20	2118	1169	467	52	20	324	6	566	2	1013	1110	73	823	12	20	12	6	37	96	175	734	940	64	0	9	16	2
uvig_55294	35	170	331	159	76	54	91	13	64	14	1220	821	202	1488	24	6	6	18	30	22	25	347	317	21	14	12	14	13
uvig_55870	14	170	65	15	44	29	47	2	39	5	99	25	6	1833	20	6	0	4	8	10	10	25	16	4	2	6	10	0
uvig_64107	2	40	210	152	2	0	73	2	42	0	123	396	9	82	7	1	2	0	4	16	48	73	95	23	0	0	0	0
uvig_74555	2	46	16	12	0	0	102	675	26	0	34	4	0	14	0	0	0	0	2	2	4	8	14	4	0	2	0	0
uvig_74768	229	1726	179	5940	27	0	292	2	70	0	412	49	76	35	28	6	2	4	20	21	29	29	27	1505	0	27	8	43
uvig_75025	7	48	175	40	12	14	28	910	434	4	132	209	60	1468	39	1	67	2	4	8	18	94	35	2	2	17	2	2
uvig_77482	18	16	10	20	36	28	66	2	162	6	229	18	0	22	18	10	6	18	22	14	0	14	10	79	12	34	14	0
uvig_78016	24	296	333	196	40	28	56	4	64	4	542	227	26	173	16	8	4	12	20	6	6	471	111	19	8	8	28	8
uvig_83342	110	1255	193	713	314	392	456	16	692	100	1250	931	453	828	160	128	26	102	182	52	35	1548	358	117	70	187	136	25
uvig_86209	4	34	37	18	24	34	36	2	12	6	1550	93	0	41	14	8	10	7	6	4	4	53	30	2	2	12	18	4
uvig_88310	10	109	184	36	34	54	62	0	35	12	44	32	17	71	15	18	4	8	16	6	6	35	11	7	18	16	8	8
uvig_88880	12	927	42	109	32	38	54	2	33	10	2995	838	36	643	24	28	8	34	23	10	14	2789	31	12	16	30	34	2
uvig_92124	18	712	352	194	4	10	23	2	101	0	562	230	13	129	16	0	1	0	18	25	0	254	434	78	0	8	8	0
uvig_92258	216	3171	2684	1338	359	460	477	10	286	80	437	256	153	271	191	110	78	124	181	84	25	259	2718	133	70	207	152	22
uvig_93945	5	586	8	14	0	6	6	18	7	0	82	18	87	14	0	0	8	0	0	4	8	14	30	4	0	0	0	0
uvig_98139	1	12	122	31	2	0	0	0	146	0	68	24	2	93	1	0	8	0	6	2	11	161	29	2	0	0	0	0
uvig_98366	16	42	32	40	0	0	10	0	14	0	4075	36	0	53	0	2	0	0	0	0	0	22	21	6	2	0	0	0
uvig_99078	61	221	978	85	140	118	186	2	96	32	751	244	20	679	38	40	26	40	24	26	17	1882	46	4	28	50	36	6
uvig_99689	8	109	2511	110	34	26	112	0	392	6	344	341	25	104	43	4	10	16	22	42	1045	473	2924	11	4	16	6	4
uvig_105790	4	60	113	61	6	14	32	36	139	1	158	160	1	456	12	11	10	2	2	4	4	138	33	4	0	0	6	1
uvig_106252	2	82	174	81	65	0	21	1	227	1	305	167	10	24	8	0	4	0	4	47	28	310	696	22	0	0	10	7
uvig_106649	2	52	1847	132	4	2	72	1	345	2	153	79	8	104	24	2	2	0	14	32	1750	461	37	4	0	4	12	2
uvig_108334	24	162	1554	115	30	46	61	2	43	8	224	1820	9	60	40	13	10	8	24	12	270	67	352	4	12	34	6	6
uvig_110632	115	869	1352	686	280	292	261	164	1507	76	1610	298	268	363	249	104	105	76	143	52	242	1659	510	54	46	104	84	12
uvig_111515	6	365	32	4	0	0	8	14	3411	0	20	355	44	345	0	0	16	0	6	396	58	96	4	4	2	4	0	0
uvig_113131	13	244	1861	583	4	2	278	8	155	0	343	1498	68	359	9	21	6	0	2	36	1209	948	115	26	0	2	0	0
uvig_120986	2	70	129	8	2	26	2	2	34	0	87	62	8	28	0	0	2	0	4	4	0	199	20	22	2	2	2	0
uvig_121436	20	100	80	124	41	40	138	2	387	4	863	175	171	267	39	3	22	13	21	292	3	206	1483	122	5	11	4	12
uvig_124379	11	1538	229	159	8	0	52	1	245	0	117	100	18	55	8	27	4	6	2	18	795	167	141	40	0	3	0	0
uvig_125485	95	227	10	3447	24	0	0	0	2	0	27	2	0	4	2	0	0	2	2	2	0	4	4	390	0	4	0	0
uvig_126335	294	2133	248	6937	124	0	458	8	79	0	849	55	78	108	20	2	3	2	7	52	16	38	19	3087	0	57	0	14
uvig_130390	6	462	44	112	33	40	57	0	49	14	1962	502	26	297	28	16	4	12	14	10	0	1964	98	8	12	12	8	3
uvig_137671	24	162317	41	33	41	47	56	132	1141	6	404	4820	1470	1106	34	10	6	8	12	8	146	89	48	12	22	23	24	10
uvig_139142	38	1154	12	139	70	94	130	2	60	24	4708	1227	48	639	46	28	12	16	56	8	0	4194	26	4	14	54	44	8
uvig_140214	5	85	560	118	10	6	31	0	255	0	706	415	7	138	0	0	9	2	4	40	71	277	492	38	0	1	2	1
uvig_142442	18	33140	590	312	36	66	263	66	714	17	1848	3859	806	1072	13	10	2	20	14	18	116	814	309	33	18	22	20	8
uvig_146874	3	214	102	132	4	8	19	2	21	2	288	129	12	84	4	4	0	0	2	13	6	412	116	14	0	2	0	0
uvig_149330	6	107	14	37	26	32	124	3	60	12	204	44	0	251	48	8	13	8	20	12	4	33	34	2	6	14	16	0
uvig_154730	2	27	139	36	2	2	41	0	102	0	21	20	3	20	6	0	3	0	2	8	508	2	24	2	0	2	10	0
uvig_160196	49	1337	89	245	110	140	142	2	72	24	4231	1237	75	683	64	40	20	40	62	14	9	3652	72	10	36	86	42	8
uvig_165405	12	277	68	38	0	6	64	34	20	0	37	182	42	3065	8	0	176	0	8	35	237	104	35	34	2	2	0	0
uvig_166606	27	1019	86	170	67	59	76	4	55	10	3223	1054	68	666	53	30	9	22	37	10	7	3250	76	16	3	38	35	6
uvig_168075	56	679	120	123	114	160	217	26	189	46	1046	340	78	977	74	40	19	34	82	21	11	2793	108	37	20	93	46	9
uvig_168533	56	353	121	119	14	52	217	0	54	8	2065	242	37	189	26	8	14	18	12	7	3	106	195	226	6	22	52	1
uvig_170240	10	276	216	109	5	2	36	0	87	0	410	373	69	135	4	0	0	0	7	27	59	380	337	57	0	9	0	0
uvig_174204	36	1526	1000	858	72	48	110	8	184	10	932	861	59	137	30	26	10	12	45	37	266	834	714	137	4	50	40	12
uvig_176146	30	534	147	245	124	139	103	6	139	18	270	271	154	335	42	30	18	38	37	20	20	639	196	40	30	54	56	8
uvig_176448	14	102	16	22	32	50	24	2	24	4	1736	50	3	20	30	2	8	8	12	8	0	620	16	0	8	22	32	2
uvig_177481	12	759	15	115	13	16	28	4	19	4	3142	1036	39	557	16	10	4	10	27	4	2	2580	16	4	6	23	2	2
uvig_183077	15	79	430	34	2	2	341	1	71	0	158	1266	74	404	44	3	24	0	4	37	1248	399	68	32	0	2	0	0
uvig_184507	2	13	138	72	0	0	6	0	17	0	17	12	0	2	4	2	0	0	4	2	560	2	11	4	0	6	0	2
uvig_194675	36	1663	85	299	74	84	60	3	46	12	6467	1962	97	1159	50	36	20	24	63	14	7	6210	85	6	16	58	14	9
uvig_194720	6	159	116	83	6	22	55	0	46	2	4733	88	10	124	26	4	2	10	18	11	33	67	153	11	6	2	20	0
uvig_195887	2	1236	22	52	0	12	18	0	18	0	151	120	3	22	2	0	0	2	10	8	2	170	60	8	0	0	14	4
uvig_196581	22	32	68	35	38	52	50	0	37	8	116	36	6	103	32	16	2	20	14	11	12	10	384	5	10	12	12	4
uvig_197346	2	16	321	12	4	0	8	0	13	0	35	178	0	42	6	12	0	0	2	0	266	10	19	0	0	4	0	0
uvig_199299	2	60	993	61	0	2	10	0	13	0	134	589	162	20	0	0	2	0	4	4	26	14	338	7	0	0	0	0
uvig_201109	4	10371	72	1126	20	40	82	2	44	10	454	847	45	153	36	2	14	6	18	6	9	369	113	8	10	30	18	4
uvig_202392	2	45	50	19	2	0	7	0	20	6	189	64	0	72	14	0	0	0	14	0	5	36	12	4	2	0	10	0
uvig_204467	96	188147	103	95	250	224	290	10	163	66	220	96	36	18027	4772	68	33	54	108	28	2	10594	65	9	64	152	96	22
uvig_205716	126	2681	1068	910	255	297	366	19	494	76	1630	1282	472	1188	130	87	38	78	118	37	153	1756	755	144	65	116	116	22
uvig_205844	4	28	107	30	34	16	44	2	33	10	505	269	98	718	20	10	0	6	6	4	4	93	37	7	10	8	8	0
uvig_207292	14	84	1605	26	28	8	297	2	10	2	586	1232	160	32	10	0	4	2	8	211	9	18	4702	6	2	6	6	0
uvig_207325	53	2456	1292	1024	22	10	241	6	335	0	2408	938	73	259	32	8	5	2	83	100	95	1497	1216	207	2	12	8	0
uvig_210196	2	50	14	28	0	0	6	0	6	0	30	26	0	205	16	6	4	2	26	2	0	1142	16	2	0	4	0	0
uvig_213354	8	6790	43	13	2	14	3	41	198	0	239	6365	151	269	9	1	0	2	8	5	21	30	24	2	0	4	2	0
uvig_216666	2	184	430	107	2	7	28	767	90	4	459	19180	15	230	28	0	4	0	12	32	40	132	181	65	11	15	2	6
uvig_217100	4	626	477	228	6	2	13	0	50	0	232	117	29	72	26	2	0	0	2	29	20	253	684	29	1	10	0	2
uvig_219929	26	148	46	26	88	88	102	8	56	24	1314	72	0	57	26	28	12	10	32	8	4	3099	30	2	4	26	26	8
uvig_223148	14	183	72	16	22	26	53	0	48	13	91	16	11	2011	8	4	5	12	14	14	14	31	18	3	6	18	8	0
uvig_225910	50	1728	1416	1229	33	12	292	0	464	2	1928	1502	130	275	15	0	8	0	39	72	78	1183	973	212	0	29	0	9
uvig_228107	14	65	358	86	20	16	199	4	166	2	92	155	32	152	40	10	9	6	6	25	81	108	36	13	4	2	4	2
uvig_229040	2	4	8	20	0	0	6	0	2558	0	21	9	0	324	5	0	0	0	0	0	3	0	10	4	0	2	2	0
uvig_229270	173	2361	4	1222	38	0	42	0	5	4	52	4	3	30	0	0	0	3	0	2	0	0	4	1139	0	3	2	2
uvig_229980	30	719	2214	210	46	50	115	71	1894	6	1863	615	312	450	98	20	73	12	110	44	1183	1600	443	33	6	48	28	2
uvig_230359	18	46	30	14	66	54	66	0	42	16	111	35	4	38	30	24	6	16	18	6	2	341	22	8	16	32	24	2
uvig_234806	3	262	251	146	4	0	56	0	170	0	669	330	49	142	13	2	7	2	2	13	29	433	555	39	0	6	4	0
uvig_235440	4	202	729	63	8	0	264	0	55	0	202	904	69	120	6	0	1	2	16	54	165	87	1258	20	2	0	0	2
uvig_239614	38	1774	481	2539	7	14	59	2	197	0	1594	2793	58	293	9	2	10	0	8	119	19	2116	934	330	2	77	4	0
uvig_239813	116	1798	930	997	106	122	224	6	282	18	2068	844	110	276	27	28	23	28	64	40	91	1381	958	157	32	30	36	11
uvig_244316	2	7160	42	842	0	3	45	0	31	0	158	228	56	58	6	0	0	0	0	6	6	266	81	5	0	0	0	4
uvig_247884	20	210	207	159	52	92	92	12	102	14	140	318	100	130	98	22	18	28	46	4	282	226	39	12	6	60	60	8
uvig_252359	98	2361	2052	1612	91	68	465	3	655	10	3645	1484	312	421	16	16	22	16	86	113	196	2263	1433	293	4	51	12	5
uvig_258701	40	48	56	36	118	160	182	8	74	32	108	40	0	217	68	62	16	34	54	12	6	50	28	2	26	68	64	8
uvig_260892	2	28	117	10	0	0	70	0	89	2	119	47	7	54	4	2	4	0	2	17	26	27	53	44	0	4	0	3
uvig_262416	10	86	363	153	6	14	37	0	57	0	65	198	9	30	8	2	6	4	7	0	501	48	157	24	2	0	4	2
uvig_266196	14	38	1294	38	4	6	44	2	107	0	157	89	11	95	34	8	14	4	12	8	1137	109	94	13	0	16	2	0
uvig_266663	6	14	4	6	14	14	10	0	4	2	395	2	0	4	2	8	2	2	8	0	6	4	12	0	2	2	0	4
uvig_270749	2	118	54	146	3	0	21	1	78	0	343	91	51	67	19	0	2	0	22	103	44	686	814	54	0	1	2	19
uvig_271051	16	6	10	2	38	55	62	2	18	24	366	4	0	8	16	8	4	4	10	2	0	6	12	0	8	20	12	2
uvig_271698	12	35	757	97	0	14	78	0	349	0	79	46	7	144	12	0	1	0	4	11	501	396	90	4	0	2	0	0
uvig_276225	13	127	71	29	34	32	57	4	87	5	244	184	3	79	39	7	13	6	20	12	38	3992	50	14	10	21	14	5
uvig_280596	214	8231	3408	3384	185	104	1065	10	1583	15	6195	3616	248	868	82	24	24	24	102	234	376	3976	3864	723	21	79	30	23
uvig_280979	6	60	67	60	2	4	18	0	31	0	121	107	46	144	14	2	6	2	6	0	3	85	86	17	0	8	2	2
uvig_282601	13	151	72	186	6	4	108	0	57	0	112	1349	48	483	12	0	2	5	0	2	109	185	100	334	9	0	0	0
uvig_287346	44	704	259	339	75	101	111	6	149	36	971	336	169	835	46	28	7	36	40	21	12	716	329	50	26	40	40	7
uvig_293756	5	946	339	711	16	37	58	8	263	19	473	660	36	196	25	2	7	0	37	75	22	463	1367	96	2	4	18	10
uvig_296212	12	45964	17	28	6	8	20	100	903	6	431	13542	311	370	27	4	0	6	22	4	49	36	38	7	4	13	0	0
uvig_296393	4	260	493	417	45	8	58	6	690	0	1018	873	114	117	8	14	29	0	42	197	42	947	2280	257	0	16	0	13
uvig_297218	2	64	189	160	8	0	41	2	50	0	178	81	33	91	2	0	8	0	16	25	120	174	188	120	0	0	0	0
uvig_300460	2	22	460	26	5	0	79	0	234	0	64	93	39	56	14	1	8	0	2	6	553	59	89	0	0	0	0	0
uvig_303877	4	68	42	29	50	77	78	4	22	4	3803	32	0	82	34	40	14	12	16	13	1	45	58	4	6	26	28	8
uvig_306625	6	154	44	40	6	20	38	2	6	4	162	84	1	52513	14	0	0	4	6	8	6	29	14	10	2	12	2	0
uvig_308234	6	285	8	37	6	14	14	0	14	2	1387	303	3	198	6	0	2	2	8	0	0	1165	14	0	0	5	0	2
uvig_309497	2	1139	1269	410	10	0	12	4	12	0	200	44	35	64	0	0	5	4	12	12	0	301	1581	92	0	8	2	0
uvig_309747	50	113	46	24	146	180	142	4	78	40	1530	72	1	78	44	22	18	38	60	16	6	3542	24	2	32	34	56	8
uvig_318656	26	255	116	126	56	58	302	2	47	12	434	458	39	384	36	20	8	12	30	10	2	49	138	15	16	26	4	0
uvig_322655	10	42	97	81	28	44	60	4	141	8	106	143	9	48	19	29	4	14	15	14	1680	69	70	4	10	28	6	2
uvig_322900	8	332	361	127	6	2	204	4	50	0	229	1018	41	355	20	0	6	0	0	56	725	346	164	5	1	0	6	0
uvig_327352	39	164	1607	350	22	46	101	22	331	8	503	717	77	906	47	34	37	14	22	199	283	267	118	49	16	14	8	0
uvig_328398	131	3442	1558	1104	73	51	361	10	450	4	2058	1253	118	852	26	10	7	8	70	127	144	1462	1408	407	16	43	28	3
uvig_331758	2	72	134	25	8	2	26	2	76	2	1163	78	7	57	22	4	2	0	15	20	152	55	42	67	0	8	0	1
uvig_349986	102	311	2	1857	25	0	121	0	4	0	28	20	10	18	0	0	0	7	2	0	0	8	0	1163	0	5	0	0
uvig_360064	2	60	381	128	4	4	29	0	39	0	59	54	2	18	18	6	2	4	4	14	680	14	71	0	0	0	0	0
uvig_366661	18	633	1663	215	19	20	43	2	49	0	303	206	21	67	10	6	6	6	17	22	32	234	187	48	0	17	20	2
uvig_368605	1	164940	15	38	0	3	24	0	79	0	263	1008	12	62	19	0	0	0	4	2	2	204	50	4	0	0	0	0
uvig_371543	2	97	391	53	0	6	38	52	572	0	275	175	85	75	13	8	26	4	28	22	709	236	118	0	0	0	2	0
uvig_374792	4	20	361	13	2	0	12	0	32	0	182	257	11	91	7	0	0	0	3	1	7	721	31	4	0	0	0	0
uvig_378528	49	322	205	73	75	72	101	2	123	16	377	184	7	200	38	22	8	22	56	20	39	214	282	52	16	31	30	10
uvig_378623	2	82	600	180	6	6	55	30	154	6	280	443	53	621	27	14	37	4	12	165	223	160	123	15	2	4	4	2
uvig_380418	6	32	1666	12	20	22	66	2	65	8	57	52	4	26	24	8	2	4	6	0	1662	20	39	3	8	6	8	0
uvig_380984	4	148	1002	203	2	10	47	0	282	0	99	95	17	114	4	0	2	2	0	12	943	303	53	13	0	2	8	0
uvig_382713	13	1645	565	298	30	16	64	6	76	2	378	183	34	61	18	2	5	2	11	8	14	356	250	62	2	6	14	0
uvig_386381	53	1285	869	581	120	118	210	4	152	32	4239	3703	175	655	28	26	19	18	95	87	9	751	3670	141	40	53	32	14
uvig_388303	20	612	92	237	47	46	64	4	63	14	260	271	14	93	40	8	14	20	20	117	4	1764	269	136	18	18	10	6
uvig_389121	2	222	27	25	6	2	14	0	10	2	453	20	119	30	12	0	6	2	10	0	6	35	70	2	0	14	24	2
uvig_392738	487	187	297	320	81	54	1191	9	3730	2	1006	896	343	11079	54	114	18	12	44	18	168	943	6246	9557	10	77	34	40
uvig_401215	53	446	83	92	158	129	168	15	90	37	2937	412	24	231	52	39	21	35	69	24	2	2335	48	13	34	37	37	10
uvig_413650	10	228	261	44	18	28	54	0	27	4	114	105	22	35	20	14	4	6	22	2	295	168	74	4	6	8	14	2
uvig_414386	86	311	18	4057	24	0	135	0	17	0	75	18	5	40	4	0	0	3	0	2	4	16	18	795	0	5	0	2
uvig_416283	24	1478	28	124	44	70	127	5	49	17	4807	1488	39	684	79	41	22	30	65	23	4	4809	46	12	12	47	57	5
uvig_418142	2	100	25	28	0	0	13	2	14	0	131	212	0	12713	4	2	0	1	4	8	2	21	19	6	0	0	0	0
uvig_418838	24	153	735	417	26	11	35	6	261	0	196	451	33	214	41	4	13	16	2	35	85	149	247	85	11	31	6	1
uvig_426811	4	64	32	30	0	12	10	0	20	4	104	34	11949	18	20	4	0	0	6	8	4	18	18	6	2	4	0	4
uvig_433285	38	183	1579	246	21	20	65	15	832	2	264	435	13	1194	13	9	6	4	12	22	394	161	231	108	2	24	12	2
uvig_433958	112	2564	4423	2252	143	146	364	11	631	22	2385	3615	171	540	72	38	46	44	178	128	314	1747	1877	387	39	72	62	24
uvig_435637	2	195	227	135	3	4	39	1	109	0	976	350	36	112	12	2	4	0	4	26	27	322	510	26	4	10	4	1
uvig_436340	24	80	283	58	32	50	74	1	124	6	127	175	9	184	32	10	14	12	2	24	1281	212	76	2	6	16	14	4
uvig_436701	28	575	162	147	100	106	125	5	100	36	334	164	57	443	78	24	18	30	64	16	12	247	224	23	22	48	26	21
uvig_440553	12	220	529	390	25	12	133	0	151	2	233	705	31	81	14	6	18	2	27	12	1926	120	198	81	4	14	14	0
uvig_441164	42	74	1916	59	18	24	28	2	803	4	109	102	0	1473	12	12	6	8	8	20	58	10	145	0	2	2	10	0
uvig_443747	18	174	32	98	0	2	58	6	36	10	300	20	5	494241	8	17	2	3	0	2	306	48	46	55	0	43	0	2
uvig_448159	88	1847	147	50	130	156	153	4	95	20	246	85	81	237	52	52	20	38	61	24	28	53	30	5	28	45	32	4
uvig_451553	5	19	118	15	0	6	12	0	20	0	332	11079	1	62	4	0	0	0	2	20	15	42	33	11	0	0	0	0
uvig_453172	6	132	721	18	7	4	31	0	10	0	39	30	0	159	12	4	0	2	2	0	813	36	65	0	0	0	0	0
uvig_454815	119	2516	3757	1675	141	156	360	21	652	32	2277	2378	150	513	88	54	36	28	195	106	264	1660	1682	333	29	92	64	13
uvig_456586	2	186	80	142	0	0	26	5	36	2	619	107	11	47	6	4	2	0	8	5	27	307	149	47	0	14	0	3
uvig_460500	20	22233	75	39	31	46	66	37	545	4	245	4278	336	219	22	10	8	24	24	5	67	91	52	20	14	28	14	4
uvig_460930	2	35	125	36	1	0	19	131	17	0	191	11596	4	141	5	0	0	0	0	3	19	43	61	11	3	1	2	1
uvig_462788	318	2276	3289	1321	454	635	1219	15	740	203	1985	1725	149	1426	664	384	128	205	567	315	241	2382	1358	274	185	507	410	70
uvig_469041	10	923	33	140	34	36	33	5	38	10	3352	895	68	536	18	10	8	14	31	2	10	2865	40	4	8	22	24	7
uvig_483976	10	172	1254	24	28	54	34	25	434	240	420	14	85	90	28	499	13	6	28	17	65	370	258	10	6	2	25	0
uvig_498906	4	38	15	74	5	7	77	7	106	0	52	68	1	18	0	10	0	1	1	0	333	32	100	35	32	120	100	17
uvig_503101	62	40	976	74	137	146	162	7	286	28	71	1079	48	42	51	36	24	32	40	16	9	140	11	4	18	54	64	8
uvig_503689	56	694	212	942	127	157	250	15	241	34	938	310	145	967	60	38	34	36	72	26	39	929	409	59	28	87	70	16
uvig_504185	12	375	110	675	6	2	42	4	118	0	289	147	14	137	9	2	2	0	1	27	16	220	236	74	0	0	0	4
uvig_505624	16	18	2	4	40	20	52	2	24	6	622	8	0	44	6	14	12	14	12	8	0	6	14	2	4	12	10	6
uvig_505859	2	10	4	18	0	0	0	0	907	0	25	22	0	14	1	1	6	0	0	0	2	8	8	0	0	1	0	0
uvig_505862	16	241	912	169	21	6	26	5	3	0	140	1193	76	125	35	1	9	17	0	15	181	335	96	8	12	14	0	1
uvig_506290	32	145	28	14	54	78	84	2	40	14	3056	61	0	73	60	28	16	28	60	10	6	978	50	2	22	34	28	8
uvig_507847	2	44	19	31	3	11	7	0	12	2	2021	51	0	32	9	4	3	1	1	3	2	18	19	2	1	4	3	0
uvig_513534	3	16	842	73	0	0	30	0	203	0	49	33	17	23	0	2	0	0	2	8	395	186	135	11	0	2	0	0
uvig_515684	2	16	475	48	0	0	17	0	189	0	62	95	12	64	8	0	3	0	0	10	613	143	75	0	0	0	0	0
uvig_518590	2	38	902	92	6	2	12	0	16	0	34	353	64	22	4	4	2	0	0	10	642	111	98	6	0	0	0	0
uvig_518634	16	66	49	26	70	70	105	2	54	16	1479	48	0	52	34	26	14	24	16	0	6	48	28	4	16	14	70	8
uvig_519284	10	82	2170	287	0	0	205	2	167	2	99	1510	233	20	6	2	2	0	4	4	4	28	1122	8	0	14	0	0
uvig_525660	31	136	51	39	43	120	137	6	103	8	1014	234	2	3193	2223	1337	452	945	2050	717	17	67	73	50	0	28	20	8
uvig_527169	31	1118	766	406	41	50	84	0	135	11	568	501	87	181	22	6	17	8	19	16	19	593	435	100	6	27	4	2
uvig_527170	14	841	33	100	22	32	29	3	31	4	2240	706	28	435	10	8	2	4	20	6	3	1828	13	0	8	16	20	4
uvig_528432	9	43	69	36	0	3	387	0	21	0	157	38	1	240426	7	8	2	4	210	5	30	12	21	10	0	46	0	0
uvig_528435	13	29	225	13	0	4	1185	0	2	0	51	25	0	52098	1	0	0	1	602	0	87	4	6	2	1	10	0	1
uvig_529021	1750	2731	1099	968	3120	4198	5823	1766	2598	923	450	691	65	21	6	1	0	2	3	1	0	45	18	10	0	21	0	6
uvig_529959	24	492	263	140	8	0	43	2	115	0	404	367	50	159	14	0	4	0	8	83	65	527	498	64	0	12	0	7
uvig_530022	30	2592	1092	1050	53	62	225	6	310	10	2310	1521	195	613	34	8	10	16	81	126	46	1804	1773	150	29	97	51	22
uvig_533592	2	94	1605	47	11	6	14	0	12	0	236	68	8	261	7	0	0	0	9	31	46	31	977	13	0	3	4	10
uvig_534725	13	22	242	14	14	23	51	1	13	10	20	37	0	12	3	4	2	1	1	4	1009	242	40	0	0	2	7	0
uvig_539326	2	86	109	1951	2	8	22	961	78	0	281	74	10	53	2	0	2	4	6	4	19	24	53	22	2	14	6	2
uvig_540511	2	35	37	32	2	0	0	0	18	0	97	18	6	28	0	0	2	0	2	130	10	16	428	7	0	0	0	0
uvig_540784	12787	106	20	39	0	10	6	2	16	0	147	64	2	84	2	0	0	2	2	2	6	35	45	41	0	0	0	235
uvig_546131	8	774	30	8	0	14	6	84	13	22	82	26	0	1523	6	2	72	0	10	0	4	48	14	0	0	13	2	0
uvig_546340	108	184	55	79	306	435	362	31	195	92	135	86	53	3587	147	118	52	106	128	42	2	67	36	0	86	124	104	32
uvig_547729	3	167	681	30	0	2	76	0	24	2	128	430	18	115	10	0	2	0	0	34	184	197	119	2	0	0	0	2
uvig_549670	365	2472	2	3394	66	0	156	2	55	0	35	6	5	70	0	0	0	4	4	0	0	4	4	1803	0	19	4	6
uvig_549878	6	204	4927	45	14	20	111	2	59	8	236	460	42	360	28	8	4	8	30	51	74	45	2633	12	4	14	8	6
uvig_556404	12	59	33	184	0	0	6	0	30	0	890	97	2	19	0	0	2	0	4	20	1	273	107	8	0	4	0	8
uvig_556735	3	43	151	50	4	2	35	0	68	0	138	67	39	33	0	0	2	0	1	21	120	112	159	33	0	0	0	6
uvig_558797	116	3500	1415	513	203	250	275	24	479	44	4152	544	383	444	84	66	25	70	61	52	42	748	558	162	54	94	56	16
uvig_559686	50	1874	1591	1228	20	0	435	8	454	0	1413	1246	139	351	7	2	13	0	34	101	109	1759	1167	199	0	36	0	6
uvig_560376	43	365	134	389	75	29	110	6	224	11	614	282	24	204	22	7	15	14	39	77	87	519	649	166	11	16	9	12
uvig_562629	3	34	716	85	14	6	125	0	96	4	53	132	13	74	12	5	0	0	2	14	1340	315	249	27	2	2	2	0
uvig_565240	7	96	3620	34	25	26	287	11	178	6	1255	603	25	533	22	10	39	5	14	4	612	812	126	70	8	24	8	5
uvig_565291	12	48	10	12	16	26	47	2	41	2	72	19	0	432	80	10	10	6	8	0	4	12	31	0	2	10	10	0
uvig_566801	2	38	14	19	2	0	23	1	9	0	152	48	3	13	0	0	0	0	4	5	0	161	89	4	0	2	0	0
uvig_567821	4	8	340	18	4	6	8	0	5	0	10	33	4	0	2	2	0	0	2	0	387	25	14	2	0	0	2	0
