phage_id	O-121	O-122	O-123	O-152	O-39	O-418	O-420	O-434	O-445	O-90	OMC-124	OMC-125	OMC-126	OMC-288	OMC-446	OMC-55	OMC-64	OMC-87
uvig_113131	4.367066496	34.99958855	7.542884025	5.454827197	0.299915717	1.782230171	0.353341548	0	0.0990724	4.076688233	41.28826695	14.46865048	1.999650155	1.675028451	0	0.096537103	0	0
uvig_120986	1.371348049	1.793393414	1.098629509	0.526717	0	0	0.145816345	0	0.245310103	0.560786753	0	3.760153028	0.430545379	1.754705657	0.239981789	0.119516266	0.1310267	0
uvig_121436	5.666679082	2.108683073	9.782430378	2.092280693	0.670260244	0.131307003	0.668172004	0.561658688	0.536493075	17.0533611	0.052837681	1.621470479	13.29901481	4.05350589	0.249923836	0.273828779	0.109163934	1.100483017
uvig_124379	1.386092827	2.17401179	1.8578549	0.777606724	0.248060419	2.132156263	0.21918671	0.467701767	0.092185678	1.896654709	25.26261196	2.371629964	2.281319239	2.397836688	0	0.134739922	0	0
uvig_125485	0.413190205	0.056165766	0	0.073052841	0.080108256	0	0	0.201385202	0.119081214	0.272223468	0	0.07337874	0.083600089	30.19979642	0	0.232067768	0	0
uvig_126335	9.494650172	1.128728284	7.599739624	1.441404577	0.585412922	0.149090539	0.155181628	0.147167726	0.30457645	5.172302726	0.479949926	0.509423385	0.290191959	174.6871914	0	2.416655332	0	2.186671726
uvig_130390	25.46016765	11.95422468	2.939465971	4.599488837	0.951001755	1.38398394	0.24008776	1.024601077	0.706833777	1.154174754	0	30.55116268	1.73679607	0.525297578	1.185395716	0.59035342	0.431472985	0.543710584
uvig_137671	1.557838174	34.10699484	49.38455493	5.089638856	0.343147567	0.257033535	0.107013852	0.202974869	0.180031801	0.274372309	1.510074941	0.41139119	0.25278	0.234139873	0.645778391	0.336230723	0.384639237	0.538549036
uvig_139142	28.8973973	13.82045299	2.566825499	4.680734379	0.738994383	1.145589747	0.340683651	0.646180077	1.337326051	0.436738598	0	30.85849236	0.217949621	0.124232556	0.654139179	1.256564008	1.12247407	0.685798511
uvig_140214	9.895802763	10.67455716	0.854824975	2.308427715	0	0	0.58349429	0.18445381	0.218139003	4.986727481	2.669373512	4.654254227	9.418287172	2.695150871	0	0.053139188	0.116513887	0.195762997
uvig_142442	6.428070907	24.6325238	24.42567456	4.450044367	0.118354037	0.231860893	0.032177808	0.457741189	0.189467066	0.556878577	1.082284277	3.394119274	1.467904045	0.58082565	0.476618668	0.290114847	0.28914125	0.388644884
uvig_146874	4.037166824	3.31840477	1.46554206	1.405252471	0.146759164	0.373760164	0	0	0.109079015	1.620827791	0.225600536	6.923176875	2.220765455	0.993036928	0	0.106287645	0	0
uvig_149330	2.821029082	1.116568864	0	4.142304123	1.73731938	0.737422178	0.831511998	0.727911682	1.076054813	1.475937462	0.148368619	0.547035284	0.642120905	0.139946018	0.631609273	0.73396274	0.919599538	0
uvig_154730	0.237694867	0.415418606	0.295838434	0.270160199	0.177751301	0	0.157061425	0	0.088075985	0.805378087	15.42300106	0.027136542	0.370998578	0.114546984	0	0.08582209	0.470437436	0
uvig_160196	15.96928368	8.567765097	2.466246641	3.076479163	0.632242106	1.006355012	0.349156537	0.993376102	0.910460488	0.469980415	0.091114939	16.52331501	0.371137983	0.190983376	1.034343436	1.230578841	0.658859886	0.421712694
uvig_165405	0.4267911	3.852480584	4.220809517	42.19247216	0.241526422	0	9.39018329	0	0.359029901	3.590798115	7.332746044	1.43804002	0.551368778	1.98447532	0.175615756	0.087460551	0	0
uvig_166606	12.68424852	7.612029953	2.33155778	3.128020062	0.545935502	0.786999585	0.163830485	0.569689774	0.566543373	0.350036837	0.073893654	15.33245862	0.408487268	0.318623332	0.089876374	0.566965477	0.572497833	0.329791884
uvig_168075	6.837574547	4.078540202	4.44219711	7.621769616	1.266085807	1.742926981	0.574475832	1.462381259	2.085505046	1.220953147	0.19287136	21.88594627	0.96417228	1.223841762	0.995222616	2.304739897	1.249768538	0.821669517
uvig_168533	19.07015412	4.101143386	2.976930555	2.082988224	0.628446809	0.492462251	0.598012076	1.093749728	0.431163904	0.574965122	0.074312192	1.173448449	2.459400484	10.56077381	0.421798711	0.770238831	1.99590036	0.128978827
uvig_170240	6.572255272	10.9722284	9.63634833	2.582588418	0.167823042	0	0	0	0.43657173	3.849493983	2.536805945	7.301938429	7.377699526	4.623369223	0	0.546942483	0	0
uvig_174204	10.34155065	17.53187409	5.703672691	1.814183371	0.871268548	1.923055909	0.513236486	0.876117395	1.942715779	3.651579743	7.916916344	11.09327565	10.82002984	7.692074347	0.33786997	2.103334458	1.844722769	1.85966738
uvig_176146	3.481764847	6.412987651	17.30171786	5.155506548	1.41757483	2.578729204	1.07363324	3.224263855	1.856369392	2.293902644	0.691783718	9.877806933	3.451852576	2.610049949	2.944942218	2.639964053	3.001408202	1.440820687
uvig_176448	12.71313366	0.671936661	0.191406631	0.174792885	0.575022949	0.097629643	0.270982129	0.385482072	0.341909479	0.521077347	0	5.442752487	0.160023355	0	0.445977276	0.610793145	0.973989414	0.204558327
uvig_177481	29.64823193	17.93939592	3.20619593	6.272471223	0.395160596	0.628986654	0.174582369	0.620874645	0.991250423	0.33570818	0.050620599	29.18342957	0.206192611	0.190987861	0.430986553	0.82279006	0.078437543	0.263576624
uvig_183077	1.198465095	17.62209139	4.890270196	3.657131121	0.873538419	0.15168351	0.842029518	0	0.118047093	2.496199783	25.39145316	3.627982652	0.704429786	1.228206627	0	0.057513114	0	0
uvig_184507	0.199035963	0.257821612	0	0.02794496	0.122575495	0.156085098	0	0	0.182208917	0.208267711	17.58633447	0.028069626	0.17588784	0.236971316	0	0.266319192	0	0.327037011
uvig_194675	23.85084661	13.27869459	3.116775387	5.101233913	0.482649626	0.885018301	0.341176183	0.582402843	0.904000126	0.459238499	0.069247428	27.45468985	0.428134633	0.111970945	0.44920106	0.810956415	0.214600308	0.463583238
uvig_194720	18.74395897	0.639532962	0.345030632	0.586053642	0.269500267	0.105592634	0.036635539	0.260577028	0.277347547	0.387459952	0.350544719	0.318070672	0.827516663	0.22042998	0.180882238	0.030027792	0.329197238	0
uvig_195887	1.82769006	2.665399362	0.316358633	0.31778921	0.063360213	0	0	0.159282075	0.470925932	0.861241411	0.064932222	2.466598865	0.991830248	0.48996916	0	0	0.704295647	0.676191754
uvig_196581	0.821025217	0.467580562	0.369983699	0.87001471	0.592801804	0.754861545	0.065475116	0.931407668	0.385525888	0.692469272	0.227816105	0.084844269	3.711848375	0.179069519	0.538788551	0.321994412	0.353005213	0.395405563
uvig_197346	0.297558666	2.777026355	0	0.426132554	0.133510936	0.680040247	0	0	0.06615483	0	6.065838781	0.10191276	0.220606678	0	0	0.12892381	0	0
uvig_199299	0.906889374	7.315099711	9.552067046	0.16153639	0	0	0.062607633	0	0.105326223	0.240779119	0.471984277	0.113579919	3.124112835	0.239718036	0	0	0	0
uvig_201109	1.421569964	4.866886711	1.227602411	0.57173487	0.295036616	0.041743724	0.20276276	0.123616073	0.219286499	0.167098654	0.075589168	1.385041401	0.483227148	0.126752206	0.238359375	0.356124803	0.234253591	0.174926922
uvig_202392	2.905611699	1.805556928	0	1.320988788	0.563332539	0	0	0	0.837395861	0	0.206181856	0.663440952	0.251951828	0.311163693	0.234059147	0	0.638965099	0
uvig_204467	1.440750213	1.153699449	2.054004284	140.8900535	81.79513575	2.968408976	0.999603397	2.326864413	2.75179939	1.630922624	0.035131822	83.16679845	0.581352928	0.298237106	3.190552071	3.773793926	2.612995192	2.012208451
uvig_205716	4.986135415	7.196476815	12.57915	4.336943546	1.040832508	1.773962885	0.53766013	1.569937537	1.404382713	1.006670873	1.255372364	6.439097178	3.154161397	2.228907841	1.513594959	1.345250107	1.474809138	0.939903835
uvig_205844	7.405239192	7.238614253	12.52006609	12.56501527	0.767606669	0.977454442	0	0.578908957	0.342315029	0.521695413	0.157330301	1.634762492	0.740985881	0.519396368	1.116265659	0.444740092	0.487572346	0
uvig_207292	4.461152581	17.21137669	10.61212304	0.290730305	0.19925558	0	0.140850121	0.100182246	0.236955313	14.28700612	0.183779319	0.164265352	48.88690937	0.231128695	0.115904236	0.173168659	0.189846274	0
uvig_207325	38.56535849	27.56761337	10.18583374	4.950299989	1.341380225	0.854042905	0.3703895	0.210757089	5.171850775	14.24459823	4.081024141	28.73999537	26.59714134	16.77507192	0.24383202	0.728602602	0.532515488	0
uvig_210196	0.448675841	0.713575975	0	3.65894731	0.626314468	0.598151909	0.276706393	0.196812525	1.51290543	0.266042329	0	20.47394527	0.326807421	0.151354237	0	0.226798409	0	0
uvig_213354	1.801982033	88.06562146	9.918873135	2.420447679	0.177605371	0.050257556	0	0.099218774	0.234676469	0.335298703	0.424694384	0.271142636	0.247129331	0.076301962	0	0.114335509	0.062673495	0
uvig_216666	0.91646996	70.27641391	0.26093338	0.548055131	0.146327048	0	0.036941397	0	0.093221009	0.568283231	0.214225028	0.315939177	0.4935653	0.656707627	0.167192998	0.113544314	0.01659728	0.167317388
uvig_217100	3.092480651	2.861938576	3.367827484	1.145360934	0.907096278	0.17770425	0	0	0.103723223	3.438161859	0.715078417	4.042625681	12.45189941	1.956005894	0.10147028	0.505344552	0	0.372334499
uvig_219929	5.976860491	0.600987848	0	0.309416503	0.309536689	0.848954856	0.252468251	0.299287832	0.566310658	0.323651076	0.048802539	16.89753416	0.186362919	0.046032112	0.138502495	0.44835259	0.491532759	0.50822031
uvig_223148	0.435673611	0.140570855	0.458823212	11.49007325	0.100246884	0.127652306	0.110722948	0.378017943	0.260780373	0.596152285	0.179784633	0.17791213	0.117693605	0.072676545	0.218670886	0.326708888	0.159188326	0
uvig_225910	28.0695573	40.12859064	16.48939489	4.778065415	0.571585001	0	0.538723961	0	2.209124253	9.323314714	3.045985311	20.64606458	19.34647604	15.61771703	0	1.600645335	0	1.830017823
uvig_228107	1.316637857	4.070667686	3.989893669	2.59604946	1.4983026	0.953953757	0.595756503	0.564990398	0.334084836	3.182202654	3.109339886	1.852790305	0.703625398	0.941401787	0.435771028	0.10851183	0.237924885	0.399753967
uvig_229040	0.191393298	0.150523872	0	3.524060085	0.11927199	0	0	0	0	0	0.073338725	0	0.124470928	0.184467804	0	0.069104449	0.075759795	0
uvig_229270	0.806369711	0.113827263	0.405307789	0.555191721	0	0	0	0.306100066	0	0.275848212	0	0	0.084713251	89.37328929	0	0.176368369	0.128902762	0.433156798
uvig_229980	2.739246361	1.659391247	3.996737867	0.78962632	0.377142387	0.196018493	0.496465267	0.116094271	0.629271303	0.575413742	4.665601602	2.820085167	0.889574777	0.245519128	0.067156699	0.267564233	0.171110884	0.041070738
uvig_230359	1.310856137	0.758499918	0.411552152	0.535558003	0.927287357	1.88926164	0.327741227	1.243263952	0.82704961	0.630220633	0.063352932	4.827368311	0.354825832	0.478052061	1.438374208	1.432684667	1.177998292	0.329872662
uvig_234806	9.397674512	8.506749849	5.996850115	2.380529072	0.477967827	0.187272104	0.454820565	0.184856865	0.109307832	1.624227832	1.092689947	7.291320372	10.64750274	2.772120112	0	0.31953182	0.233536969	0
uvig_235440	3.091569243	25.38934399	9.2004598	2.191793922	0.240347655	0	0.070790565	0.20140438	0.952740428	7.350733582	6.773548131	1.59613957	26.29473181	1.54885499	0.233011554	0	0	0.427505671
uvig_239614	5.25822668	16.90742088	1.666908702	1.153478414	0.077705995	0.043977425	0.152580404	0	0.102675772	3.491461545	0.168116081	8.367402375	4.207831686	5.508306306	0.05022279	0.962964538	0.054841881	0
uvig_239813	18.98440847	14.21819357	8.797758842	3.023754175	0.648740977	1.713378759	0.976612195	1.6912814	2.285880444	3.265997446	2.240745825	15.19722233	12.01081673	7.292884623	2.236229462	1.044086238	1.373568751	1.410338939
uvig_244316	1.000318236	2.648935521	3.08888656	0.438227832	0.099424492	0	0	0	0	0.337863801	0.10189128	2.018769521	0.700368515	0.160178513	0	0	0	0.353692106
uvig_247884	0.721391346	3.006944782	4.489269989	0.799423864	1.321691201	0.755639035	0.429005805	0.949319124	0.92220554	0.183320992	3.897594636	1.395967587	0.274453008	0.312879633	0.235349887	1.17209476	1.284977457	0.57572774
uvig_252359	30.77857807	22.99536784	22.9529466	4.242520788	0.353616102	0.900574849	0.859253821	0.888960181	2.825377443	8.486698569	4.439272036	22.90654433	16.52561786	12.51906214	0.257117041	1.632637536	0.421146923	0.589664931
uvig_258701	1.280225263	0.870117833	0	3.069822289	2.109757702	4.898951488	0.87726417	2.651873849	2.49048196	1.265182563	0.190773723	0.710487833	0.453295246	0.119962577	2.346150333	3.055906989	3.153145253	1.324454065
uvig_260892	1.687862207	1.223329155	0.865009546	0.914059888	0.148494733	0.189090119	0.262420519	0	0.110368979	2.144609686	0.989163412	0.459068818	1.026659412	3.157881719	0	0.215089198	0	0.594286081
uvig_262416	0.892712323	4.990209794	1.076895384	0.491711416	0.287573717	0.183095209	0.381151116	0.361467679	0.374044451	0	18.45612689	0.790248015	2.944817068	1.667871433	0.209097105	0	0.228328188	0.383629897
uvig_266196	0.608756852	0.633271083	0.371594885	0.439601007	0.345051689	0.206767848	0.251084566	0.102050587	0.181030795	0.275894797	11.82522309	0.506634442	0.497774402	0.255059038	0	0.235197539	0.032231133	0
uvig_266663	2.598874035	0.024147578	0	0.031407907	0.03444127	0.350854405	0.060864758	0.086582363	0.204788292	0	0.105887344	0.031548022	0.107827585	0	0.100170071	0.049886922	0	0.36756352
uvig_270749	4.462878917	2.172790317	5.781279856	1.040367197	0.647046684	0	0.120364593	0	1.113706278	11.91976032	1.535600797	10.69963846	14.4645819	3.555231613	0	0.049327552	0.10815643	3.452700131
uvig_271051	2.389775785	0.047928242	0	0.062338582	0.273436876	0.348188858	0.120804701	0.171849142	0.254040567	0.116148975	0	0.046962513	0.107008386	0	0.397636195	0.495079163	0.325655699	0.182385515
uvig_271698	1.187924702	1.269331607	0.917049323	2.584134878	0.472284942	0	0.069551995	0	0.234017759	1.471173256	20.20711049	7.138073426	1.848267502	0.304351165	0	0.114014582	0	0
uvig_276225	1.020576396	1.412306497	0.109322557	0.394342557	0.426954241	0.195165274	0.251505112	0.16512706	0.325471295	0.446422683	0.4263281	20.01567447	0.285618408	0.29630357	0.318401822	0.332999491	0.243380117	0.292085484
uvig_280596	52.09741386	55.80315028	18.1701858	8.711349609	1.80488584	1.345348839	0.933542014	1.327997943	3.337352107	17.50249758	8.481396522	40.08161697	44.3784846	30.76566502	1.344355105	2.518665697	1.048570114	2.701388003
uvig_280979	1.447027162	2.348175387	4.792719119	2.055155411	0.438208079	0.159430027	0.331887072	0.157373866	0.279170527	0	0.096231496	1.218524434	1.404592226	1.028711014	0	0.362701943	0.099408306	0.334045469
uvig_282601	1.009147102	22.30508308	3.767996796	5.193671167	0.28299498	0	0.083351654	0.296427004	0	0.160278683	2.634314492	1.998168859	1.230543443	15.22776187	0.617303608	0	0	0
uvig_287346	12.10384948	7.685975619	18.35370816	12.4217168	1.500801126	2.326543235	0.403599014	2.952691618	1.939953315	2.328267593	0.401227045	10.69895374	5.600936879	3.15375131	2.467160957	1.89030924	2.072362102	1.218671348
uvig_293756	1.414455932	3.621826623	0.937915286	0.699479862	0.195672287	0.039866406	0.09682201	0	0.430483993	1.994797697	0.176463801	1.659714067	5.582867119	1.452622172	0.045527953	0.045347866	0.22371863	0.417650068
uvig_296212	1.654844015	95.41530515	10.40334534	1.69540079	0.271334232	0.102373746	0	0.151580156	0.328646852	0.136599497	0.504638687	0.165693815	0.199261725	0.13599752	0.116912147	0.189230757	0	0
uvig_296393	4.139369224	6.514124773	4.03853706	0.567757806	0.085140737	0.379457583	0.54542138	0	0.664450575	7.12462366	0.458078963	4.615942292	12.66140006	5.287771344	0	0.246646497	0	0.738267953
uvig_297218	1.992158228	1.663582284	3.21773741	1.21544716	0.058586136	0	0.414134666	0	0.696708025	2.488588845	3.602381814	2.334409697	2.87357259	6.795763059	0	0	0	0
uvig_300460	0.823984933	2.197240957	4.37458376	0.860435236	0.471767874	0.085819921	0.476405817	0	0.100183522	0.68706822	19.09717361	0.910574138	1.564911562	0	0	0	0	0
uvig_303877	31.31316946	0.483510736	0	0.805759471	0.732724395	2.195379003	0.533183266	0.650119593	0.512563514	0.952035997	0.022085405	0.444157725	0.652212612	0.166653274	0.376072697	0.81160111	0.958208679	0.919972756
uvig_306625	0.812810351	0.773408495	0.043712641	314.4357406	0.183849849	0	0	0.13205216	0.117125771	0.357004354	0.080747694	0.174419972	0.095931833	0.253879343	0.07638781	0.228256965	0.041706675	0
uvig_308234	17.39466694	6.973289985	0.327788523	2.963437079	0.196948165	0	0.116015876	0.165036862	0.390352214	0	0	17.51417098	0.23978841	0	0	0.237726854	0	0.350311124
uvig_309497	2.819078868	1.138112904	4.298115755	1.076584364	0	0	0.325983041	0.370978318	0.658090285	1.50441547	0	5.085898975	30.43474002	6.561727835	0	0.427499685	0.117167885	0
uvig_309747	6.965074777	0.601481522	0.039661322	0.423759863	0.524261614	0.667583886	0.379013456	1.138227975	1.062704711	0.647833869	0.07326394	19.32888992	0.149212804	0.046069925	1.108930126	0.586788848	1.059555586	0.508637781
uvig_318656	6.609552528	12.79980188	5.174635561	6.979180283	1.434980041	2.03030431	0.563533953	1.202471747	1.777585858	1.354539403	0.081699047	0.894545452	2.870264445	1.155917245	1.854907097	1.50115058	0.253188331	0
uvig_322655	0.397430602	0.98389084	0.293988797	0.214776885	0.186453299	0.724773405	0.069368644	0.345378088	0.218813292	0.466866582	16.89543543	0.310119113	0.358437942	0.07588721	0.285414012	0.397999065	0.093499235	0.104729664
uvig_322900	1.753986186	14.30849332	2.735945084	3.24496415	0.400942148	0	0.212563997	0	0	3.814942773	14.89475491	3.176806688	1.715517017	0.193782184	0.058305636	0	0.19100437	0
uvig_327352	4.787964355	12.52441703	6.385670151	10.29205231	1.170959333	2.157300542	1.629042517	0.87684386	0.814765455	16.84788208	7.225601855	3.046619294	1.534000237	2.360109531	1.159371866	0.505218844	0.31650041	0
uvig_328398	27.19112811	30.38004181	13.58303112	13.43421561	0.899117052	0.880705417	0.427787083	0.695477603	3.598378958	14.92433163	5.10327552	23.15545032	25.40650969	27.21005502	1.609243225	2.153867051	1.537592503	0.553588917
uvig_331758	5.642466434	0.694447331	0.295883088	0.330031193	0.279365634	0.129359424	0.044881466	0	0.28314411	0.863035339	1.978051187	0.319871806	0.278290932	1.644815642	0	0.147145789	0	0.067760023
