phage_id	H-10	H-118	H-119	H-120	H-124	H-147	H-161	H-169	H-193	H-314	OMC-124	OMC-125	OMC-126	OMC-288	OMC-446	OMC-55	OMC-64	OMC-87
uvig_77482	1.270247176	0.246514071	0.243294067	0.508321061	0.928450393	0.740348311	1.35013741	0.666934541	4.038067356	0.634096841	0	0.269421869	0.219250858	6.417428699	1.466499445	2.069323092	0.934136211	0
uvig_78016	1.314768867	3.54026588	6.289240296	3.867110809	0.800826861	0.574722932	0.889292233	1.035465523	1.238400034	0.32816085	0.200566853	7.03636165	1.889238196	1.198146708	0.758949852	0.377973899	1.450316006	1.392443255
uvig_83342	2.390023225	5.953319084	1.445714477	5.579449373	2.493328807	3.19122796	2.872053868	1.642732693	5.310780376	3.253853851	0.464031242	9.172114514	2.416673786	2.926264142	2.633858261	3.504166204	2.793925253	1.725833098
uvig_86209	0.110809997	0.205638235	0.353375521	0.179590696	0.242980077	0.352906937	0.289094451	0.26181012	0.117420253	0.248919437	0.067615877	0.400390623	0.258205671	0.063777454	0.095947546	0.286704067	0.471474161	0.352069411
uvig_88310	0.59982097	1.427427768	3.80500518	0.777707918	0.745317008	1.213606041	1.07803196	0	0.741536444	1.077932328	0.219605208	0.572504315	0.204993409	0.483323501	1.869730762	0.827704433	0.453709706	1.52461778
uvig_88880	0.35711823	6.023050529	0.430919204	1.168287277	0.348033639	0.423717787	0.465846499	0.281253704	0.346886601	0.445676136	0.254231026	22.63436756	0.286627619	0.411083692	0.824585475	0.76999106	0.956700783	0.189108094
uvig_92124	1.216651787	10.50702548	8.202613373	4.722673247	0.098808488	0.253253886	0.450650577	0.638794651	2.411337379	0	0	4.681840195	9.114001411	6.06885308	0	0.466355856	0.511269893	0
uvig_92258	4.73067346	15.16252258	20.26597566	10.55401504	2.873453274	3.774760286	3.028348847	1.034919814	2.212473434	2.623903226	0.334101919	1.546885114	18.49457012	3.353042738	2.654924554	3.909968151	3.147597899	1.530880355
uvig_93945	0.291592017	7.461209587	0.160846419	0.294053285	0	0.131104984	0.101432044	4.960387585	0.144193763	0	0.284685504	0.222650019	0.543566206	0.268524455	0	0	0	0
uvig_98139	0.053354666	0.139784705	2.244130067	0.595698461	0.038998048	0	0	0	2.751490869	0	0.358125161	2.342541863	0.480724189	0.122834576	0	0	0	0
uvig_98366	0.18845773	0.108006343	0.129945049	0.169686128	0	0	0.034143833	0	0.058245828	0	0	0.070665222	0.076849109	0.081351104	0.040795184	0	0	0
uvig_99078	1.590324652	1.257923493	8.79043963	0.798118278	1.333903654	1.152657522	1.405682385	0.246390202	0.884036101	1.249379974	0.270442298	13.38026303	0.372597002	0.120042263	1.26415088	1.124241505	0.887411179	0.497000191
uvig_99689	0.165580321	0.492551028	17.91765752	0.819981009	0.25718055	0.201629655	0.671978006	0	2.86581144	0.185976723	13.19789792	2.669739888	18.80276294	0.262077445	0.143371771	0.285609317	0.117418472	0.263043802
uvig_105790	0.241321653	0.79030285	2.350339112	1.325435229	0.132290306	0.31646571	0.559634629	10.26304615	2.962060405	0.090349324	0.147253637	2.270410892	0.618551419	0.277788664	0	0	0.3422583	0.191683905
uvig_106252	0.119436879	1.069124546	3.582395106	1.742151198	1.418607583	0	0.363534847	0.282192802	4.788253318	0.089432847	1.020319583	5.048463486	12.91347892	1.512339719	0	0	0.564644222	1.328176643
uvig_106649	0.032383816	0.183826183	10.3105233	0.769775942	0.023670013	0.012133619	0.33794718	0.076513049	1.973149237	0.048497196	17.29043092	2.035579314	0.186133833	0.074554909	0	0.055858809	0.183715463	0.102890996
uvig_108334	0.363394473	0.535535283	8.112110821	0.627129588	0.166007917	0.260967985	0.267741205	0.143098326	0.22997379	0.181403503	2.494598063	0.276650178	1.655904581	0.06971806	0.314653992	0.443996602	0.085898339	0.288647417
uvig_110632	0.814377728	1.343549966	3.30080998	1.749623238	0.724647084	0.774770764	0.535780443	5.487940283	3.769503152	0.805991099	1.045714558	3.203786073	1.122079923	0.440189861	0.564119098	0.635177405	0.562436856	0.269996816
uvig_111515	0.318301031	4.227519871	0.585265006	0.076425654	0	0	0.123025485	3.509557094	63.91625568	0	1.877519815	1.38882365	0.065928372	0.244267121	0.183739155	0.183012368	0	0
uvig_113131	0.727568628	2.981442493	35.90812846	11.7514523	0.081814649	0.04193947	4.510178295	2.115719461	3.064115429	0	41.28826695	14.46865048	1.999650155	1.675028451	0	0.096537103	0	0
uvig_120986	0.138577705	1.058930375	3.081547474	0.199639158	0.05064468	0.674992645	0.04017091	0.654833434	0.832118344	0	0	3.760153028	0.430545379	1.754705657	0.239981789	0.119516266	0.1310267	0
uvig_121436	0.577274994	0.630171486	0.796083315	1.289041235	0.432491003	0.432588596	1.154649412	0.272784838	3.945540686	0.17290253	0.052837681	1.621470479	13.29901481	4.05350589	0.249923836	0.273828779	0.109163934	1.100483017
uvig_124379	0.572840964	17.48653315	4.111427619	2.982159592	0.152255097	0	0.784988018	0.246081442	4.506613126	0	25.26261196	2.371629964	2.281319239	2.397836688	0	0.134739922	0	0
uvig_125485	6.390646363	3.333903586	0.231919339	83.51314503	0.590028368	0	0	0	0.047521921	0	0	0.07337874	0.083600089	30.19979642	0	0.232067768	0	0
uvig_126335	14.45285134	22.89301849	4.203138208	122.8203342	2.227759789	0	6.526644918	1.858376366	1.371753597	0	0.479949926	0.509423385	0.290191959	174.6871914	0	2.416655332	0	2.186671726
uvig_130390	0.342253922	5.753672757	0.86529789	2.300952119	0.687941634	0.854908234	0.942519495	0	0.987270306	1.19595221	0	30.55116268	1.73679607	0.525297578	1.185395716	0.59035342	0.431472985	0.543710584
uvig_137671	0.406805809	600.6837866	0.239593783	0.201456934	0.253980417	0.298494331	0.275158057	10.57273427	6.831315756	0.152305561	1.510074941	0.41139119	0.25278	0.234139873	0.645778391	0.336230723	0.384639237	0.538549036
uvig_139142	1.025276017	6.797809806	0.111623139	1.350717037	0.69023299	0.950270792	1.016760947	0.254990899	0.571809365	0.969743886	0	30.85849236	0.217949621	0.124232556	0.654139179	1.256564008	1.12247407	0.685798511
uvig_140214	0.308071314	1.143421045	11.89556485	2.618518458	0.225175807	0.138514371	0.553683082	0	5.549632805	0	2.669373512	4.654254227	9.418287172	2.695150871	0	0.053139188	0.116513887	0.195762997
uvig_142442	0.275223887	110.6297986	3.110150577	1.71814807	0.201166931	0.378111495	1.165702345	4.76864548	3.856156421	0.38927019	1.082284277	3.394119274	1.467904045	0.58082565	0.476618668	0.290114847	0.28914125	0.388644884
uvig_146874	0.184858911	2.878981719	2.166881152	2.929445629	0.090078179	0.184701936	0.339383746	0.582353396	0.457068447	0.184560066	0.225600536	6.923176875	2.220765455	0.993036928	0	0.106287645	0	0
uvig_149330	0.364723355	1.420044975	0.293397321	0.810039921	0.577598613	0.728827292	2.185004375	0.861729697	1.288268492	1.092401218	0.148368619	0.547035284	0.642120905	0.139946018	0.631609273	0.73396274	0.919599538	0
uvig_154730	0.099509703	0.293295364	2.384328118	0.645104856	0.036366868	0.037284451	0.59134046	0	1.79257947	0	15.42300106	0.027136542	0.370998578	0.114546984	0	0.08582209	0.470437436	0
uvig_160196	0.812967938	4.843003063	0.509076594	1.463982204	0.66697644	0.870297426	0.682942256	0.156799551	0.421941892	0.596316994	0.091114939	16.52331501	0.371137983	0.190983376	1.034343436	1.230578841	0.658859886	0.421712694
uvig_165405	0.608456876	3.066438965	1.188702716	0.693944166	0	0.113988787	0.940690664	8.146385467	0.358196522	0	7.332746044	1.43804002	0.551368778	1.98447532	0.175615756	0.087460551	0	0
uvig_166606	0.467092752	3.848748625	0.512924685	1.059206558	0.423598718	0.382431539	0.381128354	0.326991781	0.3360817	0.25907647	0.073893654	15.33245862	0.408487268	0.318623332	0.089876374	0.566965477	0.572497833	0.329791884
uvig_168075	1.609138197	4.259720362	1.188782349	1.272924964	1.197155704	1.722612622	1.807521007	3.530336857	1.918270873	1.979482903	0.19287136	21.88594627	0.96417228	1.223841762	0.995222616	2.304739897	1.249768538	0.821669517
uvig_168533	2.273301829	3.128598106	1.693441621	1.739836393	0.207700518	0.79092398	2.553566137	0	0.774293557	0.486348597	0.074312192	1.173448449	2.459400484	10.56077381	0.421798711	0.770238831	1.99590036	0.128978827
uvig_170240	0.704637081	4.246005718	5.247289557	2.766205034	0.128758518	0.052802905	0.735336794	0	2.165347276	0	2.536805945	7.301938429	7.377699526	4.623369223	0	0.546942483	0	0
uvig_174204	1.75592992	16.25044321	16.81591344	15.07246699	1.283446131	0.877219427	1.55530535	1.843877848	3.170044163	0.730454695	7.916916344	11.09327565	10.82002984	7.692074347	0.33786997	2.103334458	1.844722769	1.85966738
uvig_176146	1.700559587	6.608727653	2.872788933	5.00183152	2.568814566	2.952213249	1.692490059	1.607160801	2.783096152	1.528029402	0.691783718	9.877806933	3.451852576	2.610049949	2.944942218	2.639964053	3.001408202	1.440820687
uvig_176448	0.450677478	0.716875915	0.177571632	0.255066179	0.376468175	0.603073367	0.223958404	0.304232283	0.272892671	0.192835246	0	5.442752487	0.160023355	0	0.445977276	0.610793145	0.973989414	0.204558327
uvig_177481	0.497747162	6.873458587	0.214503602	1.717978647	0.197065849	0.248662247	0.336669582	0.784016168	0.27837098	0.248471249	0.050620599	29.18342957	0.206192611	0.190987861	0.430986553	0.82279006	0.078437543	0.263576624
uvig_183077	0.500143339	0.575090667	4.942964264	0.408295433	0.024371019	0.024985932	3.295914307	0.157558092	0.836188884	0	25.39145316	3.627982652	0.704429786	1.228206627	0	0.057513114	0	0
uvig_184507	0.102931323	0.146071978	2.44856948	1.334573302	0	0	0.089513206	0	0.309036156	0	17.58633447	0.028069626	0.17588784	0.236971316	0	0.266319192	0	0.327037011
uvig_194675	0.58363102	5.886187791	0.475084188	1.74581986	0.438437867	0.510243496	0.281971633	0.229823589	0.263412578	0.291343758	0.069247428	27.45468985	0.428134633	0.111970945	0.44920106	0.810956415	0.214600308	0.463583238
uvig_194720	0.104450614	0.604314299	0.696199203	0.520391526	0.038172576	0.143497638	0.277549686	0	0.28285274	0.052140879	0.350544719	0.318070672	0.827516663	0.22042998	0.180882238	0.030027792	0.329197238	0
uvig_195887	0.10641198	14.35770412	0.403551528	0.996451692	0	0.239223644	0.277620376	0	0.33827963	0	0.064932222	2.466598865	0.991830248	0.48996916	0	0	0.704295647	0.676191754
uvig_196581	0.684472675	0.217364898	0.729387191	0.392187596	0.432073371	0.606176511	0.450943095	0	0.40660992	0.372745173	0.227816105	0.084844269	3.711848375	0.179069519	0.538788551	0.321994412	0.353005213	0.395405563
uvig_197346	0.07474282	0.13054657	4.135807373	0.161515091	0.0546311	0	0.086665805	0	0.171603306	0	6.065838781	0.10191276	0.220606678	0	0	0.12892381	0	0
uvig_199299	0.059499654	0.389710127	10.18472895	0.653591887	0	0.022293423	0.086238808	0	0.136606261	0	0.471984277	0.113579919	3.124112835	0.239718036	0	0	0	0
uvig_201109	0.055056336	31.16548904	0.341661147	5.581848941	0.100604586	0.206285941	0.327174516	0.130081277	0.213915769	0.206127492	0.075589168	1.385041401	0.483227148	0.126752206	0.238359375	0.356124803	0.234253591	0.174926922
uvig_202392	0.135157669	0.663940576	1.164921036	0.462441365	0.049394792	0	0.137128284	0	0.477401199	0.607226275	0.206181856	0.663440952	0.251951828	0.311163693	0.234059147	0	0.638965099	0
uvig_204467	2.763580834	1182.508402	1.022242537	0.984956203	2.630155455	2.416079846	2.420010439	1.36031166	1.657415342	2.84533549	0.035131822	83.16679845	0.581352928	0.298237106	3.190552071	3.773793926	2.612995192	2.012208451
uvig_205716	1.694267332	7.870715321	4.951062739	4.407021402	1.253118215	1.49633959	1.42662812	1.207264623	2.346287097	1.530430424	1.255372364	6.439097178	3.154161397	2.228907841	1.513594959	1.345250107	1.474809138	0.939903835
uvig_205844	0.257835452	0.39404577	2.37783767	0.696460147	0.80094377	0.386424762	0.822154843	0.609186286	0.751344984	0.965319872	0.157330301	1.634762492	0.740985881	0.519396368	1.116265659	0.444740092	0.487572346	0
uvig_207292	0.468503052	0.613719148	18.51719544	0.313364729	0.34243874	0.100308261	2.88110536	0.316265534	0.118202646	0.100231214	0.183779319	0.164265352	48.88690937	0.231128695	0.115904236	0.173168659	0.189846274	0
uvig_207325	3.731227136	37.74941089	31.35841593	25.96379369	0.566029373	0.26377774	4.918256365	1.996018442	8.330353591	0	4.081024141	28.73999537	26.59714134	16.77507192	0.24383202	0.728602602	0.532515488	0
uvig_210196	0.131485043	0.717665982	0.31731469	0.662974409	0	0	0.114344666	0	0.139328647	0	0	20.47394527	0.326807421	0.151354237	0	0.226798409	0	0
uvig_213354	0.265141354	49.13186565	0.491328236	0.15517552	0.024224674	0.17385126	0.028822194	6.421090947	2.31790421	0	0.424694384	0.271142636	0.247129331	0.076301962	0	0.114335509	0.062673495	0
uvig_216666	0.017553773	0.352585378	1.301142062	0.338233507	0.006415211	0.023019763	0.071238835	31.810707	0.279013872	0.052576185	0.214225028	0.315939177	0.4935653	0.656707627	0.167192998	0.113544314	0.01659728	0.167317388
uvig_217100	0.234376425	8.008188094	9.635807105	4.811507375	0.128482996	0.043908263	0.220808399	0	1.034824611	0	0.715078417	4.042625681	12.45189941	1.956005894	0.10147028	0.505344552	0	0.372334499
uvig_219929	0.519859553	0.646071219	0.317092739	0.187231279	0.643036794	0.659261446	0.591195548	0.755857888	0.395497297	0.71864189	0.048802539	16.89753416	0.186362919	0.046032112	0.138502495	0.44835259	0.491532759	0.50822031
uvig_223148	0.294633976	0.840837125	0.522399884	0.121273845	0.16920685	0.205017278	0.323332204	0	0.356811497	0.409719608	0.179784633	0.17791213	0.117693605	0.072676545	0.218670886	0.326708888	0.159188326	0
uvig_225910	3.199878331	24.144221	31.2422641	28.3274655	0.771823276	0.287744501	5.417072088	0	10.48876253	0.191682323	3.045985311	20.64606458	19.34647604	15.61771703	0	1.600645335	0	1.830017823
uvig_228107	0.880727331	0.892756032	7.764477749	1.948517294	0.459815815	0.377134051	3.628982025	1.189079553	3.688623574	0.188422187	3.109339886	1.852790305	0.703625398	0.941401787	0.435771028	0.10851183	0.237924885	0.399753967
uvig_229040	0.080125795	0.034987132	0.1104964	0.288579003	0	0	0.069680605	0	36.19809449	0	0.073338725	0	0.124470928	0.184467804	0	0.069104449	0.075759795	0
uvig_229270	11.79266315	35.13725057	0.094002968	30.00056068	0.946650911	0	0.829914558	0	0.120386727	0.408332914	0	0	0.084713251	89.37328929	0	0.176368369	0.128902762	0.433156798
uvig_229980	0.193898487	1.014584106	4.933402701	0.488837862	0.108655438	0.121083648	0.215461316	2.168447921	4.32390309	0.058075509	4.665601602	2.820085167	0.889574777	0.245519128	0.067156699	0.267564233	0.171110884	0.041070738
uvig_230359	0.93441432	0.52135172	0.536913124	0.261750422	1.252135666	1.050323459	0.993182865	0	0.770121206	1.243871649	0.063352932	4.827368311	0.354825832	0.478052061	1.438374208	1.432684667	1.177998292	0.329872662
uvig_234806	0.185246693	3.53212853	5.343412661	3.246941319	0.090267138	0	1.00238726	0	3.707839626	0	1.092689947	7.291320372	10.64750274	2.772120112	0	0.31953182	0.233536969	0
uvig_235440	0.269105471	2.967016106	16.90852987	1.526495262	0.196694852	0	5.148547991	0	1.306977276	0	6.773548131	1.59613957	26.29473181	1.54885499	0.233011554	0	0	0.427505671
uvig_239614	0.551022727	5.616238325	2.404621778	13.25992266	0.037095773	0.076063495	0.248002597	0.137041907	1.009008796	0	0.168116081	8.367402375	4.207831686	5.508306306	0.05022279	0.962964538	0.054841881	0
uvig_239813	4.681008739	15.84080138	12.93838876	14.49002038	1.5632477	1.844606007	2.620280492	1.144116357	4.019512488	1.087783768	2.240745825	15.19722233	12.01081673	7.292884623	2.236229462	1.044086238	1.373568751	1.410338939
uvig_244316	0.055660361	43.50458673	0.402977782	8.439573377	0	0.031282367	0.363033617	0	0.304733733	0	0.10189128	2.018769521	0.700368515	0.160178513	0	0	0	0.353692106
uvig_247884	0.453010028	1.038491899	1.616456232	1.297081662	0.430448931	0.780778727	0.604065384	1.284388911	0.816057579	0.474891572	3.897594636	1.395967587	0.274453008	0.312879633	0.235349887	1.17209476	1.284977457	0.57572774
uvig_252359	3.637575554	19.13321415	26.25905472	21.54980574	1.234433814	0.945708266	5.003307581	0.526192536	8.587565411	0.555871686	4.439272036	22.90654433	16.52561786	12.51906214	0.257117041	1.632637536	0.421146923	0.589664931
uvig_258701	2.084287175	0.546065578	1.006007867	0.675604356	2.247087804	3.12377592	2.749079222	1.969813155	1.361984283	2.497101235	0.190773723	0.710487833	0.453295246	0.119962577	2.346150333	3.055906989	3.153145253	1.324454065
uvig_260892	0.124696697	0.38114391	2.514934054	0.224552208	0	0	1.265147895	0	1.960007679	0.186742667	0.989163412	0.459068818	1.026659412	3.157881719	0	0.215089198	0	0.594286081
uvig_262416	0.603716577	1.133541828	7.555366055	3.326725037	0.132380745	0.31668206	0.647519911	0	1.215488257	0	18.45612689	0.790248015	2.944817068	1.667871433	0.209097105	0	0.228328188	0.383629897
uvig_266196	0.238620182	0.141406291	7.603773969	0.23326797	0.024916073	0.038317107	0.217395283	0.161081852	0.644177759	0	11.82522309	0.506634442	0.497774402	0.255059038	0	0.235197539	0.032231133	0
uvig_266663	0.173529898	0.088400983	0.039884012	0.062498082	0.147976097	0.151709726	0.083838088	0	0.040862588	0.086624684	0.105887344	0.031548022	0.107827585	0	0.100170071	0.049886922	0	0.36756352
uvig_270749	0.114389433	1.473478886	1.064793659	3.007468882	0.062707233	0	0.348171733	0.270267232	1.575771805	0	1.535600797	10.69963846	14.4645819	3.555231613	0	0.049327552	0.10815643	3.452700131
uvig_271051	0.459230771	0.037598303	0.098952503	0.020674422	0.398597954	0.591474482	0.515847096	0.271255452	0.18248464	1.031598843	0	0.046962513	0.107008386	0	0.397636195	0.495079163	0.325655699	0.182385515
uvig_271698	0.793191397	0.505092351	17.25076717	2.309196331	0	0.34672656	1.494547266	0	8.148262049	0	20.20711049	7.138073426	1.848267502	0.304351165	0	0.114014582	0	0
uvig_276225	0.239019852	0.509800598	0.450054133	0.192035267	0.228459914	0.220446356	0.303797209	0.347526634	0.565005512	0.137673144	0.4263281	20.01567447	0.285618408	0.29630357	0.318401822	0.332999491	0.243380117	0.292085484
uvig_280596	7.910857386	66.43063168	43.43353255	45.05391253	2.49932067	1.440474075	11.41241858	1.746816412	20.66966834	0.830404411	8.481396522	40.08161697	44.3784846	30.76566502	1.344355105	2.518665697	1.048570114	2.701388003
uvig_280979	0.315411476	0.688626116	1.214274369	1.135977857	0.038423481	0.07878591	0.274294468	0	0.575613201	0	0.096231496	1.218524434	1.404592226	1.028711014	0	0.362701943	0.099408306	0.334045469
uvig_282601	0.514890329	1.305732843	0.983149728	2.653241011	0.086848656	0.059359974	1.239976459	0	0.797423535	0	2.634314492	1.998168859	1.230543443	15.22776187	0.617303608	0	0	0
uvig_287346	2.410970454	8.422051047	4.892769548	6.690079602	1.501899752	2.0735901	1.763114402	1.553559689	2.883820943	2.954134869	0.401227045	10.69895374	5.600936879	3.15375131	2.467160957	1.89030924	2.072362102	1.218671348
uvig_293756	0.065725396	2.714940667	1.536309411	3.366085817	0.07686412	0.182233098	0.221008768	0.496924806	1.221129625	0.37402912	0.176463801	1.659714067	5.582867119	1.452622172	0.045527953	0.045347866	0.22371863	0.417650068
uvig_296212	0.20253308	169.3707986	0.098918934	0.170202184	0.037008923	0.050590274	0.097850493	7.975395013	5.383259089	0.151654247	0.504638687	0.165693815	0.199261725	0.13599752	0.116912147	0.189230757	0	0
uvig_296393	0.071495928	1.01461356	3.037973771	2.684415551	0.293950566	0.053576412	0.300516009	0.506769009	4.356254237	0	0.458078963	4.615942292	12.66140006	5.287771344	0	0.246646497	0	0.738267953
uvig_297218	0.09839403	0.687424058	3.205651773	2.834987266	0.143836535	0	0.584710528	0.464949978	0.868863533	0	3.602381814	2.334409697	2.87357259	6.795763059	0	0	0	0
uvig_300460	0.113188999	0.271833454	8.975276578	0.529956163	0.103415277	0	1.296043618	0	4.677705679	0	19.09717361	0.910574138	1.564911562	0	0	0	0	0
uvig_303877	0.144775683	0.537341696	0.524083764	0.378029771	0.661372458	1.044212002	0.818367805	0.684121286	0.281255564	0.216812455	0.022085405	0.444157725	0.652212612	0.166653274	0.376072697	0.81160111	0.958208679	0.919972756
uvig_306625	0.132330633	0.741542178	0.334562761	0.317732401	0.048361622	0.165272828	0.242946719	0.208437865	0.04674156	0.132116706	0.080747694	0.174419972	0.095931833	0.253879343	0.07638781	0.228256965	0.041706675	0
uvig_308234	0.330769788	3.430247389	0.152047875	0.73463004	0.120883299	0.289177797	0.2237283	0	0.27261229	0.165117531	0	17.51417098	0.23978841	0	0	0.237726854	0	0.350311124
uvig_309497	0.123920214	15.40784427	27.10750614	9.14931099	0.22643973	0	0.215531974	1.171142201	0.26262509	0	0	5.085898975	30.43474002	6.561727835	0	0.427499685	0.117167885	0
uvig_309747	1.000551124	0.493689308	0.317353211	0.172970841	1.067732854	1.349597019	0.823713013	0.378239389	0.55132374	1.198720349	0.07326394	19.32888992	0.149212804	0.046069925	1.108930126	0.586788848	1.059555586	0.508637781
uvig_318656	1.740566435	3.727034691	2.677262965	3.037946886	1.370079455	1.454814346	5.860605681	0.632680914	1.111368096	1.203059505	0.081699047	0.894545452	2.870264445	1.155917245	1.854907097	1.50115058	0.253188331	0
uvig_322655	0.164812583	0.151128251	0.551160246	0.480803655	0.16865098	0.271709841	0.286655263	0.311521367	0.820828241	0.197455375	16.89543543	0.310119113	0.358437942	0.07588721	0.285414012	0.397999065	0.093499235	0.104729664
uvig_322900	0.269349145	2.440448773	4.190333612	1.540003508	0.073827359	0.02523004	1.991012945	0.636389619	0.594618517	0	14.89475491	3.176806688	1.715517017	0.193782184	0.058305636	0	0.19100437	0
uvig_327352	1.63185835	1.498192772	23.18192586	5.274463248	0.336419377	0.721170591	1.225060472	4.349887383	4.892024867	0.501298545	7.225601855	3.046619294	1.534000237	2.360109531	1.159371866	0.505218844	0.31650041	0
uvig_328398	7.608307881	43.64491454	31.1960797	23.09288706	1.549459088	1.109811663	6.077742378	2.744443312	9.23149647	0.347908773	5.10327552	23.15545032	25.40650969	27.21005502	1.609243225	2.153867051	1.537592503	0.553588917
uvig_331758	0.042653453	0.335245295	0.985246226	0.192024473	0.062352612	0.015981462	0.160736996	0.201554117	0.572506735	0.063876748	1.978051187	0.319871806	0.278290932	1.644815642	0	0.147145789	0	0.067760023
