phage_id	H-10	H-118	H-119	H-120	H-124	H-147	H-161	H-169	H-193	H-314	O-121	O-122	O-123	O-152	O-39	O-418	O-420	O-434	O-445	O-90	OMC-124	OMC-125	OMC-126	OMC-288	OMC-446	OMC-55	OMC-64	OMC-87
uvig_99078	61	221	978	83	140	118	186	2	96	32	753	244	20	679	38	40	26	40	24	26	17	1882	46	4	28	50	36	6
uvig_99689	4	91	2190	106	18	8	94	0	378	2	277	309	20	98	35	2	8	4	14	33	1045	467	1751	9	4	14	6	2
uvig_105790	4	60	113	61	6	14	32	36	139	1	158	160	1	456	12	11	10	2	2	4	4	138	33	4	0	0	6	1
uvig_106252	2	82	174	81	65	0	21	1	227	1	305	167	10	24	8	0	4	0	4	47	28	310	696	22	0	0	10	7
uvig_106649	2	49	1811	134	6	2	67	1	345	2	151	79	8	100	20	4	2	0	16	34	1596	461	28	4	0	6	12	0
uvig_106878	4	78	28	44	2	6	16	0	18	2	1816	58	0	30	14	2	2	8	4	12	2	18	28	0	4	0	8	0
uvig_106895	18	108	40	30	60	66	70	4	42	10	1527	46	3	36	16	16	8	12	18	6	10	1091	18	2	8	18	36	8
uvig_106907	8	43	828	147	12	26	269	0	537	6	107	407	20	109	10	2	4	10	11	12	1400	274	738	16	10	10	10	6
uvig_107420	62	931	78	341	118	159	213	8	78	36	158	325	23	320	62	34	40	42	66	16	15	115	21	0	38	59	40	18
uvig_108334	24	160	1487	111	30	46	57	2	41	8	195	1723	5	58	40	13	10	8	24	12	272	65	261	4	12	34	6	6
uvig_110632	103	618	889	645	260	268	241	120	1080	76	1039	250	171	266	201	94	78	70	126	42	156	1275	367	44	44	90	64	10
uvig_111515	8	356	30	2	0	0	8	12	3382	0	16	291	0	302	0	0	18	0	4	392	46	95	4	6	2	4	0	0
uvig_112338	14	850	296	1171	9	4	29	4	61	0	444	825	27	143	22	4	14	0	21	49	18	623	556	119	3	42	4	5
uvig_113131	13	242	1845	583	6	2	277	8	153	0	345	1496	68	359	11	21	10	0	2	36	1191	948	113	26	0	0	0	0
uvig_120986	2	70	129	8	2	26	2	2	34	0	87	62	8	28	0	0	2	0	4	4	0	199	20	22	2	2	2	0
uvig_121436	20	100	78	122	41	40	134	2	386	4	863	175	171	266	38	3	22	13	21	292	3	206	1483	120	5	11	4	12
uvig_124379	11	1478	229	159	8	0	52	1	245	0	117	100	18	53	8	27	4	6	2	18	795	167	141	40	0	3	0	0
uvig_125485	95	227	10	3445	24	0	0	0	2	0	27	2	0	4	2	0	0	2	2	2	0	4	4	390	0	4	0	0
uvig_126335	275	1689	215	6237	61	0	348	0	62	0	782	36	75	83	22	0	1	2	3	31	16	30	27	2223	0	57	0	2
uvig_129987	22	10	39	8	20	32	50	0	28	8	580	13	0	18	6	0	4	6	6	0	2	28	16	8	4	13	14	4
uvig_130390	6	395	44	105	29	40	57	0	49	14	1698	437	24	250	26	14	4	12	14	10	0	1667	98	8	12	12	6	3
uvig_130847	1	166	2	27	6	6	10	0	6	2	602	127	5	99	0	2	0	0	4	0	0	741	4	0	0	6	0	0
uvig_137035	2	34	444	61	2	2	79	0	51	2	37	70	6	50	8	4	4	2	4	14	519	20	33	0	2	2	2	4
uvig_137671	24	134678	29	27	39	41	52	91	870	7	337	3504	487	735	34	10	6	8	12	8	107	74	38	8	21	19	22	10
uvig_139142	38	1116	10	133	70	96	128	4	62	24	4492	1162	46	584	44	26	12	18	54	8	0	3941	20	4	14	48	42	8
uvig_140214	5	85	560	116	10	6	31	0	255	0	704	415	7	138	0	0	9	2	4	40	71	277	493	38	0	1	2	1
uvig_142442	18	26436	589	312	34	58	259	55	574	14	1812	3097	792	1009	11	10	2	18	14	18	120	812	307	33	19	22	20	8
uvig_144402	2	13	105	61	2	0	11	0	90	0	58	32	11	37	0	8	2	0	6	6	2368	81	70	0	0	0	0	0
uvig_146874	9	189	102	128	0	2	17	2	23	0	268	103	13	80	4	2	0	0	4	13	6	316	116	14	0	2	2	0
uvig_149330	6	107	14	37	26	32	124	3	60	12	204	44	0	251	48	8	13	8	20	12	4	33	34	2	6	14	16	0
uvig_152276	2	96	24	166	12	8	24	2	6	4	150	42	225	55	10	0	8	0	2	0	4	26	56	0	2	4	10	4
uvig_152685	174	212478	49	93	352	360	394	14	176	70	181	52	14	24957	6585	82	43	122	146	32	0	12149	55	8	106	196	146	32
uvig_154730	2	19	101	36	2	0	43	0	102	0	23	14	3	20	2	0	3	0	0	6	521	0	25	2	0	4	10	0
uvig_160196	46	1167	89	207	106	130	134	2	64	18	3549	1052	69	583	62	38	18	36	64	14	9	3108	68	10	30	75	40	8
uvig_161124	2	75	141	62	2	0	34	0	93	0	72	75	3	90	6	2	2	2	2	4	144	47	166	27	0	0	2	0
uvig_165405	8	241	39	24	0	4	43	18	15	0	18	106	12	2363	8	0	152	0	8	28	163	95	24	29	2	2	0	0
uvig_166606	21	800	90	159	65	57	68	4	53	10	2766	830	64	548	55	28	11	18	33	10	7	2744	72	16	5	34	29	6
uvig_168075	56	677	120	123	113	160	217	26	183	46	1041	338	78	972	74	40	19	34	82	19	11	2793	107	33	20	93	46	9
uvig_168533	56	348	121	115	14	52	216	0	54	8	2059	240	20	162	26	8	14	18	12	7	3	104	193	221	6	22	52	1
uvig_170240	10	276	212	109	5	2	34	0	85	0	407	371	69	135	4	0	0	0	7	27	57	378	339	57	0	9	0	0
uvig_174204	36	1520	943	858	70	46	104	8	184	8	936	855	59	135	32	26	10	12	45	37	270	832	714	137	2	54	38	10
uvig_176146	30	534	147	245	124	139	103	6	139	18	270	271	154	335	42	30	18	38	37	20	20	639	196	40	30	54	56	8
uvig_176448	10	58	16	14	26	54	18	0	16	4	971	34	3	10	20	0	8	8	6	6	2	486	6	2	8	20	30	2
uvig_177481	12	632	10	97	11	20	24	2	15	2	2791	926	28	508	18	8	4	12	23	2	2	2322	12	6	4	23	2	6
uvig_181906	38	79	40	20	58	62	56	2	46	22	1436	42	0	52	52	28	10	20	20	12	2	658	18	2	20	22	36	6
uvig_182446	2	438	2	74	4	8	12	3	8	0	1455	473	25	305	8	0	0	2	5	0	0	1447	18	2	0	7	14	0
uvig_183077	15	77	462	36	0	0	339	1	71	0	154	1264	74	404	40	3	20	0	4	37	1188	399	67	32	0	2	0	0
uvig_184496	153	1610	1527	767	368	406	392	9	192	64	285	120	95	173	164	89	66	124	168	46	2	122	1343	72	56	182	150	22
uvig_184507	2	13	102	70	0	0	8	0	19	0	17	14	0	4	2	0	0	0	0	2	530	4	11	4	0	6	0	0
uvig_185472	74	36	30	7	166	737	170	8	66	46	44	38	2	32	60	38	22	38	50	14	2	32	14	4	46	36	56	18
uvig_186458	2	10	5	17	0	0	4	0	127	0	103	10	0	24	0	0	0	2	0	4	0	12	58	64	0	0	0	0
uvig_188646	64	98	46	45	174	238	176	10	162	34	122	60	15	2717	79	56	30	58	60	26	1	37	36	0	44	68	50	25
uvig_194675	34	1152	77	243	70	76	62	0	44	8	4283	1286	71	735	38	36	22	26	52	14	7	3952	83	4	18	47	14	7
uvig_194720	2	75	84	37	4	16	41	0	28	0	2677	50	10	88	12	2	0	2	14	3	31	49	124	11	2	2	14	0
uvig_195887	2	1236	22	52	0	12	18	0	18	0	139	120	3	22	0	0	0	2	10	8	2	170	60	8	0	0	14	4
uvig_196581	22	32	68	35	38	52	50	0	37	8	116	36	6	103	32	16	2	20	14	11	12	10	384	5	10	12	12	4
uvig_197346	2	16	272	14	2	0	14	0	11	0	33	162	0	42	8	12	0	0	2	0	249	10	19	1	0	0	0	0
uvig_197653	20	189	155	75	19	13	478	4	52	2	219	117	14	137	13	2	12	10	16	3	110	102	69	13	8	8	10	0
uvig_198630	14	231	856	332	0	6	114	2	76	0	90	164	7	77	5	2	2	0	8	6	268	111	199	41	0	4	0	2
uvig_199299	2	40	504	59	0	0	3	0	8	0	108	579	165	24	0	0	2	0	0	0	26	12	189	12	0	0	0	0
uvig_201109	4	7083	54	856	10	24	57	2	36	8	347	571	32	123	30	0	6	4	10	2	4	310	84	6	6	18	8	4
uvig_202392	2	45	50	19	2	0	7	0	20	6	188	64	0	72	14	0	0	0	14	0	5	36	12	4	2	0	10	0
uvig_204467	42	135305	72	74	126	122	136	4	105	44	178	86	29	13089	3497	42	22	22	70	18	2	7571	55	7	24	90	48	10
uvig_205716	126	2572	1068	908	255	297	366	19	492	76	1592	1283	473	1186	130	87	38	78	118	37	151	1751	751	144	65	116	116	22
uvig_205844	2	8	58	24	14	8	34	0	18	6	292	168	47	432	8	6	0	6	6	4	3	58	29	7	8	4	2	0
uvig_207292	6	58	988	17	26	4	146	2	6	0	408	427	110	22	8	0	0	2	6	142	4	10	2993	4	0	6	2	0
uvig_207325	53	2449	1291	1018	22	10	239	6	335	0	2405	936	73	259	32	8	5	2	83	100	95	1494	1215	207	2	12	8	0
uvig_209614	62	98	183	84	188	218	224	14	220	36	187	110	19	122	126	50	29	46	60	20	64	140	84	18	42	78	63	24
uvig_210196	2	50	14	28	0	0	6	0	6	0	30	26	0	205	16	6	4	2	26	2	0	1142	16	2	0	4	0	0
uvig_213354	8	5743	43	11	2	14	3	33	198	0	236	6175	137	253	9	1	0	2	8	5	17	28	22	2	0	4	2	0
uvig_216666	2	183	418	108	2	7	29	767	86	4	455	19178	15	228	28	0	4	0	12	32	38	133	171	63	11	15	2	6
uvig_217100	4	626	477	228	6	2	13	0	50	0	228	113	29	70	26	2	0	0	2	29	20	253	684	29	1	10	0	2
uvig_218155	16	281	881	48	6	2	42	2	20	2	120	148	35	65	28	0	2	4	5	5	31	145	344	44	0	14	0	4
uvig_219929	28	95	28	20	62	72	84	4	30	16	677	46	0	42	24	22	4	14	28	10	0	2556	30	2	14	22	26	4
uvig_223148	14	179	72	15	22	26	53	0	48	13	89	16	11	2011	8	4	5	12	14	14	14	30	18	3	6	18	8	0
uvig_225910	50	1718	1415	1228	33	12	296	0	467	2	1906	1502	130	273	14	0	8	0	39	72	78	1178	971	212	0	29	0	9
uvig_228107	14	51	267	54	20	16	162	4	106	2	78	89	18	97	29	6	7	6	6	21	64	74	23	11	4	2	2	2
uvig_229040	2	2	8	12	0	0	6	0	1904	0	21	7	0	216	5	0	0	0	0	0	3	0	10	4	0	2	2	0
uvig_229270	173	2361	4	1224	38	0	42	0	5	4	52	4	3	30	0	0	0	3	0	2	0	0	4	1139	0	3	2	2
uvig_229980	20	363	1603	184	20	45	83	40	1174	8	905	518	172	338	75	14	20	12	54	26	1024	1113	314	17	0	14	8	2
uvig_230359	18	46	30	14	66	54	66	0	42	16	111	35	4	38	30	24	6	16	18	6	2	341	22	8	16	32	24	2
uvig_234678	151	4713	49	13658	47	8	195	0	25	2	174	72	6	529	28	0	2	20	16	4	8	46	60	858	0	10	12	6
uvig_234806	3	262	251	144	4	0	56	0	168	0	673	329	47	142	13	2	7	2	2	13	29	433	555	39	0	6	4	0
uvig_235440	4	198	728	63	8	0	264	0	57	0	195	901	68	120	6	0	1	2	16	54	165	87	1247	15	2	0	0	2
uvig_238269	11	14386	43	22	14	22	36	9	137	0	123	845	76	171	12	6	6	14	12	0	27	45	23	7	4	8	8	2
uvig_239614	31	1152	206	960	6	6	27	0	125	0	1228	1654	24	163	4	0	4	0	2	75	12	1327	454	223	0	32	0	0
uvig_239813	87	1448	732	759	70	86	172	4	233	12	1777	686	96	241	18	20	15	24	54	32	72	1196	710	134	14	24	32	9
uvig_244316	2	7162	42	842	0	3	45	0	31	0	158	228	56	58	6	0	0	0	0	4	6	266	81	5	0	0	0	4
uvig_247354	2	55	44	73	1	6	38	2	36	0	313	58	12	97	0	4	0	0	0	12	28	98	116	17	0	4	0	0
uvig_247884	20	210	207	159	52	92	92	12	102	14	134	318	100	130	98	22	18	28	46	4	282	226	39	12	6	60	60	8
uvig_249390	6	36760	21	18	28	44	44	56	431	8	365	3229	267	329	48	8	2	8	34	12	65	23	44	6	6	32	8	2
uvig_251681	4	72	21	26	9	14	33	2	16	4	142	44	4	1209	4	8	8	6	0	2	6	20	47	2	0	4	10	0
uvig_252359	89	1966	1860	1406	86	68	446	3	637	10	3333	1311	303	402	16	16	22	16	80	111	174	2074	1228	265	4	47	10	5
uvig_258701	40	48	56	36	118	160	182	8	74	32	108	40	0	217	68	62	16	34	54	12	6	48	28	2	26	68	64	8
uvig_260892	2	28	117	10	0	0	70	0	89	2	117	47	7	54	4	2	4	0	2	17	26	27	53	44	0	4	0	3
uvig_262416	10	62	363	153	6	14	37	0	57	0	65	196	9	30	6	2	6	4	7	0	501	48	157	24	2	0	4	2
uvig_266196	4	37	1203	38	6	4	46	2	93	6	154	71	10	93	25	8	12	0	12	6	1008	100	89	9	0	14	4	0
uvig_266663	6	14	4	6	14	14	10	0	4	2	395	2	0	4	2	8	2	2	8	0	6	4	12	0	2	2	0	4
uvig_270749	2	118	53	146	3	0	21	1	78	0	343	91	51	67	19	0	2	0	22	103	44	686	814	54	0	1	2	19
uvig_271051	16	6	10	0	38	55	62	2	18	24	366	4	0	8	16	8	4	4	10	2	0	6	12	0	8	20	12	2
uvig_271698	12	35	693	84	0	14	61	0	282	0	69	43	7	130	12	0	0	0	4	11	389	385	80	4	0	2	0	0
uvig_276225	13	127	71	29	34	32	57	4	87	5	244	176	3	79	39	7	13	6	20	12	38	3992	48	14	10	21	14	5
uvig_280596	210	7495	3156	3044	171	91	975	8	1505	11	5771	3207	226	777	80	22	24	20	100	222	358	3545	3551	694	19	70	28	21
uvig_280979	4	60	67	60	2	4	18	0	31	0	121	107	46	130	14	2	6	2	6	0	3	85	86	17	0	8	2	2
uvig_282601	13	151	72	175	6	4	107	0	57	0	112	1349	48	477	12	0	2	5	0	2	90	164	79	333	8	0	0	0
uvig_287346	44	704	259	339	75	101	111	6	149	36	969	336	169	834	46	28	7	36	40	21	12	716	329	50	26	40	40	7
uvig_293756	5	942	339	699	16	37	56	8	263	19	473	660	36	196	25	2	7	0	37	75	22	463	1366	96	2	4	18	10
uvig_294945	6	54	125	30	0	2	12	3	718	2	126	193	2	20	4	2	1	0	0	6	35	44	64	5	0	0	2	4
uvig_296212	12	36544	9	18	6	8	12	101	817	6	405	12428	232	318	25	4	0	6	18	4	30	31	30	3	0	13	0	0
uvig_296393	4	260	493	417	45	8	58	6	690	0	1018	871	114	117	8	14	29	0	42	197	42	947	2280	255	0	16	0	13
uvig_297218	2	64	189	160	8	0	38	2	50	0	177	81	33	91	2	0	8	0	16	25	120	174	188	120	0	0	0	0
uvig_299451	8	70	70	36	2	12	32	5	30	4	238	200	26	308	2	0	6	8	10	2	19	39	74	5	2	4	4	5
uvig_300460	2	22	461	26	5	0	79	0	233	0	64	93	39	56	14	1	8	0	2	6	554	58	89	0	0	0	0	0
uvig_302929	50	153	26	68	98	130	104	6	81	32	454	509	37	765	50	33	24	28	47	10	10	67	59	7	38	36	32	8
uvig_303877	4	68	42	27	50	77	78	4	22	4	3799	32	0	82	34	40	14	12	16	13	1	45	58	4	6	26	28	8
uvig_305873	8	124	370	101	0	0	15	2	49	0	94	374	4	115	4	0	0	0	0	8	466	101	68	11	0	0	0	2
uvig_306625	6	154	44	40	6	20	38	2	6	4	160	84	1	52513	14	0	0	4	6	8	4	29	14	10	2	12	2	0
uvig_306928	24	845	645	197	53	49	50	5	304	12	847	771	148	1061	77	6	14	10	10	207	334	213	90	35	16	18	8	2
uvig_308234	4	259	8	32	4	10	10	0	14	0	1250	276	3	185	2	0	0	0	6	0	0	1020	16	0	0	3	0	0
uvig_309497	2	1137	1269	410	10	0	12	4	12	0	200	44	35	64	0	0	5	4	12	12	0	301	1581	92	0	8	2	0
uvig_309747	38	90	26	16	118	118	110	8	54	30	839	66	0	62	34	22	20	34	50	12	4	2843	30	0	18	30	36	4
uvig_313824	46	265	71	84	162	208	250	10	98	34	324	122	22134	3788	121	58	34	54	96	18	10	98	58	10	34	116	126	26
uvig_318656	26	255	116	126	56	58	301	2	47	12	434	458	39	384	36	20	8	12	30	10	2	49	138	15	16	26	4	0
uvig_321869	2	24	815	0	0	2	14	0	6	0	10	13	1	3	12	0	0	0	4	0	1230	0	2	0	0	0	0	0
uvig_322655	10	42	95	81	28	44	55	4	141	8	106	119	9	48	19	29	4	14	15	14	1674	69	50	4	10	28	6	2
uvig_322900	8	332	361	127	6	2	204	4	50	0	227	1022	41	351	20	0	6	0	0	56	725	340	160	5	1	0	6	0
uvig_327352	37	154	1333	299	22	46	90	14	248	8	440	541	52	649	43	34	32	14	22	144	221	240	83	43	16	14	8	0
uvig_328398	131	3441	1553	1104	75	51	363	10	450	4	2053	1247	116	853	26	10	7	8	70	127	144	1462	1408	407	16	43	22	3
uvig_331758	2	72	134	25	8	2	26	2	76	2	1163	78	7	59	22	4	2	0	15	20	152	55	42	67	0	8	0	1
uvig_335993	478	694	160	1843	1104	1297	1353	47	762	222	1926	373	681	525	588	472	158	340	519	126	20	239	657	1033	258	641	424	91
uvig_336069	6	238	2438	600	2	4	456	36	248	0	880	860	123	2390	85	10	136	0	17	15	1648	692	1045	20	1	6	4	0
uvig_349986	102	303	2	1857	25	0	121	0	4	0	28	20	10	18	0	0	0	7	2	0	0	8	0	1162	0	5	0	0
uvig_355065	2	47	601	127	4	6	93	0	178	2	133	327	33	49	13	6	11	0	0	9	1072	261	193	6	0	4	4	0
uvig_366403	4	170	395	119	7	18	22	0	21	6	108	42	19	45	4	10	2	4	4	4	0	46	431	29	8	2	2	0
uvig_366661	18	629	1661	215	19	20	43	2	48	0	302	209	21	65	10	6	6	6	17	22	32	234	185	46	0	17	20	2
uvig_368605	1	164942	15	38	0	3	24	0	79	0	263	1008	12	40	19	0	0	0	4	2	0	204	50	4	0	0	0	0
uvig_371277	8	22	72	169	8	2	34	0	191	0	68	38	1	18	14	16	4	0	2	30	1017	117	30	10	0	0	0	0
uvig_372253	4	14	282	57	0	2	42	2	55	0	68	34	0	116	4	0	0	0	4	10	423	70	34	6	0	4	2	4
uvig_374792	4	20	361	13	2	0	12	0	32	0	182	257	11	91	7	0	0	0	3	1	7	721	31	4	0	0	0	0
uvig_378528	49	322	205	73	75	72	101	2	123	16	375	184	7	200	38	22	8	22	56	20	39	214	282	50	16	31	30	10
uvig_378623	2	74	449	174	6	6	49	28	141	6	239	384	51	574	25	14	30	4	12	160	222	128	112	12	2	4	4	2
uvig_380418	6	32	1658	12	20	22	64	2	65	8	57	50	4	26	22	8	2	4	6	0	1654	16	27	3	8	6	8	0
uvig_380984	4	150	1031	201	4	8	45	0	282	0	93	95	17	116	4	0	2	2	0	12	938	303	53	13	0	0	6	0
uvig_382713	13	1645	565	300	30	16	64	6	76	2	376	179	34	61	18	2	5	2	11	8	14	354	250	62	2	6	14	0
uvig_384644	14	104	1148	216	10	20	46	6	522	3	215	319	19	691	19	10	6	6	6	29	1677	249	224	2	0	2	4	2
uvig_386381	49	1235	825	553	120	118	202	4	152	32	4233	3699	168	645	28	26	19	18	95	84	8	751	3601	137	40	53	32	14
uvig_388303	20	612	90	235	47	46	63	4	63	14	252	271	13	82	40	8	14	20	20	115	4	1762	268	136	18	18	10	6
uvig_389121	2	222	27	25	6	2	14	0	10	2	453	20	119	30	12	0	6	2	10	0	6	35	70	2	0	14	24	2
uvig_391953	2	6	2	2	0	0	0	0	0	0	34	4	0	33093	8	0	0	0	0	0	2	4	0	0	0	2	0	0
uvig_392479	2	49	579	31	12	18	58	2	38	2	229	365	2	109	18	2	7	2	8	2	173	155	97	4	4	0	6	2
uvig_392738	487	172	273	304	81	54	1191	9	3707	2	923	839	312	10888	54	114	18	12	44	18	166	927	6206	9530	10	69	34	36
uvig_397366	50	269	35	686	44	4	96	4	18	0	142	21	6	32	0	0	2	0	0	34	21	20	14	1103	2	5	0	4
uvig_401215	51	423	77	92	158	127	170	15	88	39	2808	385	27	236	56	39	23	35	69	24	2	2250	48	13	32	37	37	10
uvig_409788	18	371	846	77	24	38	67	49	858	4	976	110	194	182	55	8	34	10	51	22	167	680	220	16	2	14	22	0
uvig_413650	10	226	230	44	24	32	46	2	25	2	110	85	22	33	24	16	4	6	20	2	265	168	78	4	6	6	14	2
uvig_414386	86	311	18	4057	24	0	135	0	17	0	75	18	5	40	4	0	0	3	0	2	4	16	18	795	0	5	0	2
uvig_416283	24	1473	26	124	42	70	129	5	49	17	4541	1460	40	675	81	41	22	30	65	23	4	4613	44	12	12	49	57	5
uvig_418132	18	232	1988	108	4	14	664	23	362	4	644	3446	124	107	44	2	21	6	28	121	88	266	5492	8	8	2	4	6
uvig_418142	2	65	25	26	0	0	11	2	10	0	111	204	0	9345	2	2	0	1	4	6	2	15	15	4	0	0	0	0
uvig_418838	10	90	719	417	10	6	33	6	252	0	168	449	33	143	20	4	13	2	2	32	81	147	243	85	1	13	6	1
uvig_425903	13	853	11	81	10	9	4	3	5	0	3151	1137	42	614	14	2	0	3	10	2	2	2904	6	0	2	15	4	0
uvig_426811	4	64	32	30	0	12	10	0	20	4	104	34	11944	18	20	4	0	0	6	8	4	18	18	6	2	4	0	4
