phage_id	H-10	H-118	H-119	H-120	H-124	H-147	H-161	H-169	H-193	H-314	OMC-124	OMC-125	OMC-126	OMC-288	OMC-446	OMC-55	OMC-64	OMC-87
uvig_106895	0.361581065	0.473655875	0.277018613	0.21704351	0.440478683	0.496751784	0.407614399	0.379691301	0.298006184	0.300830441	0.122575286	5.976501064	0.11233918	0.046246769	0.278296719	0.311845394	0.683757517	0.510590242
uvig_106907	0.270315339	0.317216053	9.645546181	1.788917914	0.148184377	0.329167066	2.634822027	0	6.409111099	0.303613137	28.86545979	2.524761399	7.747518705	0.622327387	0.585147868	0.291416647	0.31948255	0.644141533
uvig_107420	2.417278507	7.924843245	1.048444362	4.788304444	1.681347486	2.322707117	2.407314917	1.473881168	1.074168506	2.101968039	0.356858463	1.222705645	0.254378185	0	2.565686101	1.983904063	1.474556545	2.229753504
uvig_108334	0.363394473	0.528923736	7.762360869	0.605316385	0.166007917	0.260967985	0.250184404	0.143098326	0.219277335	0.181403503	2.513076567	0.268391964	1.227815613	0.06971806	0.314653992	0.443996602	0.085898339	0.288647417
uvig_110632	0.729399182	0.955482024	2.170429048	1.645053919	0.672886578	0.711090975	0.49472447	4.015566061	2.70143557	0.805991099	0.674096988	2.462222569	0.807457514	0.35867322	0.539592181	0.549672754	0.428523319	0.224997346
uvig_111515	0.424401374	4.123279655	0.548685943	0.038212827	0	0	0.123025485	3.008191795	63.3728457	0	1.48906744	1.374356737	0.065928372	0.366400682	0.183739155	0.183012368	0	0
uvig_112338	0.172114642	2.281469712	1.254576878	5.18488411	0.040436426	0.018425195	0.103348954	0.232373852	0.264888089	0	0.135030548	2.088655942	2.123685215	1.684049965	0.06386986	0.445320541	0.046496066	0.1953031
uvig_113131	0.727568628	2.95700444	35.59940732	11.7514523	0.122721974	0.04193947	4.493954632	2.115719461	3.024578455	0	40.6735533	14.46865048	1.964873631	1.675028451	0	0	0	0
uvig_120986	0.138577705	1.058930375	3.081547474	0.199639158	0.05064468	0.674992645	0.04017091	0.654833434	0.832118344	0	0	3.760153028	0.430545379	1.754705657	0.239981789	0.119516266	0.1310267	0
uvig_121436	0.577274994	0.630171486	0.776181232	1.268250248	0.432491003	0.432588596	1.121181313	0.272784838	3.935345491	0.17290253	0.052837681	1.621470479	13.29901481	3.987054973	0.249923836	0.273828779	0.109163934	1.100483017
uvig_124379	0.572840964	16.80435371	4.111427619	2.982159592	0.152255097	0	0.784988018	0.246081442	4.506613126	0	25.26261196	2.371629964	2.281319239	2.397836688	0	0.134739922	0	0
uvig_125485	6.390646363	3.333903586	0.231919339	83.46468948	0.590028368	0	0	0	0.047521921	0	0	0.07337874	0.083600089	30.19979642	0	0.232067768	0	0
uvig_126335	13.51882353	18.12766443	3.643849656	110.4267586	1.09591409	0	4.959110112	0	1.076566114	0	0.479949926	0.402176357	0.412378047	125.7951495	0	2.416655332	0	0.312381675
uvig_129987	0.907898886	0.090099172	0.554875046	0.118904192	0.301637456	0.494797055	0.598140362	0	0.408146094	0.494417001	0.050363342	0.3151098	0.205144725	0.380034494	0.285864165	0.462691807	0.546272423	0.524474216
uvig_130390	0.342253922	4.919265669	0.86529789	2.157142612	0.60455477	0.854908234	0.942519495	0	0.987270306	1.19595221	0	25.93115488	1.73679607	0.525297578	1.185395716	0.59035342	0.323604739	0.543710584
uvig_130847	0.056585434	2.050778399	0.03901669	0.550250932	0.124078453	0.127209113	0.164029874	0	0.119921958	0.169481871	0	11.43436185	0.070321837	0	0	0.292812459	0	0
uvig_137035	0.042738605	0.158626324	3.271064443	0.469475092	0.015619273	0.016013367	0.489368194	0	0.384949121	0.06400427	6.767487215	0.116549232	0.219093682	0	0.074012532	0.036859887	0.040409807	0.271581189
uvig_137671	0.406805809	498.400605	0.169468774	0.1648284	0.241591128	0.260388672	0.25550391	7.288778926	5.208803424	0.177689821	1.106698758	0.342055596	0.2001175	0.156093248	0.616424828	0.277755814	0.352585967	0.538549036
uvig_139142	1.025276017	6.573965116	0.093019283	1.292412704	0.69023299	0.97048932	1.001118471	0.509981797	0.590869677	0.969743886	0	28.99697625	0.167653555	0.124232556	0.654139179	1.116945785	1.071452521	0.685798511
uvig_140214	0.308071314	1.143421045	11.89556485	2.574136789	0.225175807	0.138514371	0.553683082	0	5.549632805	0	2.669373512	4.654254227	9.437430032	2.695150871	0	0.053139188	0.116513887	0.195762997
uvig_142442	0.275223887	88.25013144	3.104879135	1.71814807	0.18999099	0.332279798	1.147973032	3.973871233	3.100047319	0.320575451	1.119604425	3.385779915	1.458403048	0.58082565	0.503097482	0.290114847	0.28914125	0.388644884
uvig_144402	0.108612366	0.154134065	1.965868051	1.19308529	0.039693532	0	0.17316506	0	1.726372866	0	78.46947008	1.199563867	1.181062524	0	0	0	0	0
uvig_146874	0.554576733	2.542652079	2.166881152	2.840674549	0	0.046175484	0.303659141	0.582353396	0.500598775	0	0.225600536	5.310009448	2.220765455	0.993036928	0	0.106287645	0.11652405	0
uvig_149330	0.364723355	1.420044975	0.293397321	0.810039921	0.577598613	0.728827292	2.185004375	0.861729697	1.288268492	1.092401218	0.148368619	0.547035284	0.642120905	0.139946018	0.631609273	0.73396274	0.919599538	0
uvig_152276	0.076474252	0.801424237	0.316382365	2.28604989	0.16768992	0.114613969	0.266020304	0.361370518	0.081036244	0.229051868	0.093328648	0.271111328	0.665271374	0	0.132434202	0.131910354	0.361536109	0.485953351
uvig_152685	3.522628095	939.1555179	0.342002603	0.678098635	2.604357983	2.730752703	2.312235531	1.33931602	1.258557393	2.122287385	0	67.0729108	0.345944001	0.186434276	3.716279206	3.422214852	2.79471059	2.05833886
uvig_154730	0.099509703	0.206393034	1.73249741	0.645104856	0.036366868	0	0.620186336	0	1.79257947	0	15.81768416	0	0.386456853	0.114546984	0	0.171644179	0.470437436	0
uvig_160196	0.763194391	4.227213593	0.509076594	1.236915577	0.642722752	0.808133324	0.644466636	0.156799551	0.375059459	0.447237745	0.091114939	14.0620107	0.350519206	0.190983376	0.861952863	1.073179222	0.627485606	0.421712694
uvig_161124	0.090811638	0.743496238	2.207224007	1.013901063	0.033188069	0	0.447516171	0	1.491548135	0	3.989732208	0.581967118	2.341775027	1.411216045	0	0	0.085863374	0
uvig_165405	0.405637917	2.667912601	0.681755969	0.438280526	0	0.075992525	0.63202654	4.312792306	0.268647391	0	5.043196646	1.313594249	0.378081448	1.692640714	0.175615756	0.087460551	0	0
uvig_166606	0.363294363	3.021588715	0.536781647	0.990669663	0.410953981	0.369467758	0.34100958	0.326991781	0.323860547	0.25907647	0.073893654	12.94531275	0.386987939	0.318623332	0.149793957	0.5072849	0.474355347	0.329791884
uvig_168075	1.609138197	4.247173321	1.188782349	1.272924964	1.186654338	1.722612622	1.807521007	3.530336857	1.857373385	1.979482903	0.19287136	21.88594627	0.955244759	1.091534545	0.995222616	2.304739897	1.249768538	0.821669517
uvig_168533	2.273301829	3.084283686	1.693441621	1.681354497	0.207700518	0.79092398	2.541798552	0	0.774293557	0.486348597	0.074312192	1.151307912	2.434175864	10.32712838	0.421798711	0.770238831	1.99590036	0.128978827
uvig_170240	0.704637081	4.246005718	5.150117528	2.766205034	0.128758518	0.052802905	0.69448475	0	2.115569178	0	2.450812523	7.263507174	7.421484093	4.623369223	0	0.546942483	0	0
uvig_174204	1.75592992	16.18654894	15.85740637	15.07246699	1.24779485	0.840668617	1.470470513	1.843877848	3.170044163	0.584363756	8.035967717	11.06667307	10.82002984	7.692074347	0.168934985	2.271601215	1.752486631	1.549722816
uvig_176146	1.700559587	6.608727653	2.872788933	5.00183152	2.568814566	2.952213249	1.692490059	1.607160801	2.783096152	1.528029402	0.691783718	9.877806933	3.451852576	2.610049949	2.944942218	2.639964053	3.001408202	1.440820687
uvig_176448	0.321912484	0.407635324	0.177571632	0.162314841	0.305880392	0.651319236	0.167968803	0	0.181928448	0.192835246	0.039285977	4.266415659	0.060008758	0.074111575	0.445977276	0.555266496	0.913115075	0.204558327
uvig_177481	0.497747162	5.723354186	0.143002402	1.449077641	0.166748026	0.310827809	0.288573927	0.392008084	0.219766563	0.124235625	0.050620599	26.26508661	0.154644458	0.286481792	0.287324369	0.82279006	0.078437543	0.790729871
uvig_181906	0.835017955	0.379005321	0.303031652	0.158283115	0.465779833	0.510465308	0.356712679	0.207672836	0.3570367	0.723974891	0.026817109	3.943003718	0.122888231	0.050589506	0.76107444	0.41693519	0.747964794	0.418902369
uvig_182446	0.133953193	6.404764746	0.046181587	1.785036777	0.097909207	0.200759167	0.232982136	0.94947123	0.189258708	0	0	26.42899692	0.374559785	0.154195357	0	0.404347505	0.886579219	0
uvig_183077	0.500143339	0.56053141	5.310812767	0.432312812	0	0	3.276583432	0.157558092	0.836188884	0	24.17071022	3.627982652	0.694070525	1.228206627	0	0.057513114	0	0
uvig_184496	2.910019871	6.685538564	10.01288771	5.254026549	2.557954487	2.893296107	2.161269344	0.808880778	1.289877787	1.822943062	0.023211556	0.632781	7.936081241	1.576359426	1.844494968	2.985448377	2.697504771	1.329463913
uvig_184507	0.102931323	0.146071978	1.809812225	1.297501821	0	0	0.119350942	0	0.345393351	0	16.64420941	0.056139253	0.17588784	0.236971316	0	0.266319192	0	0
uvig_185472	4.160661855	0.441915466	0.581524131	0.141749363	3.410980684	15.52603335	2.770753722	2.125485615	1.310742702	3.873264358	0.068616796	0.490647687	0.244559369	0.258886212	4.478921564	1.745688924	2.977043408	3.215529923
uvig_186458	0.089043249	0.097202403	0.076746184	0.272591494	0	0	0.05162372	0	1.997181501	0	0	0.145693885	0.802277412	3.279964962	0	0	0	0
uvig_188646	3.036332337	1.01508265	0.752389883	0.768907717	3.016887041	4.230664761	2.420473327	2.24185135	2.714733215	2.415665819	0.028949367	0.478696366	0.530636843	0	3.614988592	2.78235088	2.242878634	3.768414692
uvig_194675	0.551207075	4.077503509	0.430370382	1.418843565	0.414738523	0.461648877	0.291370687	0	0.251959857	0.194229172	0.069247428	17.47197009	0.418060877	0.074647297	0.505351193	0.657154336	0.214600308	0.36056474
uvig_194720	0.034816871	0.285053915	0.504144251	0.231981764	0.025448384	0.104361919	0.206900675	0	0.172171233	0	0.329299584	0.23261885	0.670667099	0.22042998	0.060294079	0.030027792	0.230438066	0
uvig_195887	0.10641198	14.35770412	0.403551528	0.996451692	0	0.239223644	0.277620376	0	0.33827963	0	0.064932222	2.466598865	0.991830248	0.48996916	0	0	0.704295647	0.676191754
uvig_196581	0.684472675	0.217364898	0.729387191	0.392187596	0.432073371	0.606176511	0.450943095	0	0.40660992	0.372745173	0.227816105	0.084844269	3.711848375	0.179069519	0.538788551	0.321994412	0.353005213	0.395405563
uvig_197346	0.07474282	0.13054657	3.504484752	0.188434273	0.02731555	0	0.151665159	0	0.145202797	0	5.678172393	0.10191276	0.220606678	0.043018743	0	0	0	0
uvig_197653	0.654168376	1.349669248	1.747861567	0.883513497	0.227119081	0.15931814	4.532165381	0.61823989	0.600766496	0.097966626	2.19544204	0.909806002	0.701187571	0.489464423	0.45314215	0.225674865	0.309261593	0
uvig_198630	0.363116526	1.308084975	7.654336107	3.101333268	0	0.058308458	0.85711902	0.245123786	0.696264708	0	4.241529715	0.78510914	1.603602128	1.224108922	0	0.089477043	0	0.164815223
uvig_199299	0.059499654	0.259806751	5.169288411	0.632162644	0	0	0.025871642	0	0.084065392	0	0.471984277	0.097354216	1.746915165	0.410945204	0	0	0	0
uvig_201109	0.055056336	21.28484803	0.25624586	4.243394932	0.050302293	0.123771564	0.227426188	0.130081277	0.175021993	0.164901994	0.033595186	1.163584917	0.359213101	0.095064155	0.143015625	0.213674882	0.104112707	0.174926922
uvig_202392	0.135157669	0.663940576	1.164921036	0.462441365	0.049394792	0	0.137128284	0	0.477401199	0.607226275	0.206181856	0.663440952	0.251951828	0.311163693	0.234059147	0	0.638965099	0
uvig_204467	1.209066615	850.3951665	0.714577307	0.767229042	1.325598349	1.31590063	1.134901447	0.544124664	1.06766019	1.896890327	0.035131822	59.43513603	0.491914016	0.231962193	1.196457027	2.234483245	1.306497596	0.914640205
uvig_205716	1.694267332	7.550719808	4.951062739	4.397335641	1.253118215	1.49633959	1.42662812	1.207264623	2.336787959	1.530430424	1.238962268	6.420762619	3.137450608	2.228907841	1.513594959	1.345250107	1.474809138	0.939903835
uvig_205844	0.128917726	0.112584506	1.288921354	0.557168118	0.329800376	0.193212381	0.635301469	0	0.409824537	0.579191923	0.117997725	1.019529296	0.580772718	0.519396368	0.893012527	0.222370046	0.121893087	0
uvig_207292	0.200787022	0.423758459	11.3987471	0.204892323	0.31797883	0.05015413	1.416300952	0.316265534	0.070921588	0	0.081679698	0.091258529	31.11835809	0.154085797	0	0.173168659	0.063282091	0
uvig_207325	3.731227136	37.64181892	31.33414471	25.81166208	0.566029373	0.26377774	4.877440959	1.996018442	8.330353591	0	4.081024141	28.68240019	26.57526869	16.77507192	0.24383202	0.728602602	0.532515488	0
uvig_209614	2.713653835	0.936472074	2.761401978	1.324141565	3.007191441	3.575045519	2.842032747	2.895531369	3.401169289	2.359684088	1.709277091	1.671013153	1.142266951	0.906887654	3.183442216	2.94436071	2.60717237	3.337515931
uvig_210196	0.131485043	0.717665982	0.31731469	0.662974409	0	0	0.114344666	0	0.139328647	0	0	20.47394527	0.326807421	0.151354237	0	0.226798409	0	0
uvig_213354	0.265141354	41.55586221	0.491328236	0.131302363	0.024224674	0.17385126	0.028822194	5.168195153	2.31790421	0	0.343800216	0.25306646	0.22653522	0.076301962	0	0.114335509	0.062673495	0
uvig_216666	0.017553773	0.350669153	1.26483112	0.341394568	0.006415211	0.023019763	0.073783079	31.810707	0.266613256	0.052576185	0.203513777	0.318332656	0.466296499	0.636501239	0.167192998	0.113544314	0.01659728	0.167317388
uvig_217100	0.234376425	8.008188094	9.635807105	4.811507375	0.128482996	0.043908263	0.220808399	0	1.034824611	0	0.715078417	4.042625681	12.45189941	1.956005894	0.10147028	0.505344552	0	0.372334499
uvig_218155	0.898387077	3.444735113	17.05435139	0.970682335	0.123121879	0.042076134	0.683614249	0.530653449	0.396658094	0.168175263	1.06212333	2.22024342	6.001053862	2.843900633	0	0.677961768	0	0.713596734
uvig_219929	0.559848749	0.414707877	0.193012972	0.144024061	0.45304865	0.539395728	0.486866922	0.377928944	0.211873552	0.479094594	0	13.93678519	0.186362919	0.046032112	0.484758732	0.379375269	0.491532759	0.254110155
uvig_223148	0.294633976	0.822458171	0.522399884	0.11369423	0.16920685	0.205017278	0.323332204	0	0.356811497	0.409719608	0.179784633	0.172173029	0.117693605	0.072676545	0.218670886	0.326708888	0.159188326	0
uvig_225910	3.199878331	24.0044975	31.22020036	28.3044163	0.771823276	0.287744501	5.491278555	0	10.5565778	0.191682323	3.045985311	20.55880311	19.30670939	15.61771703	0	1.600645335	0	1.830017823
uvig_228107	0.880727331	0.700470117	5.790825584	1.223487603	0.459815815	0.377134051	2.954246674	1.189079553	2.355386137	0.188422187	2.456762379	1.269504468	0.449538449	0.796570743	0.435771028	0.10851183	0.118962443	0.399753967
uvig_229040	0.080125795	0.017493566	0.1104964	0.173147402	0	0	0.069680605	0	26.94338229	0	0.073338725	0	0.124470928	0.184467804	0	0.069104449	0.075759795	0
uvig_229270	11.79266315	35.13725057	0.094002968	30.04966143	0.946650911	0	0.829914558	0	0.120386727	0.408332914	0	0	0.084713251	89.37328929	0	0.176368369	0.128902762	0.433156798
