phage_id	H-10	H-118	H-119	H-120	H-124	H-147	H-161	H-169	H-193	H-314	O-121	O-122	O-123	O-152	O-39	O-418	O-420	O-434	O-445	O-90	OMC-124	OMC-125	OMC-126	OMC-288	OMC-446	OMC-55	OMC-64	OMC-87
uvig_4984	0.000706469	0.002113099	0.007160714	0.002442625	0.000232368	2.64701E-05	0.00094204	0.000333834	0.001322549	0	0.052618316	0.0020055	0.005320773	0.006770548	4.20648E-05	0	0	0	0	0.010292007	0.009397654	0.003429275	0.007265186	0.00618052	0.000367028	0.000121859	0	0.000224462
uvig_8544	0.000141294	0.016442066	0.00114474	0.000407104	5.16373E-05	0.000317641	0.006921946	0.041395426	0.000923289	0.003491369	0.001623228	0.001533617	0.000420061	0.044804534	0.000673038	0	0.00683902	0.000211495	0.00143818	0	0.000431085	0.000789889	0.000307289	0.000325291	0	0.001949741	0.000133595	0
uvig_10847	0.000141294	0.000447298	0.018096634	5.0888E-05	0.000129093	0.000158821	0.000389103	0.000333834	0.000324399	0.000211598	0.000321431	0.000471882	0	0.0002877	0.000925427	0	0.000148674	0	0.000250118	0	0.040909969	0.000154125	0.00028534	0.000406613	0	0.000121859	0.000133595	0
uvig_11105	0.000141294	0.000431874	0.021823127	0.000203552	5.16373E-05	0	0.001392581	0	0.000648798	0.000211598	0.000385718	0.001061735	0	0.00024934	0.000336519	0.000214258	0.000148674	0	0.000125059	0.000142945	0.03539208	0.000192656	0.000395086	0.000162645	0	0	0	0
uvig_11819	0.001412938	0.00117223	0.062595354	0.000559768	0.001290933	0.001270565	0.002846599	0.000667668	0.001147873	0.002539177	0.001141081	0.002093978	0	0.000632941	0.001177816	0.002356838	0.000446023	0.000634484	0.00137565	0.000428834	0.123505859	0.000770624	0.000241441	0.000162645	0.002446854	0.001706023	0.001068759	0.000897847
uvig_16065	0.000565175	0.000678659	0.002313836	0.000966872	0.000593829	0.000476462	0.000511978	0	0.000548983	0	0.006203625	0.005308676	0.011901728	0.009858532	0.000252389	0	0	0.000634484	0.000250118	0.000571778	0.000431085	0.001849496	0.000768222	0.000650581	0.000244685	0.000365576	0.000400784	0.000448924
uvig_16314	0.000282588	0.000385602	0.007745262	0.001323089	0	5.29402E-05	0.001781684	0	0.001372457	0	0.000867865	0.009732573	0.000840122	0.001956362	0.001934983	0	0.000446023	0	0.000625295	0.001143556	0.009095894	0.001888028	0.002963142	0.000487936	0	0.001340447	0.00026719	0.000448924
uvig_19655	0.000565175	0.005753181	0.004530247	0.001781081	0.000258187	0	0.001269706	0	0.001796671	0	0.005367904	0.011413653	0.006440935	0.001707022	0.000252389	0.000214258	0.000148674	0	0.000250118	0.006146615	0.002155425	0.006665893	0.008472393	0.004716713	0	0.000670223	0	0
uvig_24707	0.000706469	0.000370178	0.000925534	0.00050888	0.00077456	0.000635282	0.000655332	0	0.000898335	0.002539177	0.000707149	0.010233947	0	0.080594458	0.000336519	0.001285548	0.000594697	0.000845979	0.000375177	0.000285889	0.000258651	0.002485261	0.000614578	0.000162645	0.001468113	0.001096729	0.00026719	0.000897847
uvig_25407	0.000989057	0.009454959	0.001631863	0.003282277	0.000722922	0.000264701	0.000921561	0.001335336	0.000698705	0.000423196	0.056973711	0.002359412	0.005180752	0.004219605	0.000420648	0.000428516	0.000297349	0.000211495	0.001125532	0.000571778	0.00030176	0.056062861	0.001426698	0.000650581	0.000244685	0.000853011	0.000667974	0
uvig_31763	0.000141294	0.00049357	0.005309645	0.001831969	0	5.29402E-05	0.00022527	0.000667668	0.002794821	0	0.001494656	0.002329919	0.000700102	0.000517861	0.000168259	0.000214258	0.000148674	0.000422989	0.000125059	0.001429445	0.037504397	0.001521981	0.001338901	0	0	0	0	0.000448924
uvig_32553	0.000423881	0.001110534	0.041332419	0.001628417	0.000154912	0.000264701	0.000286708	0	0.000499075	0.000423196	0.001510727	0.001828544	0.001540224	0.000594581	0.001177816	0.00107129	0.000297349	0.000211495	0.000875414	0.000571778	0.000258651	0.000539436	0.000877968	0.001057194	0.000734056	0.000609294	0.000133595	0
uvig_33153	0.000706469	0.000987141	0.000365343	0.000483436	0.001136021	0.000582342	0.00069629	0	0.001222734	0.002010182	0.004258966	0.000619346	0.00014002	0.000690481	0.000252389	0.001285548	0.000743372	0.000845979	0.001125532	0.002001224	0.000172434	0.000693561	0.000219492	0	0	0.001218588	0.000667974	0
uvig_35295	0.003461699	0.022951027	0.013834304	0.015749843	0.001265114	0.000423522	0.002682766	0	0.00311922	0.000211598	0.015444777	0.013419153	0.010921586	0.004027805	0.000462713	0.000214258	0.000371686	0.000422989	0.000937943	0.009005506	0.001638123	0.0214426	0.01569368	0.011547814	0.001223427	0.001888811	0.001068759	0.000448924
uvig_38845	0.000423881	0.000215937	0.001242165	0.000737876	0.000516373	0	0.000389103	0	0.00019963	0	0.003632175	0.003480132	0.005460793	0.005466307	0.000168259	0	0.000148674	0.000211495	0	0.001143556	0.000215543	0.001078873	0.000329238	0	0.000244685	0.000487435	0.000534379	0
uvig_51406	0.001412938	0.032668196	0.028472362	0.011882353	0.00134257	0.000529402	0.00659428	0.002003005	0.014123829	0.000211598	0.016248356	0.032736835	0.010221484	0.015785159	0.000504778	0.00214258	0.000892046	0.000634484	0.002313593	0.013722676	0.007457771	0.014140942	0.020632251	0.005204648	0	0.000548365	0.001068759	0.000448924
uvig_55294	0.000777116	0.001742921	0.004725097	0.002976949	0.000826197	0.000582342	0.000982998	0.002670673	0.000524029	0.000423196	0.012841183	0.015542623	0.019602846	0.018029222	0.000588908	0.000428516	0	0.000422989	0.001125532	0.002001224	0.000560411	0.004989787	0.005311707	0.001301162	0.000489371	0.000121859	0.000400784	0.001346771
uvig_55870	0.000989057	0.002637517	0.001583151	0.000356216	0.001136021	0.000767633	0.000962519	0.000667668	0.000973197	0.000528995	0.001591085	0.000737316	0.000840122	0.035156983	0.000841297	0.000642774	0	0.000422989	0.000500236	0.001429445	0.000431085	0.00048164	0.000351187	0.000325291	0.000244685	0.000365576	0.000667974	0
uvig_58357	0.000777116	0.001388167	0.017073674	0.014503086	0.000619648	0.000741163	0.011877895	0.002003005	0.002869682	0.000634794	0.004869685	0.007284683	0.004620671	0.005658107	0.000757167	0.00214258	0.000223012	0.000422989	0.001250591	0.002858891	0.039487388	0.012252914	0.021949203	0.004472745	0	0.000487435	0.000400784	0.000897847
uvig_59859	0.00091841	0.009855985	0.012494715	0.031626905	0.00038728	0.00013235	0.000614374	0	0.002844729	0	0.008566146	0.035184724	0.006160895	0.002052262	8.41297E-05	0	0.000297349	0.000211495	0.001188061	0.007004283	0.002327859	0.015643658	0.012928081	0.007156392	0.000122343	0.00097487	0	0
uvig_64107	0.000141294	0.000586115	0.004116193	0.00386749	5.16373E-05	0	0.001494976	0	0.00099815	0	0.001976803	0.010853293	0.001260183	0.001534402	0.000294454	0.000107129	0.000148674	0	0.000250118	0.002287113	0.002069208	0.001406388	0.002063225	0.001789098	0	0	0	0
uvig_73872	0.00183682	0.003809747	0.005577563	0.002544401	0.001084384	0.001588206	0.001822643	0.000667668	0.001572087	0.001481187	0.005866123	0.004040492	0.022823314	0.003490764	0.000504778	0.002571096	0.000223012	0.001480463	0.002376123	0.000857667	0.000215543	0.004604476	0.004477637	0.001219839	0.001223427	0.001340447	0.001068759	0.000448924
uvig_74555	0.000141294	0.000709508	0.000389699	0.000305328	0	0	0.002088871	0.225338007	0.000648798	0	0.000546433	0.000117971	0	0.00026852	0	0	0	0	0.000125059	0.000285889	0.000172434	0.000154125	0.000307289	0.000325291	0	0.000121859	0	0
uvig_74768	0.01441197	0.023814775	0.003629069	0.141519588	0.000490555	0	0.004853554	0.000667668	0.001621994	0	0.006283983	0.001297676	0.009521383	0.000613761	0.001177816	0.000642774	0.000148674	0.000422989	0.001250591	0.003001835	0.001250147	0.000520171	0.000329238	0.111412005	0	0.001523235	0.000534379	0.00965186
uvig_75025	0.000494528	0.000740356	0.00426233	0.00101776	0.000309824	0.000370581	0.000573416	0.303789017	0.010829932	0.000423196	0.002121447	0.006163963	0.00840122	0.028175454	0.001640529	0.000107129	0.004980591	0.000211495	0.000250118	0.000285889	0.000775953	0.001810965	0.000768222	0.000162645	0.000244685	0.0010358	0.000133595	0.000448924
uvig_76269	0.000282588	0.005321307	0.009742468	0.009465172	0.000154912	5.29402E-05	0.004013909	0.000667668	0.005015706	0	0.005962552	0.006753815	0.002380346	0.005351227	0.000294454	0.000214258	0.000297349	0	0.000750355	0.005146004	0.002629619	0.004989787	0.005575098	0.004147454	0	0.000792082	0.000667974	0
uvig_77482	0.001271644	0.000246785	0.000243562	0.00050888	0.000929472	0.000741163	0.001351623	0.000667668	0.004042509	0.000634794	0.003680389	0.000530868	0	0.0003836	0.000757167	0.00107129	0.000446023	0.001903453	0.00137565	0.002001224	0	0.000269718	0.000219492	0.006424488	0.001468113	0.002071599	0.000935164	0
uvig_78016	0.001695526	0.004565527	0.008110604	0.004987026	0.001032746	0.000741163	0.001146831	0.001335336	0.001597041	0.000423196	0.00871079	0.00669483	0.003640529	0.003318144	0.000673038	0.000857032	0.000297349	0.001268968	0.001250591	0.000857667	0.000258651	0.009074092	0.002436362	0.00154513	0.000978742	0.000487435	0.001870328	0.001795695
uvig_83342	0.007771161	0.017598872	0.004700741	0.01814158	0.008107059	0.010376278	0.009338483	0.005341345	0.017268002	0.010579906	0.020057318	0.027339681	0.06342921	0.015804339	0.006646246	0.013712513	0.001932766	0.010786232	0.011380377	0.007433116	0.001508798	0.029746068	0.007857815	0.009514748	0.00856399	0.011271938	0.009084448	0.005611546
uvig_86209	0.000282588	0.000308482	0.000608904	0.000305328	0.000619648	0.000847043	0.000655332	0	0.000249538	0.000423196	0.01742158	0.002034992	0	0.000498681	0.000588908	0.000857032	0.000446023	0.000740232	0.000375177	0.000571778	0.000172434	0.00082842	0.000351187	0	0.000244685	0.000609294	0.000667974	0.000897847
uvig_87564	0.000423881	0.006262175	9.74247E-05	0.001806525	0.000258187	0.000423522	0.000368624	0.000333834	0.000224584	0.000634794	0.023303775	0.011679087	0.002800407	0.004123705	0	0.001285548	0.000446023	0.001480463	0.000625295	0	0	0.027626853	4.38984E-05	0	0.001223427	0.001096729	0.000133595	0
uvig_88310	0.000706469	0.001681224	0.004481535	0.000915984	0.000877834	0.001429385	0.001269706	0	0.000873382	0.001269589	0.000707149	0.000943765	0.002380346	0.001361782	0.000630973	0.001928322	0.000297349	0.000845979	0.001000473	0.000857667	0.000258651	0.000674296	0.000241441	0.000569258	0.002202169	0.00097487	0.000534379	0.001795695
uvig_88880	0.000565175	0.00869918	0.000925534	0.001882857	0.000671285	0.000741163	0.00069629	0.000333834	0.00059889	0.001057991	0.032914573	0.016869792	0.002800407	0.008784451	0.001093686	0.001928322	0.000148674	0.002326442	0.001063002	0.001429445	0.000603519	0.036585352	0.000636527	0.000975872	0.000734056	0.001157658	0.002271112	0.000448924
uvig_89263	0.000706469	0.046873771	0.00063326	0.027123315	0.000671285	0.000741163	0.001433539	0.002670673	0.000848428	0	0.001607157	0.005367661	0.006860996	0.002013902	0.000336519	0.000642774	0.000297349	0.001057474	0.001000473	0.001143556	0.000172434	0.00458521	0.001075511	0.001789098	0.000734056	0.000243718	0.00026719	0.000448924
uvig_90482	0.000565175	0.00049357	0.014418852	0.001475753	0.000103275	0.00010588	0.000532457	0	0.001572087	0	0.001108938	0.006340918	0.002380346	0.001745382	0.000588908	0.000214258	0	0.000211495	0.000250118	0.000428834	0.025692667	0.003602665	0.001229155	0.001219839	0	0.000243718	0	0
uvig_92124	0.001271644	0.010981943	0.008573371	0.004936138	0.000103275	0.000264701	0.00047102	0.000667668	0.00252033	0	0.009032222	0.006783308	0.001820264	0.002474223	0.000673038	0	7.43372E-05	0	0.001125532	0.003573614	0	0.004893459	0.009482056	0.006343165	0	0.000487435	0.000534379	0
uvig_92258	0.009113452	0.026868743	0.031224609	0.017963472	0.005267006	0.006326353	0.005304095	0.002003005	0.004391862	0.004866757	0.0049179	0.006016499	0.0082612	0.003087984	0.004374744	0.006213482	0.003270836	0.006979326	0.006315484	0.007433116	0.000905279	0.003737524	0.038213563	0.006831101	0.006361821	0.007677103	0.006145362	0.003142466
uvig_92540	0.009961215	0.009069357	0.019558004	0.005623126	0.009294717	0.011461552	0.153880181	0.010015023	0.010854886	0.011003102	0.009867943	0.009378661	0.008681261	0.011258674	0.008623293	0.013391126	0.004608905	0.011420716	0.007816193	0.004574225	0.005345454	0.005471427	0.004828825	0.002521002	0.014069412	0.008469186	0.006412552	0.006733856
uvig_93945	0.000353235	0.009038509	0.000194849	0.000356216	0	0.000158821	0.000122875	0.006009014	0.000174676	0	0.001317869	0.000530868	0.012181769	0.00026852	0	0	0.000594697	0	0	0.000571778	0.000344868	0.000269718	0.000658476	0.000325291	0	0	0	0
uvig_97882	0.00755922	0.009023085	0.018924743	0.037886132	0.002220405	0.000635282	0.008294048	0.010348857	0.004566538	0	0.004741113	0.007638595	0.006160895	0.006617108	0.000588908	0	0.00104072	0	0.000125059	0.010292007	0.002414076	0.001290794	0.00164619	0.086201989	0	0.000609294	0.00026719	0.000448924
uvig_98139	7.06469E-05	0.000185089	0.002971453	0.000788764	5.16373E-05	0	0	0	0.003643249	0	0.001092867	0.000707823	0.000280041	0.001783742	4.20648E-05	0	0.000594697	0	0.000375177	0.000285889	0.000474194	0.00310176	0.000636527	0.000162645	0	0	0	0
uvig_98366	0.001130351	0.000647811	0.000779397	0.00101776	0	0	0.000204791	0	0.000349353	0	0.065491642	0.001061735	0	0.001016541	0	0.000214258	0	0	0	0	0	0.000423843	0.000460933	0.000487936	0.000244685	0	0	0
uvig_99078	0.004309462	0.003408721	0.023820333	0.002111853	0.003614612	0.003123471	0.003809118	0.000667668	0.002395561	0.00338557	0.012101891	0.007196205	0.002800407	0.013023236	0.001598464	0.00428516	0.001932766	0.004229895	0.001500709	0.003716558	0.000732845	0.036257837	0.001009663	0.000325291	0.003425596	0.00304647	0.002404707	0.001346771
uvig_99689	0.000282588	0.001403591	0.05334001	0.002697065	0.000464736	0.000211761	0.001925038	0	0.009432522	0.000211598	0.004451825	0.009113227	0.002800407	0.001879642	0.00147227	0.000214258	0.000594697	0.000422989	0.000875414	0.00471717	0.045048385	0.00899703	0.038433055	0.000731904	0.000489371	0.000853011	0.000400784	0.000448924
uvig_105790	0.000282588	0.000925445	0.002752247	0.001552085	0.000154912	0.000370581	0.000655332	0.012018027	0.003468573	0.000105799	0.002539308	0.004718823	0.00014002	0.008746091	0.000504778	0.001178419	0.000743372	0.000211495	0.000125059	0.000571778	0.000172434	0.002658651	0.000724324	0.000325291	0	0	0.000400784	0.000224462
uvig_106252	0.000141294	0.001264774	0.004237973	0.002060965	0.001678213	0	0.000430062	0.000333834	0.005664504	0.000105799	0.004901828	0.004925272	0.001400203	0.000460321	0.000336519	0	0.000297349	0	0.000250118	0.006718394	0.001207038	0.005972332	0.015276646	0.001789098	0	0	0.000667974	0.001571233
uvig_106649	0.000141294	0.00075578	0.044109022	0.003409497	0.000154912	5.29402E-05	0.001372102	0.000333834	0.008609047	0.000211598	0.002426807	0.002329919	0.001120163	0.001918002	0.000841297	0.000428516	0.000148674	0	0.001000473	0.004860114	0.06880117	0.008881436	0.000614578	0.000325291	0	0.000365576	0.000801569	0
uvig_106878	0.000282588	0.001203078	0.000681973	0.001119536	5.16373E-05	0.000158821	0.000327666	0	0.000449168	0.000211598	0.029185969	0.001710573	0	0.000575401	0.000588908	0.000214258	0.000148674	0.000845979	0.000250118	0.001715335	8.6217E-05	0.000346781	0.000614578	0	0.000489371	0	0.000534379	0
uvig_106895	0.001271644	0.0016658	0.000974247	0.00076332	0.001549119	0.001747026	0.001433539	0.001335336	0.001048058	0.001057991	0.024541285	0.001356662	0.000420061	0.000690481	0.000673038	0.001714064	0.000594697	0.001268968	0.001125532	0.000857667	0.000431085	0.021018757	0.000395086	0.000162645	0.000978742	0.001096729	0.002404707	0.001795695
uvig_106907	0.000565175	0.000663235	0.020166908	0.00374027	0.000309824	0.000688223	0.005508886	0	0.013400169	0.000634794	0.001719658	0.012003506	0.002800407	0.002090623	0.000420648	0.000214258	0.000297349	0.001057474	0.000687825	0.001715335	0.060351903	0.005278771	0.016198512	0.001301162	0.001223427	0.000609294	0.000667974	0.001346771
uvig_107420	0.004380109	0.014359816	0.001899781	0.008676408	0.003046602	0.004208745	0.004362055	0.002670673	0.001946393	0.003808766	0.002539308	0.009585109	0.003220468	0.006137607	0.00260802	0.003642386	0.002973487	0.00444139	0.00412695	0.002287113	0.000646628	0.002215543	0.000460933	0	0.004649023	0.003594834	0.002671896	0.004040313
uvig_108334	0.001695526	0.002467852	0.036217623	0.002824285	0.00077456	0.001217624	0.00116731	0.000667668	0.001023104	0.000846392	0.003133956	0.050815826	0.000700102	0.001112441	0.001682594	0.001392677	0.000743372	0.000845979	0.001500709	0.001715335	0.011725513	0.001252263	0.005728742	0.000325291	0.001468113	0.002071599	0.000400784	0.001346771
uvig_110632	0.007276632	0.00953208	0.021652634	0.016411387	0.006712851	0.007093986	0.00493547	0.04006009	0.026950062	0.008040728	0.01669836	0.007373161	0.023943477	0.005101886	0.008455034	0.010070127	0.005798299	0.007402316	0.007878723	0.006003671	0.006724926	0.024563625	0.008055358	0.003578196	0.00538308	0.005483645	0.004275034	0.002244619
uvig_111515	0.000565175	0.005490972	0.000730685	5.0888E-05	0	0	0.000163833	0.004006009	0.084393619	0	0.000257145	0.008582359	0	0.005792367	0	0	0.001338069	0	0.000250118	0.056034261	0.001982991	0.001830231	8.77968E-05	0.000487936	0.000244685	0.000243718	0	0
uvig_112338	0.000989057	0.013110466	0.007209426	0.029794937	0.000232368	0.00010588	0.000593895	0.001335336	0.001522179	0	0.007135776	0.024331431	0.003780549	0.002742743	0.000925427	0.000428516	0.00104072	0	0.00131312	0.007004283	0.000775953	0.012002461	0.012203757	0.009677393	0.000367028	0.002559034	0.00026719	0.001122309
uvig_113131	0.00091841	0.003732627	0.044937132	0.014833858	0.000154912	5.29402E-05	0.005672719	0.002670673	0.003817925	0	0.005544691	0.044120995	0.009521383	0.006885628	0.000462713	0.002249709	0.000743372	0	0.000125059	0.005146004	0.051342226	0.018263777	0.00248026	0.002114388	0	0	0	0
uvig_120986	0.000141294	0.001079685	0.003141946	0.000203552	5.16373E-05	0.000688223	4.09583E-05	0.000667668	0.000848428	0	0.001398226	0.001828544	0.001120163	0.000537041	0	0	0.000148674	0	0.000250118	0.000571778	0	0.003833852	0.000438984	0.001789098	0.000244685	0.000121859	0.000133595	0
uvig_121436	0.001412938	0.001542408	0.001899781	0.003104169	0.001058565	0.001058804	0.002744203	0.000667668	0.009632152	0.000423196	0.013869764	0.005161213	0.023943477	0.005101886	0.001598464	0.000321387	0.001635418	0.001374716	0.00131312	0.041739807	0.000129326	0.003968711	0.032550669	0.009758716	0.000611714	0.000670223	0.00026719	0.002693542
uvig_124379	0.000777116	0.022796786	0.005577563	0.004045598	0.000206549	0	0.001064915	0.000333834	0.006113671	0	0.001880374	0.002949264	0.002520366	0.001016541	0.000336519	0.002892483	0.000297349	0.000634484	0.000125059	0.002573002	0.034271259	0.003217353	0.003094838	0.003252905	0	0.000182788	0	0
uvig_125485	0.006711457	0.003501266	0.000243562	0.087654617	0.000619648	0	0	0	4.99075E-05	0	0.000433932	5.89853E-05	0	7.67201E-05	8.41297E-05	0	0	0.000211495	0.000125059	0.000285889	0	7.70624E-05	8.77968E-05	0.031715826	0	0.000243718	0	0
uvig_126335	0.019427901	0.026051267	0.005236576	0.158694295	0.001574938	0	0.007126737	0	0.001547133	0	0.012567967	0.001061735	0.010501525	0.001591942	0.000925427	0	7.43372E-05	0.000211495	0.000187589	0.004431281	0.000689736	0.000577968	0.000592628	0.180780209	0	0.003472975	0	0.000448924
uvig_129987	0.001554232	0.000154241	0.000949891	0.000203552	0.000516373	0.000847043	0.001023956	0	0.000698705	0.000846392	0.00932151	0.000383404	0	0.00034524	0.000252389	0	0.000297349	0.000634484	0.000375177	0	8.6217E-05	0.000539436	0.000351187	0.000650581	0.000489371	0.000792082	0.000935164	0.000897847
uvig_130390	0.000423881	0.006092511	0.001071671	0.002671621	0.000748741	0.001058804	0.00116731	0	0.001222734	0.001481187	0.027289524	0.012888285	0.003360488	0.004795006	0.001093686	0.001499806	0.000297349	0.001268968	0.000875414	0.001429445	0	0.032115735	0.002151022	0.000650581	0.001468113	0.000731153	0.000400784	0.000673386
uvig_130847	7.06469E-05	0.002560397	4.87123E-05	0.000686988	0.000154912	0.000158821	0.000204791	0	0.000149723	0.000211598	0.009675084	0.003745566	0.000700102	0.001898822	0	0.000214258	0	0	0.000250118	0	0	0.014275801	8.77968E-05	0	0	0.000365576	0	0
uvig_137035	0.000141294	0.000524419	0.010814139	0.001552085	5.16373E-05	5.29402E-05	0.001617851	0	0.001272642	0.000211598	0.000594648	0.002064485	0.000840122	0.000959001	0.000336519	0.000428516	0.000297349	0.000211495	0.000250118	0.002001224	0.022373313	0.000385312	0.000724324	0	0.000244685	0.000121859	0.000133595	0.000897847
uvig_137671	0.001695526	2.077283882	0.000706329	0.000686988	0.001006928	0.001085274	0.001064915	0.030378902	0.021709772	0.000740593	0.005416119	0.103342224	0.068189901	0.014097317	0.001430205	0.00107129	0.000446023	0.000845979	0.000750355	0.001143556	0.00461261	0.001425654	0.00083407	0.000650581	0.002569197	0.001157658	0.001469543	0.002244619
uvig_139142	0.002684583	0.01721327	0.000243562	0.003384053	0.001807306	0.002541129	0.002621329	0.001335336	0.001547133	0.002539177	0.072193486	0.034270452	0.006440935	0.011201134	0.001850853	0.002785354	0.000892046	0.001903453	0.003376595	0.001143556	0	0.075925683	0.000438984	0.000325291	0.001712798	0.002924611	0.002805491	0.001795695
uvig_140214	0.000353235	0.001311047	0.013639455	0.002951505	0.000258187	0.000158821	0.000634853	0	0.006363209	0	0.011314384	0.012239447	0.000980142	0.002646843	0	0	0.000669035	0.000211495	0.000250118	0.005717782	0.003060704	0.005336568	0.010820957	0.00309026	0	6.09294E-05	0.000133595	0.000224462
uvig_142442	0.001271644	0.407750907	0.014345784	0.007938531	0.000877834	0.001535266	0.005304095	0.018360875	0.014323459	0.001481187	0.029121682	0.091338718	0.110896102	0.019352644	0.000462713	0.00107129	0.000148674	0.001903453	0.000875414	0.002573002	0.00517302	0.015643658	0.006738405	0.002683647	0.002324512	0.001340447	0.001335948	0.001795695
uvig_144402	0.000141294	0.000200513	0.002557398	0.001552085	5.16373E-05	0	0.00022527	0	0.002245838	0	0.000932151	0.000943765	0.001540224	0.000709661	0	0.000857032	0.000148674	0	0.000375177	0.000857667	0.102080934	0.001560513	0.001536444	0	0	0	0	0
uvig_146874	0.000635822	0.002915151	0.002484329	0.003256833	0	5.29402E-05	0.000348145	0.000667668	0.000573936	0	0.00430718	0.003037742	0.001820264	0.001534402	0.000168259	0.000214258	0	0	0.000250118	0.001858279	0.000258651	0.006087926	0.002546108	0.001138517	0	0.000121859	0.000133595	0
uvig_149330	0.000423881	0.001650376	0.000340986	0.000941428	0.000671285	0.000847043	0.002539412	0.001001502	0.001497226	0.001269589	0.0032786	0.001297676	0	0.004814186	0.002019113	0.000857032	0.000966383	0.000845979	0.001250591	0.001715335	0.000172434	0.000635764	0.000746273	0.000162645	0.000734056	0.000853011	0.001068759	0
uvig_152276	0.000141294	0.001480711	0.000584548	0.004223706	0.000309824	0.000211761	0.000491499	0.000667668	0.000149723	0.000423196	0.002410735	0.001238691	0.031504574	0.001054901	0.000420648	0	0.000594697	0	0.000125059	0	0.000172434	0.000500905	0.001229155	0	0.000244685	0.000243718	0.000667974	0.000897847
uvig_152685	0.012292563	3.277277095	0.001193452	0.002366293	0.009088168	0.009529235	0.008068777	0.004673677	0.004391862	0.007405934	0.002908954	0.001533617	0.001960285	0.478675842	0.276997008	0.008784579	0.003196498	0.012901179	0.009129314	0.004574225	0	0.23405763	0.001207206	0.000650581	0.012968328	0.011942161	0.009752422	0.007182779
uvig_154730	0.000141294	0.000293057	0.002459973	0.000915984	5.16373E-05	0	0.000880603	0	0.002545284	0	0.000369646	0.000412897	0.000420061	0.0003836	8.41297E-05	0	0.000223012	0	0	0.000857667	0.02245953	0	0.00054873	0.000162645	0	0.000243718	0.000667974	0
