phage_id	H-10	H-118	H-119	H-120	H-124	H-147	H-161	H-169	H-193	H-314	O-121	O-122	O-123	O-152	O-39	O-418	O-420	O-434	O-445	O-90	OMC-124	OMC-125	OMC-126	OMC-288	OMC-446	OMC-55	OMC-64	OMC-87
group	NW	NW	NW	NW	NW	NW	NW	NW	NW	NW	O	O	O	O	O	O	O	O	O	O	OMC	OMC	OMC	OMC	OMC	OMC	OMC	OMC
uvig_4984	0.522497698	1.56282715	5.295994153	1.806541697	0.171857054	0.019577026	0.696723591	0.24690044	0.978144602	0	38.91599414	1.483248124	3.93519161	5.007431573	0.03111075	0	0	0	0	7.611868289	6.950413074	2.536258174	5.373261094	4.57105242	0.271450446	0.090125571	0	0.166009802
uvig_8544	0.031727181	3.692025507	0.257048535	0.091414239	0.011595032	0.071325539	1.554305889	9.295241046	0.207322303	0.783978289	0.364491946	0.344370029	0.094323661	10.06074785	0.151128919	0	1.535685067	0.047490623	0.322939673	0	0.09679908	0.177367654	0.069000954	0.073043186	0	0.437809441	0.029998388	0
uvig_10847	0.04363749	0.138144551	5.589003239	0.015716366	0.039869449	0.049050489	0.120171551	0.103102037	0.100188051	0.065350417	0.099271556	0.145737145	0	0.088853995	0.285810742	0	0.045916905	0	0.077247037	0	12.63472274	0.047600205	0.088124909	0.125579282	0	0.037635129	0.041259712	0
uvig_11105	0.121543077	0.371504657	18.77258275	0.175098568	0.044419197	0	1.197918986	0	0.558105615	0.182019885	0.331800126	0.913320587	0	0.214486282	0.289478507	0.184307969	0.12789191	0	0.107577712	0.122963048	30.44480039	0.165725489	0.339858633	0.139909903	0	0	0	0
uvig_11819	0.30929869	0.256606513	13.7024111	0.122535842	0.282591152	0.278132441	0.623133626	0.146155634	0.25127468	0.555837615	0.249787963	0.458381358	0	0.138553647	0.257829271	0.515922716	0.097636495	0.138891515	0.301136114	0.093873655	27.0360009	0.168693035	0.052852598	0.035603796	0.53562767	0.373456283	0.233956172	0.19654293
uvig_16065	0.450841824	0.54136838	1.845753077	0.771276649	0.473699054	0.38007477	0.408406384	0	0.437924964	0	4.948648284	4.234744663	9.49403967	7.864176758	0.201331424	0	0	0.50612972	0.199519927	0.456108945	0.343877651	1.475348162	0.612812794	0.518970206	0.19518621	0.291621215	0.319706819	0.358107614
uvig_16314	0.105683704	0.144209556	2.896616085	0.49481602	0	0.019798868	0.666324203	0	0.513279045	0	0.324568872	3.639841618	0.314193495	0.731651288	0.723655669	0	0.166806177	0	0.233851472	0.427673565	3.40173305	0.706095079	1.108172504	0.182480941	0	0.501307692	0.09992507	0.167890985
uvig_19655	0.491670561	5.004942001	3.941059103	1.549439539	0.224607725	0	1.10457246	0	1.563001974	0	4.669772875	9.92923289	5.603249433	1.485012679	0.219564222	0.186392356	0.129338273	0	0.217588674	5.347207794	1.875097972	5.798950391	7.370502402	4.103273261	0	0.583056388	0	0
uvig_24707	0.390120458	0.204416508	0.511090852	0.281009561	0.427720879	0.350810265	0.361882021	0	0.496071227	1.402163229	0.390495897	5.651304572	0	44.50519519	0.185829568	0.709894573	0.328398797	0.467159399	0.207177244	0.157871272	0.142830092	1.372389896	0.339376937	0.089814602	0.810708816	0.605626521	0.147545224	0.495801762
uvig_25407	0.936429458	8.951864591	1.545032498	3.107628651	0.684455997	0.250616325	0.872524936	1.2642836	0.661527456	0.400678121	53.94216131	2.233868127	4.90508639	3.995081546	0.398265911	0.405714853	0.28152688	0.200241184	1.065642694	0.541354074	0.285703008	53.07977779	1.350784152	0.61596388	0.231665814	0.807623079	0.632431466	0
uvig_31763	0.066673192	0.232904149	2.505494926	0.864462425	0	0.024981216	0.106299748	0.315056705	1.318809549	0	0.705292508	1.099433216	0.330361294	0.244366095	0.079397594	0.101103253	0.070155882	0.199598659	0.059012406	0.67452125	17.69743161	0.718186796	0.631795681	0	0	0	0	0.211836403
uvig_32553	0.083483965	0.218720913	8.140469303	0.320718613	0.030510093	0.052133171	0.056467447	0	0.09829346	0.083349004	0.297539577	0.360133912	0.303348887	0.117103384	0.231972205	0.21099186	0.05856318	0.041654142	0.172413762	0.112612395	0.050941626	0.106242657	0.172916874	0.208215663	0.144573265	0.120001167	0.02631166	0
uvig_33153	0.467056154	0.652612024	0.241532815	0.319606111	0.751038578	0.384994127	0.460326861	0	0.808365909	1.328958152	2.815658922	0.409457572	0.092569305	0.456486077	0.166857777	0.849892954	0.491452946	0.559287952	0.744104068	1.323035571	0.11399842	0.458522525	0.145109106	0	0	0.805624654	0.441606581	0
uvig_35295	2.879469951	19.09085594	11.50748961	13.10085063	1.052332592	0.352288753	2.231547158	0	2.594593317	0.17600908	12.84709487	11.16216353	9.08466629	3.35036175	0.384888787	0.178221605	0.309171405	0.35184618	0.780188969	7.490855285	1.362604467	17.83613336	13.05413444	9.605567827	1.017656931	1.571128905	0.889002315	0.373418487
uvig_38845	0.359343407	0.183059581	1.053038844	0.625530952	0.437752764	0	0.329860516	0	0.169235406	0	3.079157773	2.950264484	4.629359874	4.634034117	0.142641049	0	0.126037933	0.179293607	0	0.969444172	0.182725086	0.914609132	0.279109911	0	0.207430851	0.413220702	0.453017372	0
uvig_51406	0.800304886	18.50365092	16.12708105	6.73030473	0.760447588	0.299859487	3.735077751	1.134525351	7.999902886	0.119851666	9.203260197	18.5425289	5.789569051	8.940900135	0.285912289	1.213582633	0.505265404	0.359379336	1.31044643	7.772685444	4.224169307	8.009595949	11.68635015	2.947974173	0	0.310600132	0.605357453	0.254275676
uvig_55294	0.561378351	1.259062872	3.41334739	2.150508743	0.596833819	0.420676238	0.71010491	1.929258597	0.378551596	0.305711357	9.276300896	11.22778542	14.16083676	13.02407131	0.425419228	0.309554307	0	0.305562001	0.813069287	1.445657448	0.404833151	3.604556319	3.837107002	0.939942282	0.353515036	0.088029174	0.289521396	0.972889631
uvig_55870	0.295903304	0.789085181	0.473642778	0.106571773	0.339871639	0.229658277	0.287963829	0.199751135	0.291158315	0.158263363	0.476016543	0.220588212	0.251345396	10.51816985	0.251696906	0.192303378	0	0.126548834	0.149659345	0.427657571	0.128970837	0.144095648	0.105067241	0.097319529	0.073204318	0.109372133	0.199842667	0
uvig_58357	0.128996904	0.230427926	2.834134171	2.407430922	0.102858057	0.123028849	1.971663967	0.33248751	0.476351191	0.1053723	0.808340437	1.209216516	0.767005448	0.939213996	0.12568551	0.355656282	0.037018661	0.07021388	0.207591074	0.474559843	6.554684889	2.03391498	3.643444616	0.742450529	0	0.080911499	0.066527973	0.149037633
uvig_59859	0.208933703	2.242187909	2.842485773	7.194964468	0.088104254	0.03010908	0.13976702	0	0.647161708	0	1.948755847	8.004350667	1.401573029	0.466879563	0.019139088	0	0.067645356	0.048114007	0.270278081	1.593439638	0.529576433	3.55885468	2.941074414	1.628043668	0.027832363	0.221778165	0	0
uvig_64107	0.069943977	0.290141546	2.03761822	1.914504048	0.025561762	0	0.740050725	0	0.494109414	0	0.978566873	5.37265134	0.623822077	0.759567281	0.145762051	0.053031537	0.073597518	0	0.123814752	1.132177957	1.024309744	0.696197183	1.021348012	0.88564818	0	0	0	0
uvig_73872	1.668774197	3.461203862	5.067286915	2.311620851	0.985176375	1.442905217	1.655894017	0.606585054	1.428261037	1.345677125	5.329447213	3.670838758	20.73527205	3.171403873	0.458597389	2.335873685	0.202608811	1.345019691	2.15873782	0.779201653	0.195823123	4.183224812	4.067990818	1.108239728	1.111499193	1.21781288	0.970980815	0.407852917
uvig_74555	0.087428889	0.439024538	0.241135267	0.188928982	0	0	1.292538352	139.4332077	0.401458931	0	0.338118516	0.072997077	0	0.166153287	0	0	0	0	0.077383262	0.176900617	0.106697611	0.095368297	0.190142224	0.201281186	0	0.075402998	0	0
uvig_74768	8.942647315	14.77710061	2.251842383	87.81309727	0.304389738	0	3.011636723	0.41428901	1.006449767	0	3.899220236	0.805209936	5.908030842	0.380839381	0.730836233	0.39884217	0.092252634	0.262465549	0.775993363	1.862642968	0.775717653	0.32276674	0.20429266	69.1313011	0	0.945169282	0.33158308	5.988992099
uvig_75025	0.092839544	0.138989564	0.800182023	0.191067721	0.058164322	0.069570531	0.10764932	57.03137343	2.033140995	0.079448107	0.398266668	1.15718223	1.577190354	5.289476458	0.307982236	0.020111703	0.935023666	0.039704646	0.04695556	0.053670957	0.145672376	0.339978839	0.144221022	0.030533963	0.045935651	0.194454291	0.025080223	0.084278016
uvig_76269	0.089738855	1.689840161	3.093829029	3.005770716	0.049194013	0.016811747	1.274661615	0.212025459	1.592793235	0	1.893474741	2.144749274	0.755905248	1.699341539	0.093507119	0.068040017	0.094426386	0	0.238283437	1.634170707	0.83506467	1.5845625	1.770434317	1.317070243	0	0.251534488	0.212122615	0
uvig_77482	1.270247176	0.246514071	0.243294067	0.508321061	0.928450393	0.740348311	1.35013741	0.666934541	4.038067356	0.634096841	3.676345235	0.530284278	0	0.383178969	0.75633525	1.070112945	0.445532949	1.901361154	1.374138442	1.999024678	0	0.269421869	0.219250858	6.417428699	1.466499445	2.069323092	0.934136211	0
uvig_78016	1.314768867	3.54026588	6.289240296	3.867110809	0.800826861	0.574722932	0.889292233	1.035465523	1.238400034	0.32816085	6.754645002	5.19140057	2.822990543	2.573002507	0.521896346	0.664572003	0.230574357	0.984001578	0.969751011	0.665064562	0.200566853	7.03636165	1.889238196	1.198146708	0.758949852	0.377973899	1.450316006	1.392443255
uvig_83342	2.390023225	5.412539502	1.445714477	5.579449373	2.493328807	3.19122796	2.872053868	1.642732693	5.310780376	3.253853851	6.168635289	8.408328752	19.50767643	4.860630236	2.044055232	4.217288292	0.594423032	3.317309455	3.500039129	2.286057588	0.464031242	9.14841396	2.416673786	2.926264142	2.633858261	3.466688491	2.793925253	1.725833098
uvig_86209	0.110809997	0.120963668	0.238767244	0.119727131	0.242980077	0.332147705	0.256972846	0	0.09785021	0.165946291	6.831456509	0.797973662	0	0.195545685	0.230926138	0.336064644	0.174897277	0.290264131	0.147116803	0.224209149	0.067615877	0.324845223	0.137709691	0	0.095947546	0.238920056	0.26193009	0.352069411
uvig_87564	0.3419778	5.052178605	0.078599981	1.457462493	0.208298975	0.341687406	0.297397608	0.269329637	0.181189065	0.512137433	18.80094756	9.422417912	2.259303444	3.326910055	0	1.037150531	0.359841094	1.194403528	0.504473943	0	0	22.28870779	0.035416222	0	0.987032805	0.884815705	0.107781221	0
uvig_88310	0.59982097	1.427427768	3.80500518	0.777707918	0.745317008	1.213606041	1.07803196	0	0.741536444	1.077932328	0.600398217	0.801294453	2.021010041	1.156207892	0.535721415	1.637223743	0.252461106	0.718270467	0.849441945	0.728194311	0.219605208	0.572504315	0.204993409	0.483323501	1.869730762	0.827704433	0.453709706	1.52461778
uvig_88880	0.23807882	3.664509707	0.38987928	0.793149161	0.282777332	0.312213107	0.293310759	0.140626852	0.252281164	0.445676136	13.86518916	7.106361825	1.179664948	3.700429958	0.460712744	0.812301329	0.062628731	0.98000848	0.447787299	0.602150652	0.254231026	15.41149659	0.268135515	0.411083692	0.309219553	0.487661005	0.956700783	0.189108094
uvig_89263	0.352213151	23.36911501	0.315714625	13.52244262	0.334672005	0.369509769	0.714696919	1.33147506	0.422987269	0	0.801254792	2.676069996	3.420578431	1.004039509	0.167772841	0.320457693	0.148244436	0.527207945	0.498789871	0.570124811	0.085967698	2.285975652	0.536200502	0.891962253	0.365966845	0.121506417	0.133208518	0.223812796
uvig_90482	0.186409615	0.162792465	4.75571492	0.486741852	0.034062678	0.034922123	0.175618382	0	0.518515427	0	0.365756864	2.09140092	0.785100309	0.575672721	0.194237223	0.070667903	0	0.069756502	0.082495525	0.141440559	8.474114389	1.188253231	0.405407629	0.402334994	0	0.080384436	0	0
uvig_92124	1.216651787	10.50702548	8.202613373	4.722673247	0.098808488	0.253253886	0.450650577	0.638794651	2.411337379	0	8.641620328	6.489961832	1.741546405	2.367224462	0.64393181	0	0.071122438	0	1.076857839	3.419071547	0	4.681840195	9.072001404	6.06885308	0	0.466355856	0.511269893	0
uvig_92258	2.825263316	8.329585096	9.679948133	5.568859956	1.632825816	1.961234148	1.644323588	0.620951889	1.361522113	1.508744355	1.524599311	1.865176354	2.561056368	0.957306555	1.356215373	1.92624311	1.013992496	2.163662582	1.95786467	2.30434208	0.280645612	1.158670703	11.8465955	2.117711203	1.972229669	2.379980614	1.905125044	0.974196589
uvig_92540	1.384559711	1.260595934	2.718466013	0.781586819	1.291919784	1.593099125	21.38858582	1.392038715	1.508775578	1.529376889	1.371595404	1.30358757	1.206652376	1.564900088	1.198595222	1.861300419	0.640615012	1.587423158	1.08641228	0.635794758	0.742991771	0.760501357	0.671182813	0.350406779	1.955578895	1.177175004	0.891313017	0.935972699
uvig_93945	0.291592017	7.461209587	0.160846419	0.294053285	0	0.131104984	0.101432044	4.960387585	0.144193763	0	1.087888911	0.438226507	10.05594254	0.221661158	0	0	0.490917435	0	0	0.471997831	0.284685504	0.222650019	0.543566206	0.268524455	0	0	0	0
uvig_97882	5.015405902	5.986654204	12.55622567	25.13676483	1.473198374	0.421498347	5.50295086	6.866279603	3.029815688	0	3.145642744	5.068069786	4.087642358	4.39033177	0.390729722	0	0.690499215	0	0.08297445	6.828560983	1.601695948	0.856418791	1.092217526	57.19346414	0	0.404255524	0.177275508	0.297852777
uvig_98139	0.053354666	0.139784705	2.244130067	0.595698461	0.038998048	0	0	0	2.751490869	0	0.825365657	0.534569485	0.2114951	1.34713554	0.031768632	0	0.449133284	0	0.283345118	0.215912005	0.358125161	2.342541863	0.480724189	0.122834576	0	0	0	0
uvig_98366	0.18845773	0.108006343	0.129945049	0.169686128	0	0	0.034143833	0	0.058245828	0	10.91909537	0.17701782	0	0.169482858	0	0.035722172	0	0	0	0	0	0.070665222	0.076849109	0.081351104	0.040795184	0	0	0
uvig_99078	1.590324652	1.257923493	8.79043963	0.779339025	1.333903654	1.152657522	1.405682385	0.246390202	0.884036101	1.249379974	4.465972092	2.655622231	1.033436644	4.805976763	0.589882696	1.581356659	0.713250604	1.560961983	0.553808061	1.371524882	0.270442298	13.38026303	0.372597002	0.120042263	1.26415088	1.124241505	0.887411179	0.497000191
uvig_99689	0.082790161	0.411212326	15.62710871	0.790163518	0.136154409	0.062039894	0.563981541	0	2.763461031	0.061992241	1.304258198	2.66991679	0.820439639	0.550681828	0.431333194	0.062771515	0.17422945	0.123923909	0.256471342	1.381996873	13.19789792	2.635874266	11.25979408	0.214427001	0.143371771	0.249908152	0.117418472	0.131521901
uvig_105790	0.241321653	0.79030285	2.350339112	1.325435229	0.132290306	0.31646571	0.559634629	10.26304615	2.962060405	0.090349324	2.168495169	4.029737858	0.119573297	7.468907457	0.43106588	1.006335675	0.63481787	0.180610366	0.106796832	0.488281958	0.147253637	2.270410892	0.618551419	0.277788664	0	0	0.3422583	0.191683905
uvig_106252	0.119436879	1.069124546	3.582395106	1.742151198	1.418607583	0	0.363534847	0.282192802	4.788253318	0.089432847	4.143557422	4.163374082	1.183603812	0.389112899	0.284462184	0	0.251351387	0	0.211427034	5.679115412	1.020319583	5.048463486	12.91347892	1.512339719	0	0	0.564644222	1.328176643
uvig_106649	0.032383816	0.173220826	10.1095602	0.781439214	0.035505019	0.012133619	0.314478626	0.076513049	1.973149237	0.048497196	0.556211607	0.53400538	0.256735497	0.439596235	0.192820909	0.098213662	0.034075393	0	0.229303184	1.113913151	15.768873	2.035579314	0.140858036	0.074554909	0	0.083788214	0.183715463	0
uvig_106878	0.073076715	0.311114049	0.176357055	0.289510336	0.013353327	0.041070747	0.084733922	0	0.116154045	0.054718934	7.547444691	0.442351525	0	0.148797698	0.152290622	0.055406779	0.038446947	0.218768802	0.064680161	0.443582756	0.022295579	0.089676903	0.158928807	0	0.126550521	0	0.138189628	0
uvig_106895	0.361581065	0.473655875	0.277018613	0.21704351	0.440478683	0.496751784	0.407614399	0.379691301	0.298006184	0.300830441	6.978101535	0.385754961	0.119440699	0.196332236	0.191372381	0.487379257	0.16909704	0.360820164	0.320035205	0.243870244	0.122575286	5.976501064	0.11233918	0.046246769	0.278296719	0.311845394	0.683757517	0.510590242
uvig_106907	0.270315339	0.317216053	9.645546181	1.788917914	0.148184377	0.329167066	2.634822027	0	6.409111099	0.303613137	0.822487968	5.741106794	1.339394786	0.999915124	0.201190193	0.102476571	0.142217663	0.505774677	0.328976945	0.820420183	28.86545979	2.524761399	7.747518705	0.622327387	0.585147868	0.291416647	0.31948255	0.644141533
uvig_107420	2.417278507	7.924843245	1.048444362	4.788304444	1.681347486	2.322707117	2.407314917	1.473881168	1.074168506	2.101968039	1.401384019	5.28979541	1.777300007	3.387200585	1.439304868	2.010146928	1.640997188	2.451097969	2.277566216	1.262203472	0.356858463	1.222705645	0.254378185	0	2.565686101	1.983904063	1.474556545	2.229753504
uvig_108334	0.363394473	0.528923736	7.762360869	0.605316385	0.166007917	0.260967985	0.250184404	0.143098326	0.219277335	0.181403503	0.671686716	10.89112811	0.15004965	0.238424569	0.360622791	0.298486238	0.15932353	0.181314878	0.321640251	0.367639959	2.513076567	0.268391964	1.227815613	0.06971806	0.314653992	0.443996602	0.085898339	0.288647417
uvig_110632	0.729399182	0.955482024	2.170429048	1.645053919	0.672886578	0.711090975	0.49472447	4.015566061	2.70143557	0.805991099	1.673819671	0.739075097	2.400059802	0.511405766	0.847520493	1.009415073	0.581213234	0.741997541	0.789751879	0.601799364	0.674096988	2.462222569	0.807457514	0.35867322	0.539592181	0.549672754	0.428523319	0.224997346
uvig_111515	0.424401374	4.123279655	0.548685943	0.038212827	0	0	0.123025485	3.008191795	63.3728457	0	0.193095365	6.444664255	0	4.349603545	0	0	1.004782689	0	0.187818714	42.07724033	1.48906744	1.374356737	0.065928372	0.366400682	0.183739155	0.183012368	0	0
uvig_112338	0.172114642	2.281469712	1.254576878	5.18488411	0.040436426	0.018425195	0.103348954	0.232373852	0.264888089	0	1.241760457	4.234130558	0.657887225	0.477289365	0.161041782	0.074569917	0.181105093	0	0.228507866	1.218878033	0.135030548	2.088655942	2.123685215	1.684049965	0.06386986	0.445320541	0.046496066	0.1953031
uvig_113131	0.727568628	2.95700444	35.59940732	11.7514523	0.122721974	0.04193947	4.493954632	2.115719461	3.024578455	0	4.392530441	34.95286013	7.542884025	5.454827197	0.366563654	1.782230171	0.588902579	0	0.0990724	4.076688233	40.6735533	14.46865048	1.964873631	1.675028451	0	0	0	0
uvig_120986	0.138577705	1.058930375	3.081547474	0.199639158	0.05064468	0.674992645	0.04017091	0.654833434	0.832118344	0	1.371348049	1.793393414	1.098629509	0.526717	0	0	0.145816345	0	0.245310103	0.560786753	0	3.760153028	0.430545379	1.754705657	0.239981789	0.119516266	0.1310267	0
uvig_121436	0.577274994	0.630171486	0.776181232	1.268250248	0.432491003	0.432588596	1.121181313	0.272784838	3.935345491	0.17290253	5.666679082	2.108683073	9.782430378	2.084444436	0.653074084	0.131307003	0.668172004	0.561658688	0.536493075	17.0533611	0.052837681	1.621470479	13.29901481	3.987054973	0.249923836	0.273828779	0.109163934	1.100483017
uvig_124379	0.572840964	16.80435371	4.111427619	2.982159592	0.152255097	0	0.784988018	0.246081442	4.506613126	0	1.386092827	2.17401179	1.8578549	0.749330116	0.248060419	2.132156263	0.21918671	0.467701767	0.092185678	1.896654709	25.26261196	2.371629964	2.281319239	2.397836688	0	0.134739922	0	0
uvig_125485	6.390646363	3.333903586	0.231919339	83.46468948	0.590028368	0	0	0	0.047521921	0	0.413190205	0.056165766	0	0.073052841	0.080108256	0	0	0.201385202	0.119081214	0.272223468	0	0.07337874	0.083600089	30.19979642	0	0.232067768	0	0
uvig_126335	13.51882353	18.12766443	3.643849656	110.4267586	1.09591409	0	4.959110112	0	1.076566114	0	8.745366825	0.738803968	7.307441947	1.10774611	0.643954214	0	0.051727209	0.147167726	0.130532764	3.083488164	0.479949926	0.402176357	0.412378047	125.7951495	0	2.416655332	0	0.312381675
uvig_129987	0.907898886	0.090099172	0.554875046	0.118904192	0.301637456	0.494797055	0.598140362	0	0.408146094	0.494417001	5.445125184	0.223964233	0	0.201670903	0.147432136	0	0.173695128	0.370631589	0.219158404	0	0.050363342	0.3151098	0.205144725	0.380034494	0.285864165	0.462691807	0.546272423	0.524474216
uvig_130390	0.342253922	4.919265669	0.86529789	2.157142612	0.60455477	0.854908234	0.942519495	0	0.987270306	1.19595221	22.0343347	10.4063669	2.713353204	3.8716236	0.883073058	1.210985948	0.24008776	1.024601077	0.706833777	1.154174754	0	25.93115488	1.73679607	0.525297578	1.185395716	0.59035342	0.323604739	0.543710584
uvig_130847	0.056585434	2.050778399	0.03901669	0.550250932	0.124078453	0.127209113	0.164029874	0	0.119921958	0.169481871	7.749366689	3.000052688	0.560754229	1.520882906	0	0.171612346	0	0	0.200334947	0	0	11.43436185	0.070321837	0	0	0.292812459	0	0
uvig_137035	0.042738605	0.158626324	3.271064443	0.469475092	0.015619273	0.016013367	0.489368194	0	0.384949121	0.06400427	0.17986934	0.624466145	0.254120383	0.290078998	0.10179031	0.129617673	0.089942133	0.063973	0.075655832	0.605330794	6.767487215	0.116549232	0.219093682	0	0.074012532	0.036859887	0.040409807	0.271581189
uvig_137671	0.406805809	498.400605	0.169468774	0.1648284	0.241591128	0.260388672	0.25550391	7.288778926	5.208803424	0.177689821	1.299483823	24.79479459	16.3607335	3.382354936	0.343147567	0.257033535	0.107013852	0.202974869	0.180031801	0.274372309	1.106698758	0.342055596	0.2001175	0.156093248	0.616424828	0.277755814	0.352585967	0.538549036
uvig_139142	1.025276017	6.573965116	0.093019283	1.292412704	0.69023299	0.97048932	1.001118471	0.509981797	0.590869677	0.969743886	27.57160337	13.08831816	2.459874436	4.277854268	0.706864192	1.063761908	0.340683651	0.726952586	1.289564406	0.436738598	0	28.99697625	0.167653555	0.124232556	0.654139179	1.116945785	1.071452521	0.685798511
uvig_140214	0.308071314	1.143421045	11.89556485	2.574136789	0.225175807	0.138514371	0.553683082	0	5.549632805	0	9.867769328	10.67455716	0.854824975	2.308427715	0	0	0.58349429	0.18445381	0.218139003	4.986727481	2.669373512	4.654254227	9.437430032	2.695150871	0	0.053139188	0.116513887	0.195762997
uvig_142442	0.275223887	88.25013144	3.104879135	1.71814807	0.18999099	0.332279798	1.147973032	3.973871233	3.100047319	0.320575451	6.302848746	19.76857378	24.00140726	4.188521237	0.100145723	0.231860893	0.032177808	0.41196707	0.189467066	0.556878577	1.119604425	3.385779915	1.458403048	0.58082565	0.503097482	0.290114847	0.28914125	0.388644884
uvig_144402	0.108612366	0.154134065	1.965868051	1.19308529	0.039693532	0	0.17316506	0	1.726372866	0	0.716543147	0.725470525	1.183967746	0.545515307	0	0.658799335	0.11428576	0	0.288398241	0.659287616	78.46947008	1.199563867	1.181062524	0	0	0	0	0
uvig_146874	0.554576733	2.542652079	2.166881152	2.840674549	0	0.046175484	0.303659141	0.582353396	0.500598775	0	3.756808017	2.649579002	1.587670565	1.338335687	0.146759164	0.186880082	0	0	0.21815803	1.620827791	0.225600536	5.310009448	2.220765455	0.993036928	0	0.106287645	0.11652405	0
uvig_149330	0.364723355	1.420044975	0.293397321	0.810039921	0.577598613	0.728827292	2.185004375	0.861729697	1.288268492	1.092401218	2.821029082	1.116568864	0	4.142304123	1.73731938	0.737422178	0.831511998	0.727911682	1.076054813	1.475937462	0.148368619	0.547035284	0.642120905	0.139946018	0.631609273	0.73396274	0.919599538	0
uvig_152276	0.076474252	0.801424237	0.316382365	2.28604989	0.16768992	0.114613969	0.266020304	0.361370518	0.081036244	0.229051868	1.304792863	0.670432478	17.05162073	0.570957611	0.227672903	0	0.321875612	0	0.067687319	0	0.093328648	0.271111328	0.665271374	0	0.132434202	0.131910354	0.361536109	0.485953351
uvig_152685	3.522628095	939.1555179	0.342002603	0.678098635	2.604357983	2.730752703	2.312235531	1.33931602	1.258557393	2.122287385	0.833606694	0.439482315	0.561750525	137.1721234	79.37786781	2.517359745	0.916007113	3.697036647	2.616149014	1.310816536	0	67.0729108	0.345944001	0.186434276	3.716279206	3.422214852	2.79471059	2.05833886
uvig_154730	0.099509703	0.206393034	1.73249741	0.645104856	0.036366868	0	0.620186336	0	1.79257947	0	0.260332473	0.290793024	0.295838434	0.270160199	0.059250434	0	0.157061425	0	0	0.604033565	15.81768416	0	0.386456853	0.114546984	0	0.171644179	0.470437436	0
