phage_id	H-10	H-118	H-119	H-120	H-124	H-147	H-161	H-169	H-193	H-314	O-121	O-122	O-123	O-152	O-39	O-418	O-420	O-434	O-445	O-90
uvig_207292	0.200787022	0.423758459	11.3987471	0.204892323	0.31797883	0.05015413	1.416300952	0.316265534	0.070921588	0	3.106058452	5.965306695	7.295834591	0.199877084	0.159404464	0	0	0.100182246	0.177716485	9.614951987
uvig_207325	3.731227136	37.64181892	31.33414471	25.81166208	0.566029373	0.26377774	4.877440959	1.996018442	8.330353591	0	38.51731195	27.50883381	10.18583374	4.950299989	1.341380225	0.854042905	0.3703895	0.210757089	5.171850775	14.24459823
uvig_209614	2.713653835	0.936472074	2.761401978	1.324141565	3.007191441	3.575045519	2.842032747	2.895531369	3.401169289	2.359684088	1.861956095	2.009906966	1.648216522	1.449701285	3.283669247	3.318536859	1.335591355	3.013678829	2.324374396	1.771198107
uvig_210196	0.131485043	0.717665982	0.31731469	0.662974409	0	0	0.114344666	0	0.139328647	0	0.448675841	0.713575975	0	3.65894731	0.626314468	0.598151909	0.276706393	0.196812525	1.51290543	0.266042329
uvig_213354	0.265141354	41.55586221	0.491328236	0.131302363	0.024224674	0.17385126	0.028822194	5.168195153	2.31790421	0	1.779363011	85.43679694	8.999242513	2.27648053	0.177605371	0.050257556	0	0.099218774	0.234676469	0.335298703
uvig_216666	0.017553773	0.350669153	1.26483112	0.341394568	0.006415211	0.023019763	0.073783079	31.810707	0.266613256	0.052576185	0.908483293	70.26908582	0.26093338	0.543289434	0.146327048	0	0.036941397	0	0.093221009	0.568283231
uvig_217100	0.234376425	8.008188094	9.635807105	4.811507375	0.128482996	0.043908263	0.220808399	0	1.034824611	0	3.039162019	2.764094522	3.367827484	1.113545353	0.907096278	0.17770425	0	0	0.103723223	3.438161859
uvig_218155	0.898387077	3.444735113	17.05435139	0.970682335	0.123121879	0.042076134	0.683614249	0.530653449	0.396658094	0.168175263	1.532815319	3.469171279	3.895017949	0.990861163	0.936111646	0	0.118164318	0.336186201	0.248488099	0.568051753
uvig_219929	0.559848749	0.414707877	0.193012972	0.144024061	0.45304865	0.539395728	0.486866922	0.377928944	0.211873552	0.479094594	3.079402247	0.383964459	0	0.227991107	0.285726174	0.667035958	0.084156084	0.419002964	0.495521825	0.404563845
uvig_223148	0.294633976	0.822458171	0.522399884	0.11369423	0.16920685	0.205017278	0.323332204	0	0.356811497	0.409719608	0.426098367	0.140570855	0.458823212	11.49007325	0.100246884	0.127652306	0.110722948	0.378017943	0.260780373	0.596152285
uvig_225910	3.199878331	24.0044975	31.22020036	28.3044163	0.771823276	0.287744501	5.491278555	0	10.5565778	0.191682323	27.74926152	40.12859064	16.48939489	4.743315848	0.533479334	0	0.538723961	0	2.209124253	9.323314714
uvig_228107	0.880727331	0.700470117	5.790825584	1.223487603	0.459815815	0.377134051	2.954246674	1.189079553	2.355386137	0.188422187	1.116279922	2.337351123	2.244315189	1.656689458	1.086269385	0.572372254	0.463366169	0.564990398	0.334084836	2.67305023
uvig_229040	0.080125795	0.017493566	0.1104964	0.173147402	0	0	0.069680605	0	26.94338229	0	0.191393298	0.117074122	0	2.34937339	0.11927199	0	0	0	0	0
uvig_229270	11.79266315	35.13725057	0.094002968	30.04966143	0.946650911	0	0.829914558	0	0.120386727	0.408332914	0.806369711	0.113827263	0.405307789	0.555191721	0	0	0	0.306100066	0	0.275848212
uvig_229980	0.129265658	0.512230919	3.571926165	0.428315079	0.047241495	0.108975283	0.155506863	1.2216608	2.680180691	0.077434012	1.330659129	1.397666124	2.20332985	0.593097103	0.288629378	0.137212945	0.136017881	0.116094271	0.308915003	0.340017211
uvig_230359	0.93441432	0.52135172	0.536913124	0.261750422	1.252135666	1.050323459	0.993182865	0	0.770121206	1.243871649	1.310856137	0.758499918	0.411552152	0.535558003	0.927287357	1.88926164	0.327741227	1.243263952	0.82704961	0.630220633
uvig_234678	1.783476106	12.15328791	0.199527248	58.0991571	0.202875067	0.035403212	0.667641404	0	0.104297325	0.035376018	0.467524817	0.355012265	0.140455744	1.696297244	0.196913043	0	0.024856111	0.353587353	0.167263972	0.0955927
uvig_234806	0.185246693	3.53212853	5.343412661	3.202462671	0.090267138	0	1.00238726	0	3.664217983	0	9.453863896	8.480971819	5.752080723	2.380529072	0.477967827	0.187272104	0.454820565	0.184856865	0.109307832	1.624227832
uvig_235440	0.269105471	2.908263312	16.88533573	1.526495262	0.196694852	0	5.148547991	0	1.354503722	0	2.984435655	25.30508732	9.067119803	2.191793922	0.240347655	0	0.070790565	0.20140438	0.952740428	7.350733582
uvig_238269	0.596771657	170.3968484	0.804266064	0.429863489	0.27757734	0.447198676	0.566156251	2.307254462	2.625299657	0	1.518048641	19.13783146	8.171974468	2.518648431	0.387634884	0.493606237	0.342515002	1.136893852	0.576220659	0
uvig_239614	0.44951854	3.647072463	1.029838017	5.013598169	0.031796377	0.032598641	0.113492714	0	0.640234008	0	4.050879776	10.01248627	0.689755325	0.641696182	0.034535998	0	0.061032161	0	0.025668943	2.200500973
uvig_239813	3.510756554	12.75721935	10.18376405	11.03101852	1.032333387	1.300296038	2.012001092	0.762744238	3.321086559	0.725189179	16.31300477	11.55649383	7.67804408	2.640307088	0.432493985	1.223841971	0.636920997	1.449669771	1.928711625	2.612797957
uvig_244316	0.055660361	43.51673885	0.402977782	8.439573377	0	0.031282367	0.363033617	0	0.304733733	0	1.000318236	2.648935521	3.08888656	0.438227832	0.099424492	0	0	0	0	0.225242534
uvig_247354	0.137982253	0.828441651	1.046554138	1.81387967	0.025213533	0.15509822	0.759967704	0.652019696	0.877280649	0	4.912500956	1.670481786	1.640863253	1.816857677	0	0.418472683	0	0	0	1.675131366
uvig_247884	0.453010028	1.038491899	1.616456232	1.297081662	0.430448931	0.780778727	0.604065384	1.284388911	0.816057579	0.474891572	0.690474574	3.006944782	4.489269989	0.799423864	1.321691201	0.755639035	0.429005805	0.949319124	0.92220554	0.183320992
uvig_249390	0.134365069	179.7283676	0.162132548	0.145177733	0.229157265	0.369190171	0.285631505	5.92598622	3.409221433	0.268295706	1.859486654	30.18725942	11.85070795	2.000262361	0.640033152	0.271668322	0.047127887	0.268164629	0.673916549	0.543739347
uvig_251681	0.077453105	0.304380859	0.140188995	0.181319523	0.063688618	0.101570878	0.185229897	0.182997991	0.10943132	0.115991841	0.625507125	0.35567393	0.153510024	6.355666216	0.046117413	0.234899837	0.162997775	0.173902759	0	0.078357979
uvig_252359	3.303512493	15.93218933	23.80206714	18.79592238	1.166607781	0.945708266	4.798871357	0.526192536	8.351571247	0.555871686	28.14403311	20.314641	22.29084237	4.051053104	0.353616102	0.900574849	0.859253821	0.888960181	2.628258087	8.336491514
uvig_258701	2.084287175	0.546065578	1.006007867	0.675604356	2.247087804	3.12377592	2.749079222	1.969813155	1.361984283	2.497101235	1.280225263	0.870117833	0	3.069822289	2.109757702	4.898951488	0.87726417	2.651873849	2.49048196	1.265182563
uvig_260892	0.124696697	0.38114391	2.514934054	0.224552208	0	0	1.265147895	0	1.960007679	0.186742667	1.659494774	1.223329155	0.865009546	0.914059888	0.148494733	0.189090119	0.262420519	0	0.110368979	2.144609686
uvig_262416	0.603716577	0.817204574	7.555366055	3.326725037	0.132380745	0.31668206	0.647519911	0	1.215488257	0	0.892712323	4.939803635	1.076895384	0.491711416	0.215680288	0.183095209	0.381151116	0.361467679	0.374044451	0
uvig_266196	0.068177195	0.137685073	7.069041796	0.23326797	0.03737411	0.025544738	0.227276887	0.161081852	0.559892818	0.153150703	0.597124555	0.505193785	0.337813532	0.430346249	0.253714477	0.206767848	0.215215342	0	0.181030795	0.206921098
uvig_266663	0.173529898	0.088400983	0.039884012	0.062498082	0.147976097	0.151709726	0.083838088	0	0.040862588	0.086624684	2.598874035	0.024147578	0	0.031407907	0.03444127	0.350854405	0.060864758	0.086582363	0.204788292	0
uvig_270749	0.114389433	1.473478886	1.045075258	3.007468882	0.062707233	0	0.348171733	0.270267232	1.575771805	0	4.462878917	2.172790317	5.781279856	1.040367197	0.647046684	0	0.120364593	0	1.113706278	11.91976032
uvig_271051	0.459230771	0.037598303	0.098952503	0	0.398597954	0.591474482	0.515847096	0.271255452	0.18248464	1.031598843	2.389775785	0.047928242	0	0.062338582	0.273436876	0.348188858	0.120804701	0.171849142	0.254040567	0.116148975
uvig_271698	0.793191397	0.505092351	15.79231394	1.999716411	0	0.34672656	1.168812606	0	6.583982515	0	1.037554486	1.186549111	0.917049323	2.332899542	0.472284942	0	0	0	0.234017759	1.471173256
uvig_276225	0.239019852	0.509800598	0.450054133	0.192035267	0.228459914	0.220446356	0.303797209	0.347526634	0.565005512	0.137673144	1.020576396	1.350901867	0.109322557	0.394342557	0.426954241	0.195165274	0.251505112	0.16512706	0.325471295	0.446422683
uvig_280596	7.762990893	60.49053389	40.2218981	40.52721919	2.310182889	1.260414816	10.44798884	1.397453129	19.65120079	0.608963235	48.53174744	49.49134484	16.55831448	7.798062956	1.760864235	1.233236435	0.933542014	1.106664952	3.27191383	16.6049336
uvig_280979	0.210274317	0.688626116	1.214274369	1.135977857	0.038423481	0.07878591	0.274294468	0	0.575613201	0	1.447027162	2.348175387	4.792719119	1.855348635	0.438208079	0.159430027	0.331887072	0.157373866	0.279170527	0
uvig_282601	0.514890329	1.305732843	0.983149728	2.496328908	0.086848656	0.059359974	1.228495195	0	0.797423535	0	1.009147102	22.30508308	3.767996796	5.129153513	0.28299498	0	0.083351654	0.296427004	0	0.160278683
uvig_287346	2.410970454	8.422051047	4.892769548	6.690079602	1.501899752	2.0735901	1.763114402	1.553559689	2.883820943	2.954134869	12.07891879	7.685975619	18.35370816	12.40684049	1.500801126	2.326543235	0.403599014	2.952691618	1.939953315	2.328267593
uvig_293756	0.065725396	2.703461002	1.536309411	3.309274242	0.07686412	0.182233098	0.213387776	0.496924806	1.221129625	0.37402912	1.414455932	3.621826623	0.937915286	0.699479862	0.195672287	0.039866406	0.09682201	0	0.430483993	1.994797697
uvig_294945	0.11896424	0.23375717	0.854458513	0.214229273	0	0.014857903	0.068970716	0.2810761	5.028430347	0.059385961	0.568330287	1.597507867	0.078594668	0.107659192	0.04722275	0.060132473	0.020863061	0	0	0.240708164
uvig_296212	0.20253308	134.6594392	0.052368847	0.109415689	0.037008923	0.050590274	0.058710296	8.055148963	4.870567747	0.151654247	1.555015837	87.56619498	7.760694916	1.457128247	0.2512354	0.102373746	0	0.151580156	0.268892879	0.136599497
uvig_296393	0.071495928	1.01461356	3.037973771	2.684415551	0.293950566	0.053576412	0.300516009	0.506769009	4.356254237	0	4.139369224	6.499201234	4.03853706	0.567757806	0.085140737	0.379457583	0.54542138	0	0.664450575	7.12462366
uvig_297218	0.09839403	0.687424058	3.205651773	2.834987266	0.143836535	0	0.541926831	0.464949978	0.868863533	0	1.980966328	1.663582284	3.21773741	1.21544716	0.058586136	0	0.414134666	0	0.696708025	2.488588845
uvig_299451	0.48190255	0.920604886	1.453727688	0.781023521	0.044029089	0.270840002	0.558775709	1.423235353	0.638312432	0.360842626	3.261454069	5.029441328	3.104134213	5.037045686	0.071734048	0	0.380306135	0.721332671	0.533164608	0.243766274
uvig_300460	0.113188999	0.271833454	8.994788049	0.529956163	0.103415277	0	1.296043618	0	4.657715484	0	0.823984933	2.197240957	4.37458376	0.860435236	0.471767874	0.085819921	0.476405817	0	0.100183522	0.68706822
uvig_302929	1.947698329	1.301215166	0.349173133	0.954010106	1.395141423	1.89739331	1.174365621	1.104435657	1.114498575	1.866767675	4.023209172	8.27732453	2.856612398	8.090382574	1.159705709	1.94930372	0.983729677	1.632623703	1.620472334	0.788181204
uvig_303877	0.144775683	0.537341696	0.524083764	0.351958753	0.661372458	1.044212002	0.818367805	0.684121286	0.281255564	0.216812455	31.28023423	0.483510736	0	0.805759471	0.732724395	2.195379003	0.533183266	0.650119593	0.512563514	0.952035997
uvig_305873	0.391043597	1.323313903	6.235233197	1.778070353	0	0	0.212541995	0.461958188	0.846007247	0	1.045269114	7.63180574	0.387519078	1.526121	0.116418309	0	0	0	0	0.791224207
uvig_306625	0.132330633	0.741542178	0.334562761	0.317732401	0.048361622	0.165272828	0.242946719	0.208437865	0.04674156	0.132116706	0.802775656	0.773408495	0.043712641	314.4357406	0.183849849	0	0	0.13205216	0.117125771	0.357004354
uvig_306928	0.51107003	3.928546332	4.735269177	1.51087235	0.41246349	0.390955725	0.308643744	0.503125881	2.286575611	0.382682872	4.103152467	6.853999422	6.246385634	6.133953683	0.976306095	0.193746697	0.313696774	0.318746593	0.188478253	8.918953596
uvig_308234	0.220513192	3.117312539	0.152047875	0.63535571	0.080588866	0.206555569	0.159805928	0	0.27261229	0	15.67652031	6.351907709	0.327788523	2.768867978	0.065649388	0	0	0	0.29276416	0
uvig_309497	0.123920214	15.38078923	27.10750614	9.14931099	0.22643973	0	0.215531974	1.171142201	0.26262509	0	2.819078868	1.138112904	4.298115755	1.076584364	0	0	0.325983041	0.370978318	0.658090285	1.50441547
uvig_309747	0.760418855	0.393203874	0.179373554	0.115313894	0.86296217	0.884735824	0.638087545	0.756478777	0.381685666	0.899040261	3.819410286	0.551358062	0	0.336834763	0.405111247	0.667583886	0.421126063	1.018414504	0.885587259	0.485875402
uvig_313824	1.04861348	1.318892737	0.557996838	0.689650834	1.349624922	1.776573847	1.652022339	1.077196878	0.789089912	1.160713746	1.680225948	1.161015315	1000.035496	23.44355726	1.642362719	2.004931238	0.815547697	1.842585897	1.936961163	0.830241612
uvig_318656	1.740566435	3.727034691	2.677262965	3.037946886	1.370079455	1.454814346	5.841199702	0.632680914	1.111368096	1.203059505	6.609552528	12.79980188	5.174635561	6.979180283	1.434980041	2.03030431	0.563533953	1.202471747	1.777585858	1.354539403
uvig_321869	0.047071269	0.123322735	6.613011879	0	0	0.017636737	0.095515147	0	0.049879256	0	0.053541555	0.127729077	0.04664701	0.019169161	0.168164089	0	0	0	0.083325509	0
uvig_322655	0.164812583	0.151128251	0.539796117	0.480803655	0.16865098	0.271709841	0.262767324	0.311521367	0.820828241	0.197455375	0.397430602	0.818762307	0.293988797	0.214776885	0.186453299	0.724773405	0.069368644	0.345378088	0.218813292	0.466866582
uvig_322900	0.269349145	2.440448773	4.190333612	1.540003508	0.073827359	0.02523004	1.991012945	0.636389619	0.594618517	0	1.73866753	14.3647153	2.735945084	3.208401174	0.400942148	0	0.212563997	0	0	3.814942773
uvig_327352	1.548173306	1.406839554	19.22931374	4.505898603	0.336419377	0.721170591	1.091638045	2.768110153	3.665323767	0.501298545	4.188278959	9.45008314	4.312400622	7.372562859	1.071303219	2.157300542	1.408901637	0.87684386	0.814765455	12.19143226
uvig_328398	7.608307881	43.63223443	31.09596391	23.09288706	1.591910022	1.109811663	6.111414081	2.744443312	9.23149647	0.347908773	27.12506608	30.23456675	13.35281025	13.44998347	0.899117052	0.880705417	0.427787083	0.695477603	3.598378958	14.92433163
uvig_331758	0.042653453	0.335245295	0.985246226	0.192024473	0.062352612	0.015981462	0.160736996	0.201554117	0.572506735	0.063876748	5.642466434	0.694447331	0.295883088	0.341611235	0.279365634	0.129359424	0.044881466	0	0.28314411	0.863035339
uvig_335993	3.625602559	1.149258612	0.418396522	5.034658393	3.060284777	3.685993792	2.974872775	1.684564474	2.041503273	2.521702673	3.323331419	1.181086331	10.23758016	1.081104158	2.655557611	5.428854237	1.26102074	3.860180333	3.484269437	1.933736212
uvig_336069	0.166156357	1.43895982	23.27636709	5.98424461	0.020241196	0.041503816	3.660571186	4.710919619	2.425829113	0	5.543875344	9.942249928	6.751009646	17.96881962	1.401556923	0.419932605	3.962939702	0	0.416683889	0.840487691
uvig_349986	6.760470219	4.384553354	0.045700664	44.32829335	0.605560043	0	2.324772208	0	0.093643909	0	0.42218212	0.553384819	1.313634778	0.323895693	0	0	0	0.69446626	0.117327226	0
uvig_355065	0.038551152	0.197793139	3.99390401	0.881664719	0.028177848	0.043333218	0.51964723	0	1.211909471	0.057733245	0.583208815	2.631331906	1.260721651	0.25642442	0.149202748	0.175376945	0.223106845	0	0	0.351013857
uvig_366403	0.200203794	1.857664286	6.815931113	2.145120279	0.12804152	0.337557019	0.319192953	0	0.371256801	0.449730321	1.22970557	0.877570702	1.884793686	0.611477895	0.11920608	0.758972773	0.105330744	0.299673736	0.17720027	0.405085493
uvig_366661	0.74846642	5.710267579	23.81141657	3.219813009	0.288731314	0.311596188	0.518306403	0.392977145	0.704991473	0	2.856747336	3.627994458	1.730680959	0.733785471	0.247585906	0.378324921	0.262520916	0.373445684	0.625663489	1.850959359
uvig_368605	0.021301005	767.0741593	0.110155742	0.291525178	0	0.023943282	0.148193666	0	0.594387956	0	1.274444476	8.963572664	0.506616406	0.231321514	0.240979336	0	0	0	0.075414033	0.086199447
uvig_371277	0.379720042	0.227982868	1.178207585	2.889033734	0.138772685	0.035568525	0.467811348	0	3.202209279	0	0.734256024	0.752969948	0.094074396	0.231954058	0.395665034	1.151615231	0.199777406	0	0.084022501	2.881171928
uvig_372253	0.095067336	0.072644939	2.310660947	0.4879087	0	0.017809989	0.289360285	0.224615027	0.461718028	0	0.367659097	0.337342269	0	0.748488715	0.056605343	0	0	0	0.084144047	0.480889969
uvig_374792	0.242856355	0.265109613	7.556357012	0.28426619	0.044377205	0	0.211197625	0	0.686249864	0	2.513772335	6.513930469	1.323671056	1.499984635	0.253054244	0	0	0	0.161214022	0.122846806
uvig_378528	2.75744685	3.956151735	3.977230087	1.479538619	1.54245607	1.518119266	1.647596066	0.531836999	2.444888134	1.348402842	4.800731427	4.322643369	0.780741052	3.055603523	1.273270773	1.877360325	0.473711471	1.853148104	2.789273962	2.277274864
uvig_378623	0.138550527	1.119221141	10.72359276	4.341300121	0.151904244	0.155736985	0.98399427	9.165870136	3.45016695	0.622469453	3.766527654	11.10529052	7.002389565	10.79558088	1.031203312	1.470686504	2.186816217	0.414776896	0.73578598	22.42707091
uvig_380418	0.263936166	0.307329062	25.1447872	0.190117141	0.321527497	0.362604058	0.816104796	0.415733605	1.009959181	0.527018969	0.570410592	0.918201866	0.348743041	0.310510963	0.57623076	0.53364387	0.092574312	0.263380746	0.233609758	0
uvig_380984	0.123535587	1.011414904	10.97757826	2.235736023	0.04514738	0.092573014	0.402868126	0	3.076266891	0	0.653401478	1.224831115	1.040588252	0.972626319	0.073556014	0	0.064994249	0.092456717	0	0.749873014
uvig_382713	0.634173373	17.52009884	9.502303205	5.270821166	0.534843074	0.292446858	0.905029901	1.383099369	1.309546894	0.146111114	4.17270391	3.645341297	3.287316153	0.807886633	0.522833323	0.147947807	0.256653683	0.146039731	0.474951662	0.789639791
uvig_384644	0.177571733	0.287995124	5.019997135	0.986715437	0.046353899	0.095046935	0.169130499	0.359612292	2.338617044	0.056984358	0.620367916	1.689106343	0.477636275	2.379467515	0.143491277	0.192335602	0.080077387	0.113913036	0.06735799	0.744248865
uvig_386381	3.339151901	18.37439515	19.38250164	13.57242975	2.988558851	3.012897996	3.99033877	1.288064375	3.658697428	3.265718004	65.62260054	105.2313012	22.69066808	11.93316778	1.136120067	2.686750438	1.36240598	1.836068922	5.730015236	11.58227224
uvig_388303	0.307668817	2.055468884	0.477322361	1.302008213	0.264235895	0.265139018	0.280939198	0.290770912	0.342323605	0.322530009	0.881899506	1.74037682	0.396364494	0.342470584	0.366386599	0.186619644	0.226617981	0.460532051	0.272317504	3.579527583
uvig_389121	0.106419995	2.579005166	0.495305087	0.479099396	0.116676921	0.03987361	0.215943222	0	0.187947282	0.159371933	5.483483156	0.444266686	12.5498376	0.433381562	0.380189912	0	0.335936609	0.159294072	0.470961401	0
uvig_391953	0.06269416	0.041063346	0.021614384	0.022579767	0	0	0	0	0	0	0.242460546	0.052345288	0	281.6366471	0.149318349	0	0	0	0	0
uvig_392479	0.128659468	0.688198677	12.84121459	0.718233775	0.282119738	0.433856977	1.081578514	0.607965916	0.863451927	0.192677214	3.35129231	9.802235513	0.254999692	1.903681061	0.689462046	0.195099266	0.473830093	0.192583081	0.455505702	0.260325156
uvig_392738	34.24750848	2.640793644	6.618787721	7.699561274	2.081735316	1.42284013	24.27896028	2.990749313	92.08002274	0.210629222	14.76613362	24.63102555	43.48630625	207.8758649	2.261100593	12.15678557	1.331942173	1.263157908	2.73870196	2.561220165
uvig_397366	2.616940057	3.073845601	0.631549797	12.93124266	0.841621686	0.078441536	1.456509448	0.989284589	0.332766108	0	1.690741402	0.458842438	0.62240479	0.454704953	0	0	0.110145462	0	0	3.600618218
uvig_401215	2.548265509	4.614459789	1.326419842	1.655597274	2.885174316	2.377609603	2.462304302	3.541630431	1.553102016	2.91828507	31.91807391	8.030743277	2.673844639	3.201418419	1.6660523	2.954969424	1.20924745	2.617694274	3.051516104	2.426387324
uvig_409788	0.104081295	0.468360317	1.686499943	0.160355287	0.050716806	0.082327723	0.112303499	1.338855615	1.752388046	0.034637679	1.283852328	0.265529869	2.223308959	0.285711359	0.189360319	0.070146185	0.206867347	0.086551891	0.261013178	0.257393307
uvig_413650	0.310167774	1.530421683	2.459463001	0.4915206	0.272049784	0.37188527	0.413592645	0.29313262	0.273892092	0.092899906	0.776165671	1.100616734	1.35243767	0.277885924	0.44323497	0.752541647	0.130547785	0.278563559	0.549058658	0.125516568
uvig_414386	5.344976323	4.22001235	0.385687554	90.81230883	0.545128699	0	2.432200679	0	0.373197793	0	1.060409648	0.467025241	0.615907148	0.674937039	0.148024441	0	0	0.279090445	0	0.25150795
uvig_416283	1.313546584	17.60122858	0.490595286	2.444265051	0.840086486	1.435471595	2.046643735	1.29312862	0.947268573	1.393387035	56.53935011	33.35858395	4.33902482	10.02983866	2.639644007	3.402765171	1.26698001	2.457716986	3.148760798	2.547044077
uvig_418132	0.210265625	0.591683907	8.006227724	0.45437236	0.017076397	0.061275397	2.248444415	1.269582979	1.493644196	0.069975236	1.71138103	16.80473082	2.870882145	0.339340338	0.306037435	0.03542743	0.258123718	0.104911574	0.289498209	2.85993084
uvig_418142	0.051047302	0.362211433	0.219987798	0.239005845	0	0	0.081386765	0.241218313	0.090154127	0	0.644511766	2.173669339	0	64.75570573	0.030394773	0.077408148	0	0.03820491	0.090363879	0.309862083
uvig_418838	0.525138733	1.031864236	13.01723447	7.88683005	0.191917476	0.118055881	0.50234987	1.488890587	4.674308847	0	2.007004779	9.843304193	3.434676965	2.038759633	0.625360076	0.31852823	0.718340328	0.157210094	0.092960002	3.400152667
uvig_425903	0.530014935	7.592761964	0.15461557	1.189384157	0.148999642	0.137483187	0.047274076	0.577967598	0.072004157	0	29.22524973	19.35199456	3.393844587	6.796245565	0.339859093	0.123648438	0	0.183080626	0.36085841	0.164986777
uvig_426811	0.061958748	0.21643556	0.170886757	0.167361775	0	0.069644402	0.04490151	0	0.109424722	0.092787878	0.366472218	0.2198579	366.6826356	0.075695678	0.18445853	0.093954269	0	0	0.082259482	0.250730414
uvig_432191	0.03634194	0.487965613	12.10322245	0.071988507	0.026563089	0.040849965	0.100080626	0	0.03850988	0.163274351	0.347234179	0.36411608	0	0.118398251	0.108194258	0.165326794	0.03824027	0	0.160831156	0
uvig_433285	0.426919177	0.598680048	5.389209277	1.271461314	0.102014453	0.073827113	0.299868721	0.85349795	2.905713911	0	0.926379784	2.728198092	0.423071308	2.759426945	0.166206246	0.224093216	0.138221355	0.049156244	0.087199831	0.730919222
uvig_433958	1.814000307	9.050337072	25.14891279	12.91528087	0.816405106	0.918816492	1.762546054	1.190535476	3.624913287	0.553381821	8.841827297	24.38729836	5.326371925	2.37578568	0.720065827	0.967856747	0.812988265	1.106222928	2.601619175	4.112191753
uvig_435637	0.10989642	2.339344382	4.281320837	2.711230821	0.060244205	0.082352325	0.589350392	0.259651617	2.057321795	0	12.12524039	8.051581259	4.138424653	1.61113986	0.392609587	0.166646973	0.231273773	0	0.194538524	2.890688438
uvig_436116	0.157349801	0.625235438	1.139203416	12.80757811	0.092008225	0	0.127715184	0.29741555	6.536064538	0	2.469905642	13.82077662	2.058296994	1.273029299	0.037475919	0	0.132455205	0	1.225577972	18.14744301
uvig_436340	0.34708111	0.252589749	1.386054531	0.302092612	0.169125925	0.270926861	0.289259166	0.068337206	0.633409004	0.129945006	0.417819331	0.839179855	0.257964623	0.722426212	0.275547083	0.21929747	0.213039736	0.259763042	0.025600109	0.702272019
uvig_436701	1.115435652	4.983645139	2.224934805	2.109095283	1.455884629	1.582175593	1.443493411	0.941226132	1.378971776	2.147719684	2.954399104	2.727412658	4.500484304	4.79122044	1.850151093	1.449811754	0.754521883	1.788892007	2.256620556	1.289676718
uvig_440553	0.34240598	1.258396386	5.203931264	4.007901844	0.260699725	0.128293208	1.100094613	0	1.52187805	0.085463111	1.512450216	8.397881167	1.753152494	0.627481679	0.237856067	0.259612279	0.600486066	0.085421358	0.681892532	0.69281252
uvig_441164	0.244426559	0.120070663	4.476752876	0.225582104	0.033498097	0.103029891	0.061997582	0	2.066664578	0.045755891	0.253697591	0.427290982	0	2.857614026	0.03638434	0.138993197	0.03214928	0	0.027042727	0.370923239
uvig_443747	0.063164665	0.136181244	0.032664893	0.105215157	0	0	0.064085613	0.111929082	0.050199515	0.035472685	0.181413939	0.032961329	0.039122097	383.879132	0.014103651	0.065850758	0	0.017727678	0	0.015975652
uvig_448159	6.018906393	27.37180141	3.466315081	1.280945452	3.24951645	3.997807152	3.033504547	1.292803115	2.295098523	2.048582786	3.827675362	2.427025593	9.082546397	4.363738483	2.117699647	5.393269783	1.4393876	3.890405695	3.692808847	3.321395138
uvig_451553	0.091032799	0.075524436	0.740671583	0.098358416	0	0.040929974	0.063332618	0	0.128617688	0	1.375089757	84.1919483	0.036084924	0.306461213	0.043362467	0	0	0	0.032229232	0.736770576
uvig_453172	0.040537607	0.597403654	4.234640204	0.131399281	0.066667027	0.045566082	0.182141162	0	0.050115141	0	0.138329381	0.194615065	0	0.852934619	0.048274102	0	0.042655098	0	0.107639441	0
uvig_453807	2.227028569	3.816817929	2.629675433	2.105462309	1.749865702	1.794017081	2.081966848	0.526178713	1.415927787	2.167842625	9.182667864	6.368495895	1.213825865	1.315046125	1.524929382	1.519680136	0.93734318	1.833432209	2.020420328	1.802437301
uvig_454815	2.049221575	9.576650726	22.26045805	10.43439213	0.897400281	1.032566079	1.823052732	1.41911416	3.987260402	0.846582945	8.841352047	17.19070617	4.936827452	2.417226814	0.925634868	1.446567071	0.66918512	0.740398176	3.049001354	3.574417825
uvig_456586	0.096809748	1.96565836	1.33504181	2.47553924	0	0	0.36482177	1.143659077	0.615508999	0.144979867	6.816239108	2.162187668	1.055309106	0.617650631	0.17292845	0.293604678	0.101866629	0	0.342745023	0.489703814
uvig_458475	1.119193126	7.537234943	9.438534915	3.53475167	0.786578662	1.128995085	0.61142905	0.406817066	0.714615374	1.805004645	3.476362943	2.51582388	1.36505319	1.741301166	1.384049266	1.174946456	0.815299236	0.644329573	1.714495207	2.438732154
uvig_460146	0.059544788	0.448506609	3.60277101	1.533353083	0.152328885	0.089241337	0.051782535	0	0.210322902	0.178345582	0.954988064	0.198863122	0.295040522	0.897207041	0.106363131	0	0.187965374	0.356516902	0.527030597	0.240961765
uvig_460500	0.367876035	128.7963463	0.507314498	0.264986573	0.228555085	0.358374558	0.373239711	5.041235393	6.224146723	0.110184397	1.087952469	55.22575902	19.977906	1.348314491	0.219042103	0.334708416	0.077418426	0.660783396	0.390728256	0.223304327
uvig_460769	0.999838384	6.885261535	3.102330764	2.59571521	0.487201944	0.296574966	1.67861719	0.590578048	1.780519544	0.623888772	11.76130243	4.504419614	9.908267316	3.0085424	0.644938072	0.631731377	0.263016296	0.124716794	1.253688252	9.187967456
uvig_460930	0.026738419	0.096322039	0.553098856	0.178155744	0.004885918	0	0.06200747	8.275886128	0.070833679	0	0.593069258	64.6970703	0.105989691	0.511777016	0.03980172	0	0	0	0	0.0811524
