phage_id	H-10	H-118	H-119	H-120	H-124	H-147	H-161	H-169	H-193	H-314	O-121	O-122	O-123	O-152	O-39	O-418	O-420	O-434	O-445	O-90
uvig_97882	5.015405902	5.986654204	12.55622567	25.13676483	1.473198374	0.421498347	5.50295086	6.866279603	3.029815688	0	3.145642744	5.068069786	4.087642358	4.39033177	0.390729722	0	0.690499215	0	0.08297445	6.828560983
uvig_98139	0.053354666	0.139784705	2.244130067	0.595698461	0.038998048	0	0	0	2.751490869	0	0.825365657	0.534569485	0.2114951	1.34713554	0.031768632	0	0.449133284	0	0.283345118	0.215912005
uvig_98366	0.18845773	0.108006343	0.129945049	0.169686128	0	0	0.034143833	0	0.058245828	0	10.91909537	0.17701782	0	0.169482858	0	0.035722172	0	0	0	0
uvig_99078	1.590324652	1.257923493	8.79043963	0.779339025	1.333903654	1.152657522	1.405682385	0.246390202	0.884036101	1.249379974	4.465972092	2.655622231	1.033436644	4.805976763	0.589882696	1.581356659	0.713250604	1.560961983	0.553808061	1.371524882
uvig_99689	0.082790161	0.411212326	15.62710871	0.790163518	0.136154409	0.062039894	0.563981541	0	2.763461031	0.061992241	1.304258198	2.66991679	0.820439639	0.550681828	0.431333194	0.062771515	0.17422945	0.123923909	0.256471342	1.381996873
uvig_105790	0.241321653	0.79030285	2.350339112	1.325435229	0.132290306	0.31646571	0.559634629	10.26304615	2.962060405	0.090349324	2.168495169	4.029737858	0.119573297	7.468907457	0.43106588	1.006335675	0.63481787	0.180610366	0.106796832	0.488281958
uvig_106252	0.119436879	1.069124546	3.582395106	1.742151198	1.418607583	0	0.363534847	0.282192802	4.788253318	0.089432847	4.143557422	4.163374082	1.183603812	0.389112899	0.284462184	0	0.251351387	0	0.211427034	5.679115412
uvig_106649	0.032383816	0.173220826	10.1095602	0.781439214	0.035505019	0.012133619	0.314478626	0.076513049	1.973149237	0.048497196	0.556211607	0.53400538	0.256735497	0.439596235	0.192820909	0.098213662	0.034075393	0	0.229303184	1.113913151
uvig_106878	0.073076715	0.311114049	0.176357055	0.289510336	0.013353327	0.041070747	0.084733922	0	0.116154045	0.054718934	7.547444691	0.442351525	0	0.148797698	0.152290622	0.055406779	0.038446947	0.218768802	0.064680161	0.443582756
uvig_106895	0.361581065	0.473655875	0.277018613	0.21704351	0.440478683	0.496751784	0.407614399	0.379691301	0.298006184	0.300830441	6.978101535	0.385754961	0.119440699	0.196332236	0.191372381	0.487379257	0.16909704	0.360820164	0.320035205	0.243870244
uvig_106907	0.270315339	0.317216053	9.645546181	1.788917914	0.148184377	0.329167066	2.634822027	0	6.409111099	0.303613137	0.822487968	5.741106794	1.339394786	0.999915124	0.201190193	0.102476571	0.142217663	0.505774677	0.328976945	0.820420183
uvig_107420	2.417278507	7.924843245	1.048444362	4.788304444	1.681347486	2.322707117	2.407314917	1.473881168	1.074168506	2.101968039	1.401384019	5.28979541	1.777300007	3.387200585	1.439304868	2.010146928	1.640997188	2.451097969	2.277566216	1.262203472
uvig_108334	0.363394473	0.528923736	7.762360869	0.605316385	0.166007917	0.260967985	0.250184404	0.143098326	0.219277335	0.181403503	0.671686716	10.89112811	0.15004965	0.238424569	0.360622791	0.298486238	0.15932353	0.181314878	0.321640251	0.367639959
uvig_110632	0.729399182	0.955482024	2.170429048	1.645053919	0.672886578	0.711090975	0.49472447	4.015566061	2.70143557	0.805991099	1.673819671	0.739075097	2.400059802	0.511405766	0.847520493	1.009415073	0.581213234	0.741997541	0.789751879	0.601799364
uvig_111515	0.424401374	4.123279655	0.548685943	0.038212827	0	0	0.123025485	3.008191795	63.3728457	0	0.193095365	6.444664255	0	4.349603545	0	0	1.004782689	0	0.187818714	42.07724033
uvig_112338	0.172114642	2.281469712	1.254576878	5.18488411	0.040436426	0.018425195	0.103348954	0.232373852	0.264888089	0	1.241760457	4.234130558	0.657887225	0.477289365	0.161041782	0.074569917	0.181105093	0	0.228507866	1.218878033
uvig_113131	0.727568628	2.95700444	35.59940732	11.7514523	0.122721974	0.04193947	4.493954632	2.115719461	3.024578455	0	4.392530441	34.95286013	7.542884025	5.454827197	0.366563654	1.782230171	0.588902579	0	0.0990724	4.076688233
uvig_120986	0.138577705	1.058930375	3.081547474	0.199639158	0.05064468	0.674992645	0.04017091	0.654833434	0.832118344	0	1.371348049	1.793393414	1.098629509	0.526717	0	0	0.145816345	0	0.245310103	0.560786753
uvig_121436	0.577274994	0.630171486	0.776181232	1.268250248	0.432491003	0.432588596	1.121181313	0.272784838	3.935345491	0.17290253	5.666679082	2.108683073	9.782430378	2.084444436	0.653074084	0.131307003	0.668172004	0.561658688	0.536493075	17.0533611
uvig_124379	0.572840964	16.80435371	4.111427619	2.982159592	0.152255097	0	0.784988018	0.246081442	4.506613126	0	1.386092827	2.17401179	1.8578549	0.749330116	0.248060419	2.132156263	0.21918671	0.467701767	0.092185678	1.896654709
uvig_125485	6.390646363	3.333903586	0.231919339	83.46468948	0.590028368	0	0	0	0.047521921	0	0.413190205	0.056165766	0	0.073052841	0.080108256	0	0	0.201385202	0.119081214	0.272223468
uvig_126335	13.51882353	18.12766443	3.643849656	110.4267586	1.09591409	0	4.959110112	0	1.076566114	0	8.745366825	0.738803968	7.307441947	1.10774611	0.643954214	0	0.051727209	0.147167726	0.130532764	3.083488164
uvig_129987	0.907898886	0.090099172	0.554875046	0.118904192	0.301637456	0.494797055	0.598140362	0	0.408146094	0.494417001	5.445125184	0.223964233	0	0.201670903	0.147432136	0	0.173695128	0.370631589	0.219158404	0
uvig_130390	0.342253922	4.919265669	0.86529789	2.157142612	0.60455477	0.854908234	0.942519495	0	0.987270306	1.19595221	22.0343347	10.4063669	2.713353204	3.8716236	0.883073058	1.210985948	0.24008776	1.024601077	0.706833777	1.154174754
uvig_130847	0.056585434	2.050778399	0.03901669	0.550250932	0.124078453	0.127209113	0.164029874	0	0.119921958	0.169481871	7.749366689	3.000052688	0.560754229	1.520882906	0	0.171612346	0	0	0.200334947	0
uvig_137035	0.042738605	0.158626324	3.271064443	0.469475092	0.015619273	0.016013367	0.489368194	0	0.384949121	0.06400427	0.17986934	0.624466145	0.254120383	0.290078998	0.10179031	0.129617673	0.089942133	0.063973	0.075655832	0.605330794
uvig_137671	0.406805809	498.400605	0.169468774	0.1648284	0.241591128	0.260388672	0.25550391	7.288778926	5.208803424	0.177689821	1.299483823	24.79479459	16.3607335	3.382354936	0.343147567	0.257033535	0.107013852	0.202974869	0.180031801	0.274372309
uvig_139142	1.025276017	6.573965116	0.093019283	1.292412704	0.69023299	0.97048932	1.001118471	0.509981797	0.590869677	0.969743886	27.57160337	13.08831816	2.459874436	4.277854268	0.706864192	1.063761908	0.340683651	0.726952586	1.289564406	0.436738598
uvig_140214	0.308071314	1.143421045	11.89556485	2.574136789	0.225175807	0.138514371	0.553683082	0	5.549632805	0	9.867769328	10.67455716	0.854824975	2.308427715	0	0	0.58349429	0.18445381	0.218139003	4.986727481
uvig_142442	0.275223887	88.25013144	3.104879135	1.71814807	0.18999099	0.332279798	1.147973032	3.973871233	3.100047319	0.320575451	6.302848746	19.76857378	24.00140726	4.188521237	0.100145723	0.231860893	0.032177808	0.41196707	0.189467066	0.556878577
uvig_144402	0.108612366	0.154134065	1.965868051	1.19308529	0.039693532	0	0.17316506	0	1.726372866	0	0.716543147	0.725470525	1.183967746	0.545515307	0	0.658799335	0.11428576	0	0.288398241	0.659287616
uvig_146874	0.554576733	2.542652079	2.166881152	2.840674549	0	0.046175484	0.303659141	0.582353396	0.500598775	0	3.756808017	2.649579002	1.587670565	1.338335687	0.146759164	0.186880082	0	0	0.21815803	1.620827791
uvig_149330	0.364723355	1.420044975	0.293397321	0.810039921	0.577598613	0.728827292	2.185004375	0.861729697	1.288268492	1.092401218	2.821029082	1.116568864	0	4.142304123	1.73731938	0.737422178	0.831511998	0.727911682	1.076054813	1.475937462
uvig_152276	0.076474252	0.801424237	0.316382365	2.28604989	0.16768992	0.114613969	0.266020304	0.361370518	0.081036244	0.229051868	1.304792863	0.670432478	17.05162073	0.570957611	0.227672903	0	0.321875612	0	0.067687319	0
uvig_152685	3.522628095	939.1555179	0.342002603	0.678098635	2.604357983	2.730752703	2.312235531	1.33931602	1.258557393	2.122287385	0.833606694	0.439482315	0.561750525	137.1721234	79.37786781	2.517359745	0.916007113	3.697036647	2.616149014	1.310816536
uvig_154730	0.099509703	0.206393034	1.73249741	0.645104856	0.036366868	0	0.620186336	0	1.79257947	0	0.260332473	0.290793024	0.295838434	0.270160199	0.059250434	0	0.157061425	0	0	0.604033565
uvig_160196	0.763194391	4.227213593	0.509076594	1.236915577	0.642722752	0.808133324	0.644466636	0.156799551	0.375059459	0.447237745	13.39517556	7.286409767	2.26894691	2.626042975	0.61248454	0.956037261	0.314240884	0.894038492	0.939830181	0.469980415
uvig_161124	0.090811638	0.743496238	2.207224007	1.013901063	0.033188069	0	0.447516171	0	1.491548135	0	0.743719353	1.421651967	0.269979429	1.109455684	0.162214199	0.137706802	0.095555206	0.135930805	0.080377332	0.36749031
uvig_165405	0.405637917	2.667912601	0.681755969	0.438280526	0	0.075992525	0.63202654	4.312792306	0.268647391	0	0.207628103	2.243752428	1.205945576	32.52881296	0.241526422	0	8.10970375	0	0.359029901	2.872638492
uvig_166606	0.363294363	3.021588715	0.536781647	0.990669663	0.410953981	0.369467758	0.34100958	0.326991781	0.323860547	0.25907647	10.8857063	5.994293037	2.194407322	2.573806297	0.566536842	0.734532946	0.20023726	0.466109815	0.505295441	0.350036837
uvig_168075	1.609138197	4.247173321	1.188782349	1.272924964	1.186654338	1.722612622	1.807521007	3.530336857	1.857373385	1.979482903	6.804890156	4.054548789	4.44219711	7.582763631	1.266085807	1.742926981	0.574475832	1.462381259	2.085505046	1.104671895
uvig_168533	2.273301829	3.084283686	1.693441621	1.681354497	0.207700518	0.79092398	2.541798552	0	0.774293557	0.486348597	19.01474447	4.067249639	1.609151651	1.785418478	0.628446809	0.492462251	0.598012076	1.093749728	0.431163904	0.574965122
uvig_170240	0.704637081	4.246005718	5.150117528	2.766205034	0.128758518	0.052802905	0.69448475	0	2.115569178	0	6.524165599	10.91339607	9.63634833	2.582588418	0.167823042	0	0	0	0.43657173	3.849493983
uvig_174204	1.75592992	16.18654894	15.85740637	15.07246699	1.24779485	0.840668617	1.470470513	1.843877848	3.170044163	0.584363756	10.38593498	17.40970075	5.703672691	1.787698942	0.929353118	1.923055909	0.513236486	0.876117395	1.942715779	3.651579743
uvig_176146	1.700559587	6.608727653	2.872788933	5.00183152	2.568814566	2.952213249	1.692490059	1.607160801	2.783096152	1.528029402	3.481764847	6.412987651	17.30171786	5.155506548	1.41757483	2.578729204	1.07363324	3.224263855	1.856369392	2.293902644
uvig_176448	0.321912484	0.407635324	0.177571632	0.162314841	0.305880392	0.651319236	0.167968803	0	0.181928448	0.192835246	7.110859899	0.45691693	0.191406631	0.087396443	0.383348633	0	0.270982129	0.385482072	0.170954739	0.39080801
uvig_177481	0.497747162	5.723354186	0.143002402	1.449077641	0.166748026	0.310827809	0.288573927	0.392008084	0.219766563	0.124235625	26.33616019	16.0346338	2.301884257	5.720673934	0.444555671	0.503189323	0.174582369	0.745049574	0.844398509	0.16785409
uvig_181906	0.835017955	0.379005321	0.303031652	0.158283115	0.465779833	0.510465308	0.356712679	0.207672836	0.3570367	0.723974891	7.178467354	0.385284929	0	0.310221217	0.68036453	0.933005348	0.231219821	0.657837447	0.388986284	0.533541063
uvig_182446	0.133953193	6.404764746	0.046181587	1.785036777	0.097909207	0.200759167	0.232982136	0.94947123	0.189258708	0	22.16925706	13.22527549	3.318646448	5.545987022	0.319035612	0	0	0.200506958	0.296404746	0
uvig_183077	0.500143339	0.56053141	5.310812767	0.432312812	0	0	3.276583432	0.157558092	0.836188884	0	1.168124206	17.59425238	4.890270196	3.657131121	0.794125835	0.15168351	0.701691265	0	0.118047093	2.496199783
uvig_184496	2.910019871	6.685538564	10.01288771	5.254026549	2.557954487	2.893296107	2.161269344	0.808880778	1.289877787	1.822943062	1.23314588	0.952809949	3.581179044	0.893318984	1.857267569	2.566896838	1.320873732	3.530226637	2.828172409	1.77025872
uvig_184507	0.102931323	0.146071978	1.809812225	1.297501821	0	0	0.119350942	0	0.345393351	0	0.199035963	0.300791881	0	0.05588992	0.061287747	0	0	0	0	0.208267711
uvig_185472	4.160661855	0.441915466	0.581524131	0.141749363	3.410980684	15.52603335	2.770753722	2.125485615	1.310742702	3.873264358	0.562792694	0.891938297	0.222873587	0.48846856	2.008667512	3.239874462	1.301566094	3.198089966	2.488242945	1.592696861
uvig_186458	0.089043249	0.097202403	0.076746184	0.272591494	0	0	0.05162372	0	1.997181501	0	1.043213744	0.185862389	0	0.290093622	0	0	0	0.133283803	0	0.360334115
uvig_188646	3.036332337	1.01508265	0.752389883	0.768907717	3.016887041	4.230664761	2.420473327	2.24185135	2.714733215	2.415665819	1.316722431	1.188341036	1.410452598	34.99571778	2.231631719	4.02875857	1.497626202	4.118828442	2.519490103	2.495841867
uvig_194675	0.551207075	4.077503509	0.430370382	1.418843565	0.414738523	0.461648877	0.291370687	0	0.251959857	0.194229172	15.79606866	8.703568422	2.281351056	3.235036174	0.366813716	0.885018301	0.375293801	0.630936413	0.746158834	0.459238499
uvig_194720	0.034816871	0.285053915	0.504144251	0.231981764	0.025448384	0.104361919	0.206900675	0	0.172171233	0	10.60164339	0.363371001	0.345030632	0.415909036	0.124384739	0.052796317	0	0.052115406	0.215714758	0.105670896
uvig_195887	0.10641198	14.35770412	0.403551528	0.996451692	0	0.239223644	0.277620376	0	0.33827963	0	1.682443168	2.665399362	0.316358633	0.31778921	0	0	0	0.159282075	0.470925932	0.861241411
uvig_196581	0.684472675	0.217364898	0.729387191	0.392187596	0.432073371	0.606176511	0.450943095	0	0.40660992	0.372745173	0.821025217	0.467580562	0.369983699	0.87001471	0.592801804	0.754861545	0.065475116	0.931407668	0.385525888	0.692469272
uvig_197346	0.07474282	0.13054657	3.504484752	0.188434273	0.02731555	0	0.151665159	0	0.145202797	0	0.280555313	2.527406009	0	0.426132554	0.178014581	0.680040247	0	0	0.06615483	0
uvig_197653	0.654168376	1.349669248	1.747861567	0.883513497	0.227119081	0.15931814	4.532165381	0.61823989	0.600766496	0.097966626	1.629553928	1.597592176	0.9075812	1.216567061	0.253179773	0.099198117	0.413003413	0.489593822	0.463203261	0.19854328
uvig_198630	0.363116526	1.308084975	7.654336107	3.101333268	0	0.058308458	0.85711902	0.245123786	0.696264708	0	0.531037953	1.775752114	0.359843717	0.542206401	0.077217207	0.078661434	0.054583429	0	0.183653852	0.314878941
uvig_199299	0.059499654	0.259806751	5.169288411	0.632162644	0	0	0.025871642	0	0.084065392	0	0.730925764	7.19090447	9.728957177	0.193843668	0	0	0.062607633	0	0	0
uvig_201109	0.055056336	21.28484803	0.25624586	4.243394932	0.050302293	0.123771564	0.227426188	0.130081277	0.175021993	0.164901994	1.086530347	3.280982659	0.872961714	0.459629994	0.245863846	0	0.086898326	0.082410715	0.121825833	0.055699551
uvig_202392	0.135157669	0.663940576	1.164921036	0.462441365	0.049394792	0	0.137128284	0	0.477401199	0.607226275	2.890238092	1.805556928	0	1.320988788	0.563332539	0	0	0	0.837395861	0
uvig_204467	1.209066615	850.3951665	0.714577307	0.767229042	1.325598349	1.31590063	1.134901447	0.544124664	1.06766019	1.896890327	1.165697899	1.033522423	1.654614562	102.2971049	59.9408193	1.833429074	0.666402264	0.947981798	1.783573679	1.048450258
uvig_205716	1.694267332	7.550719808	4.951062739	4.397335641	1.253118215	1.49633959	1.42662812	1.207264623	2.336787959	1.530430424	4.869894221	7.202090291	12.60580075	4.329642295	1.040832508	1.773962885	0.53766013	1.569937537	1.404382713	1.006670873
uvig_205844	0.128917726	0.112584506	1.288921354	0.557168118	0.329800376	0.193212381	0.635301469	0	0.409824537	0.579191923	4.281841276	4.52077024	6.004521492	7.56000919	0.307042668	0.586472665	0	0.578908957	0.342315029	0.521695413
